time_stamp,MODE,alt,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
12:24:46,AUTO,598846.6666666666,-35.363259766666665,149.16523561666665,14841.666666666666,-4.5,-9.666666666666666,-151.66666666666666,0.011925037872667113,0.023257003786663216,-0.17139448722203574,0.019224016868975013,-0.007580012083053589,-0.0050637036717186374,-2.0,1.8333333333333333,-999.1666666666666,20.0,-6.666666666666667,-5.333333333333333
12:24:48,AUTO,601971.6666666666,-35.363261566666665,149.1652358,17964.166666666668,-10.833333333333334,8.833333333333334,-151.33333333333334,0.0019393501509815299,-0.0011977718968410045,-0.1715349182486534,-0.007183463778346777,-0.0048319484340026975,-0.01434992509894073,2.5,0.0,-1000.5,-6.166666666666667,-4.0,-14.166666666666666
12:24:50,AUTO,605132.0,-35.3632622,149.16523642,21127.4,-0.4,1.2,-152.0,0.0026338637806475164,0.0007427862728945911,-0.21961451768875123,0.003692179545760155,0.0037584409583359957,-0.02542666457593441,0.0,0.0,-1000.0,4.2,4.0,-25.0
12:24:52,AUTO,608065.0,-35.36326211666667,149.1652365,24059.666666666668,-0.6666666666666666,3.1666666666666665,-152.0,0.0037470884853973985,0.004013612129104634,-0.26099760333697003,-0.0003426791129944225,-2.4903779073307913e-05,-0.01862612335632245,0.0,0.0,-1000.0,0.5,0.6666666666666666,-18.666666666666668
12:24:55,AUTO,610980.0,-35.3632623,149.165236,26972.8,-5.8,-0.4,-152.2,0.014523776434361934,0.007419638708233834,-0.25615122318267824,0.03369145542383194,0.0032458921894431116,0.022261236608028413,0.2,0.6,-1000.2,34.2,3.6,21.6
12:24:57,AUTO,614025.7142857143,-35.36326208571428,149.16523735714287,30021.85714285714,-0.8571428571428571,19.285714285714285,-151.28571428571428,0.0031510404244597468,0.00728714100218245,-0.21380147763660975,-0.01985335922134774,-0.0010763557428228004,0.020362819944109236,4.428571428571429,-3.5714285714285716,-1000.1428571428571,-18.142857142857142,-0.14285714285714285,19.571428571428573
12:24:59,AUTO,617250.0,-35.3632662,149.16524136666666,33244.166666666664,2.0,-10.166666666666666,-151.5,-0.02185750543139875,-0.04536074151595434,-0.13839629665017128,0.01631657740411659,-0.03306298159683744,0.07511436690886815,-3.5,-0.16666666666666666,-1000.1666666666666,17.166666666666668,-32.166666666666664,74.5
12:25:01,AUTO,620022.0,-35.3632487,149.16523118,36018.2,-29.0,4.2,-145.4,0.05837062299251557,0.17350523471832274,-0.007032185554271564,0.023155588656663895,0.13339144214987755,0.0022785037755966185,2.8,1.8,-988.6,24.0,134.4,2.4
12:25:03,AUTO,622334.0,-35.36325834,149.16523782,38329.4,-169.2,82.0,-146.2,-0.01982256770133972,-0.026220796070992945,0.15001168996095657,-0.07897001467645168,-0.17985630109906198,0.15183022217825054,49.8,0.2,-1047.8,-77.6,-178.8,151.4
12:25:04,AUTO,624896.0,-35.36327822,149.16526652,40893.2,8.0,9.2,-142.2,-0.15880997478961945,-0.10898840725421906,0.07263785153627396,-0.08670769855380059,0.01312284911982715,-0.03538630427792668,-7.4,1.6,-985.0,-85.6,13.4,-34.4
12:25:06,LOITER,627248.3333333334,-35.3632627,149.16524351666666,43244.0,80.83333333333333,-266.1666666666667,-115.5,-0.10501289491852124,0.061322095493475594,0.052941679023206234,0.11459894416232903,0.13945406675338745,0.03626521692300836,-54.333333333333336,53.0,-1033.5,115.33333333333333,140.0,36.0
12:25:08,LOITER,629003.3333333334,-35.36326968333333,149.16517668333333,44999.5,-58.666666666666664,-313.5,5.166666666666667,-0.0930785642315944,-0.17837217450141907,0.1530733990172545,-0.30505769125496346,-0.26607547389964264,-0.1038826652802527,-24.166666666666668,47.333333333333336,-803.1666666666666,-304.0,-265.1666666666667,-104.0
12:25:10,AUTO,625600.0,-35.36327094999999,149.16511926666666,41595.666666666664,42.5,-65.16666666666667,225.66666666666666,0.3199576660990715,-0.0027054023618499437,0.11734443778793018,1.2867189347743988,-0.003790170575181643,0.03295677605395516,-19.166666666666668,3.3333333333333335,-1056.1666666666667,1285.5,-3.1666666666666665,32.666666666666664
12:25:12,AUTO,622095.0,-35.36324825,149.16513913333333,38087.166666666664,52.0,105.5,86.5,-0.16255874869724116,0.11370751742894451,0.11857441688577335,-0.6165760258833567,0.18525153398513794,0.07413809063533942,-8.333333333333334,-27.333333333333332,-1096.6666666666667,-609.0,185.66666666666666,74.16666666666667
12:25:14,AUTO,621366.0,-35.36320592,149.16511516,37361.2,-154.0,-225.6,-10.8,-0.1036253359168768,0.054139905422925946,0.20700596570968627,0.1299726371653378,-0.3266959011554718,0.04736401084810495,17.4,63.4,-1085.8,130.6,-325.4,47.2
12:25:15,AUTO,621400.0,-35.3632174,149.1650968,37393.0,-118.0,-178.0,-67.0,0.06724811345338821,-0.1885412186384201,0.22390469908714294,0.45179760456085205,-0.24388155341148376,-0.0002520147536415607,24.0,70.0,-1103.0,455.0,-242.0,0.0
12:25:16,AUTO,622448.0,-35.363216539999996,149.16508988,38441.8,159.8,80.8,-72.2,0.18701524734497071,-0.2508930802345276,0.18554364144802094,-0.061475477553904055,0.15609498135745525,-0.09114367896690964,-26.8,-33.8,-1005.6,-60.4,156.6,-90.8
12:25:17,AUTO,623280.0,-35.3631988,149.1651081,39271.0,296.0,218.0,-71.0,0.09532849490642548,-0.03755629062652588,0.0639384463429451,-0.22976194322109222,0.4907741844654083,-0.3268505036830902,-37.0,-85.0,-1108.0,-228.0,492.0,-326.0
12:25:18,AUTO,625153.3333333334,-35.36317918333334,149.16515604999998,41149.666666666664,-26.666666666666668,73.66666666666667,-106.33333333333333,-0.22143001481890678,0.4413897196451823,0.24223785769815245,-0.3012073760231336,0.0877428101375699,0.35317909220854443,9.166666666666666,-18.333333333333332,-1019.8333333333334,-299.8333333333333,89.0,353.5
12:25:20,AUTO,625002.0,-35.36324714,149.16513462,40995.4,-357.0,-376.0,-23.0,-0.2832555383443832,0.07986902953125537,1.0755455136299132,-0.11867684200406074,-0.4284007906913757,0.31739652156829834,113.8,85.0,-1178.0,-117.2,-427.8,318.8
12:25:21,AUTO,625130.0,-35.3632706,149.1650944,41126.0,-170.0,-413.0,-112.0,-0.33704572916030884,-0.12157756090164185,1.3717572689056396,0.003641266841441393,-0.31206509470939636,0.23439538478851318,112.0,91.0,-1150.0,5.0,-312.0,236.0
12:25:22,AUTO,626791.6666666666,-35.36324595,149.16502926666666,42786.333333333336,302.5,-216.33333333333334,-79.33333333333333,-0.2664019415775935,-0.29507074256738025,1.5989553928375244,0.20048393805821738,-0.09553458914160728,0.019481676785896223,4.333333333333333,91.5,-1023.3333333333334,202.33333333333334,-94.66666666666667,24.666666666666668
12:25:24,LOITER,630043.3333333334,-35.3631749,149.16505048333335,46038.5,278.3333333333333,273.0,-114.66666666666667,0.24483853951096535,-0.17929562212278446,1.245879312356313,0.06512889762719472,0.17036057325700918,-0.1937053839986523,-95.4,5.2,-1030.4,128.4,124.2,-248.4
12:25:28,LOITER,632965.0,-35.36317566666667,149.1651173333333,48959.833333333336,-46.166666666666664,122.33333333333333,-123.66666666666667,-0.040894160978496075,0.25666989882787067,1.3029305338859558,-0.2285055530567964,0.04500293700645367,0.0148883907434841,-33.666666666666664,-42.5,-961.6666666666666,-226.83333333333334,45.833333333333336,23.5
12:25:30,LAND,632095.0,-35.363181983333334,149.16511946666668,48088.833333333336,31.5,-96.16666666666667,166.16666666666666,-0.12357599971195062,-0.0429424779334416,1.3413495024045308,0.10480078185598056,-0.040167151329418026,-0.07046096151073773,-16.666666666666668,62.166666666666664,-938.1666666666666,111.0,-38.166666666666664,-60.5
12:25:32,LAND,628926.6666666666,-35.363178133333335,149.16510044999998,44923.333333333336,27.333333333333332,-125.33333333333333,70.16666666666667,0.0011725924462856103,-0.004990389298958083,1.353342076142629,-0.46855078016718227,0.008265187789220363,0.015001095520953337,-18.333333333333332,-4.833333333333333,-1085.6666666666667,-471.0,9.833333333333334,24.666666666666668
12:25:34,LAND,628245.0,-35.36310338333333,149.16508098333333,44237.5,-10.166666666666666,-37.5,12.833333333333334,0.0005170106790804615,-0.004420277080498636,1.3554075161616008,0.10391992423683405,0.00637071478801469,0.00042712440093358356,-1.6666666666666667,31.166666666666668,-1010.5,104.83333333333333,9.0,10.166666666666666
12:25:36,LAND,627815.0,-35.36310195,149.16507286666666,43808.0,-44.333333333333336,-27.5,46.333333333333336,0.010457837876553336,-0.0022512251355995736,1.3573894500732422,1.2584342161814372,-0.0009855517419055104,0.011016189741591612,13.166666666666666,69.16666666666667,-1029.5,1260.8333333333333,2.1666666666666665,20.666666666666668
12:25:38,LAND,626553.3333333334,-35.363126783333335,149.16506303333333,42548.0,-76.33333333333333,-41.333333333333336,43.0,0.0034090501915973923,-0.0016370784336080153,1.358517090479533,-0.49466079535583657,-0.004131228624222179,-0.01592408058544,20.666666666666668,-42.5,-990.3333333333334,-499.3333333333333,-1.0,-5.5
12:25:40,LOITER,625423.3333333334,-35.36314318333334,149.16505138333332,41418.0,-56.833333333333336,-30.0,95.5,-0.003311927469136814,-0.04698942597800245,1.3602148691813152,-0.5472481846809387,-0.046915619634091854,-0.013694317390521368,15.0,-54.333333333333336,-939.5,-551.0,-44.166666666666664,-3.1666666666666665
12:25:42,LOITER,621028.3333333334,-35.36315466666667,149.16503796666666,37023.333333333336,10.5,53.333333333333336,140.16666666666666,-0.11047031419972579,-0.15103312830130258,1.3668414155642192,-1.5167455474535625,-0.05791897885501385,0.008478007356946668,-27.833333333333332,-72.0,-1032.5,-1513.8333333333333,-55.833333333333336,18.5
12:25:44,LAND,616666.6666666666,-35.36314713333333,149.1650521,32660.0,170.0,87.83333333333333,119.0,-0.04852207191288471,-0.039034609061976276,1.3585941394170125,-1.229600429534912,0.03704623978895446,0.06350830011069775,-63.333333333333336,-83.5,-1032.3333333333333,-1231.8333333333333,39.0,72.33333333333333
12:25:46,LAND,615153.3333333334,-35.36314075000001,149.16511181666667,31147.666666666668,84.83333333333333,133.33333333333334,87.0,0.0008603704918641597,-0.012078613741323352,1.3653481006622314,-0.9158238514016072,0.023131551919505,0.023919874724621575,-49.666666666666664,-70.83333333333333,-987.0,-922.1666666666666,26.0,31.833333333333332
12:25:48,LAND,613548.3333333334,-35.36313198333334,149.1651392166667,29543.833333333332,24.0,66.66666666666667,13.333333333333334,0.000738729169825092,-0.0040582512350132065,1.360455870628357,-0.0845949575304985,0.0010761823893214266,0.005235498926291863,-26.5,16.166666666666668,-1000.0,-85.16666666666667,4.333333333333333,13.833333333333334
12:25:50,LAND,611768.3333333334,-35.363124516666666,149.16514641666666,27761.833333333332,-14.666666666666666,16.333333333333332,147.83333333333334,-0.006565812819947799,-0.004997991568719347,1.3624182144800823,0.043590858578681946,0.002245059081663688,-0.0045899013833453255,-5.333333333333333,59.166666666666664,-924.5,49.5,5.5,3.6666666666666665
12:25:52,LAND,608075.0,-35.363131933333335,149.16514333333333,24070.0,-80.33333333333333,-3.6666666666666665,232.16666666666666,0.038397702698906265,-0.0034438834991306067,1.36616047223409,1.4457802971204121,0.0003025643527507782,0.004292677389457822,13.0,60.666666666666664,-994.1666666666666,1443.6666666666667,3.3333333333333335,12.0
12:25:54,LAND,604133.3333333334,-35.36314003333333,149.16512833333334,20127.5,-93.33333333333333,-31.333333333333332,228.0,-0.00042970127348477644,-0.0020507411876072488,1.363555133342743,-1.7765225569407146,-0.005992032354697585,-0.01262112862120072,17.833333333333332,-93.33333333333333,-966.0,-1781.8333333333333,-2.3333333333333335,-4.5
12:25:56,LOITER,599391.6666666666,-35.3631526,149.16511205,15387.333333333334,-108.33333333333333,-38.333333333333336,200.83333333333334,0.01480999425984919,-0.02764817364125823,1.3641693393389385,1.4260774552822113,-0.05216466806208094,0.0076500979873041315,11.0,59.333333333333336,-1052.1666666666667,1425.5,-48.833333333333336,15.166666666666666
12:25:58,LOITER,595908.3333333334,-35.363150383333334,149.16511073333336,11902.666666666666,-62.666666666666664,3.0,90.5,0.07109578947226207,0.026106111938133836,1.3670427203178406,0.05818369550009569,0.05566587609549364,0.024572750243047874,4.833333333333333,43.833333333333336,-977.6666666666666,67.5,59.0,33.0
12:26:01,AUTO,592902.0,-35.36300096,149.16513049999998,8894.8,-185.0,7.8,144.4,0.03351679667830467,-0.06068916246294975,1.3626057147979735,-1.594696283340454,-0.06936591640114784,-0.013462084997445344,19.2,-108.6,-970.8,-1597.2,-65.6,-5.0
12:26:03,LAND,590376.0,-35.3630231,149.16513654,6369.4,-31.2,47.0,34.4,-0.02412286214530468,-0.014047808293253184,1.360268783569336,0.13397357761859893,0.03207886479794979,-0.0038884317502379416,-17.6,-14.0,-1077.0,134.4,34.8,4.4
12:26:05,LAND,590422.0,-35.36302892,149.1651555,6418.2,-32.0,35.8,-2.8,0.001808022055774927,-0.0001134394173277542,1.359117579460144,-0.05121210962533951,0.0038963268045336006,-0.002310364320874214,-13.0,-4.4,-994.0,-50.0,7.0,5.4
12:26:07,LAND,590362.0,-35.36303676,149.16516142,6355.0,-38.6,1.8,36.4,0.01435124995186925,-0.001974885957315564,1.3660858392715454,0.9623673796653748,-0.0032034495379775763,-0.02029260015115142,-0.8,36.8,-1003.4,963.2,0.4,-13.0
12:26:09,LAND,589396.0,-35.36302656,149.16517738,5389.0,23.0,32.6,23.4,-0.009595456323586405,-0.004090811428613961,1.3601314783096314,-0.5605557322502136,0.006495073530822992,-0.006663439515978098,11.8,-19.2,-1011.2,-556.0,10.6,0.0
12:26:11,LAND,588880.0,-35.36303562,149.16518018000002,4874.2,-44.6,-1.0,34.0,0.002889187820255756,-2.9839648050256073e-05,1.361155891418457,-0.4939683735370636,-0.007094774208962917,-0.016470805369317533,21.0,-50.4,-993.8,-495.4,-3.4,-10.0
12:26:13,LAND,588448.0,-35.363054180000006,149.16517432,4442.4,-59.6,-17.6,15.4,0.0010762393001641612,-0.0016753353032981978,1.3633802652359008,0.6711884117918089,0.00014171074144542217,-4.801102913916111e-05,9.6,35.2,-989.6,675.4,3.0,5.4
12:26:15,LAND,588336.0,-35.363054999999996,149.16517554,4333.0,-5.4,-13.6,-28.2,-0.0034838058054447174,-0.011634508892893792,1.370921540260315,0.0007209518691524864,-0.0010116193909198046,-0.0033432119991630314,0.0,0.0,-1000.0,2.0,2.0,2.0
12:26:17,LAND,586758.0,-35.36305412,149.16517742000002,2753.2,-0.2,-4.0,-3.6,-0.002586668683215976,-0.016952184587717058,1.3653940439224244,0.0006412947783246637,-0.001157755171880126,-0.0033122421707957985,0.0,0.0,-1000.0,2.0,2.0,2.0
