time_stamp,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,chan4_raw
13:57:30,1500.0,-95.0,-64.0,-1002.5,-14.0,-1.0,-177.0,AUTO,0.06899262871593237,-0.19906188175082207,-0.1193312518298626,-0.014754220843315125,-0.0024954304099082947,-0.17786389938555658,-35.363146650000004,149.165223475,49903.5,495.25,-46.25,-0.5,1392.0
13:57:32,1500.0,16.166666666666668,-136.0,-992.6666666666666,0.6666666666666666,22.166666666666668,-721.6666666666666,AUTO,0.1759637569387754,-0.003022445055345694,-1.2505566974480946,-0.0006823477645715078,0.021101747639477253,-0.722599724928538,-35.36305665,149.16521346666667,49934.5,625.3333333333334,-58.166666666666664,-5.166666666666667,1284.0
13:57:34,1500.0,135.0,-66.0,-985.0,11.666666666666666,2.3333333333333335,-72.0,AUTO,0.06455197868247826,0.1498039315144221,-2.249580899874369,0.010296089031423131,0.0007938964602847894,-0.07235734319935243,-35.36293908333334,149.1652003,50012.333333333336,670.3333333333334,-52.666666666666664,-3.3333333333333335,1500.0
13:57:38,1500.0,141.16666666666666,-62.5,-984.5,-23.833333333333332,-11.333333333333334,-0.6666666666666666,AUTO,0.06721204270919164,0.13968505710363388,-2.2165648142496743,-0.025378241514166195,-0.01325556670781225,-0.0012044589966535568,-35.36269458333334,149.1651768,50001.333333333336,685.6666666666666,-57.5,-1.6666666666666667,1500.0
13:57:40,1500.0,125.83333333333333,-61.166666666666664,-987.0,-41.333333333333336,-12.833333333333334,11.166666666666666,AUTO,-0.0033731456690778336,0.0917400357623895,-2.217798431714376,-0.04440811866273483,-0.014310266512135664,0.010729247704148293,-35.362574966666664,149.16516423333331,50065.666666666664,618.3333333333334,-56.833333333333336,-3.6666666666666665,1500.0
13:57:42,1500.0,93.16666666666667,6.166666666666667,-999.0,-526.8333333333334,-31.0,-792.8333333333334,AUTO,-0.0651299978295962,-0.018379266218592722,-0.8918290138244629,-0.525744840502739,-0.032885337403664984,-0.7944505115350088,-35.362479316666665,149.1651542666667,50057.166666666664,431.1666666666667,-33.833333333333336,3.1666666666666665,1254.0
13:57:44,1500.0,-22.333333333333332,46.666666666666664,-1013.3333333333334,190.83333333333334,-46.166666666666664,-332.0,AUTO,0.023974503157660365,-0.15333376824855804,1.975529174009959,0.1908138021826744,-0.04784537944942713,-0.33295998349785805,-35.36242226666666,149.1651547333333,50011.5,204.0,69.0,2.8333333333333335,1418.0
13:57:46,1500.0,-59.333333333333336,-37.5,-1009.0,42.833333333333336,-8.166666666666666,-266.0,AUTO,0.09988976394136746,-0.1728710432847341,1.4772797425587971,0.04242573988934358,-0.009869558076995114,-0.2674759440124035,-35.36240118333334,149.16519336666667,49960.5,43.333333333333336,290.6666666666667,4.0,1500.0
13:57:48,1500.0,-99.0,-66.5,-999.5,16.25,11.5,-0.5,AUTO,0.0660240538418293,-0.1965644359588623,1.5470657348632812,0.014992648735642433,0.009948633145540953,-0.0016523318481631577,-35.362398225,149.16529127500002,49920.25,-0.25,523.0,1.5,1500.0
13:57:50,1500.0,-122.0,-75.33333333333333,-987.5,26.5,19.166666666666668,0.3333333333333333,AUTO,0.09435486942529678,-0.1641320765018463,1.5435279130935669,0.015940851345658303,0.020901468023657797,-0.0005731639685109258,-35.362397539999996,149.16541606,49966.6,-5.2,649.6,-3.4,1500.0
13:57:52,1500.0,-130.66666666666666,-79.83333333333333,-982.0,14.166666666666666,2.5,39.5,AUTO,0.08730193351705869,-0.12574641034007072,1.5475428700447083,0.012350153798858324,0.0008926574761668841,0.038849672477226704,-35.36239791666666,149.16555571666666,50031.5,-6.333333333333333,679.6666666666666,-2.0,1560.0
13:57:54,1500.0,-132.16666666666666,65.5,-987.5,3.8333333333333335,4.166666666666667,729.5,AUTO,-0.06641625112388283,-0.1281286266942819,2.601119081179301,0.0011947763462861378,0.002606465908077856,0.7290222942829132,-35.362398133333336,149.16570683333333,49997.166666666664,0.6666666666666666,683.5,0.0,1860.0
13:57:57,1500.0,3.6666666666666665,164.33333333333334,-995.6666666666666,-11.0,-7.666666666666667,-14.666666666666666,AUTO,-0.1652117371559143,0.0061271198404332,-2.5836687088012695,-0.011634855841596922,-0.009437081132394573,-0.016184537981947262,-35.36239623333333,149.1659241,49977.0,7.0,686.6666666666666,0.0,1500.0
13:57:59,1500.0,-2.0,153.66666666666666,-984.6666666666666,-91.0,-14.0,-2.0,AUTO,-0.15233289202054343,-0.0002918880685077359,-2.589333931605021,-0.0929005928337574,-0.01548159463951985,-0.0032181437127292156,-35.36239436666667,149.16608833333333,49992.0,10.0,681.0,-0.6666666666666666,1500.0
13:58:01,1500.0,1.1666666666666667,154.0,-987.6666666666666,4.166666666666667,5.833333333333333,3.0,AUTO,-0.15412995715936026,0.005630806864549716,-2.5907471577326455,0.002614859491586685,0.00435846842204531,0.002048532332992181,-35.3623931,149.16620641666668,49975.166666666664,10.333333333333334,677.5,-1.0,1500.0
13:58:09,1500.0,2.625,152.375,-989.125,2.125,10.25,2.5,AUTO,-0.1569778472185135,0.004624599401722662,-2.5912067592144012,0.00025267526507377625,0.008443347891443409,0.0013594181946245953,-35.362389225,149.166524075,49968.5,11.375,680.25,-1.625,1500.0
13:58:15,1500.0,60.0,-15.0,-1020.5,611.0,-45.0,-58.25,AUTO,-0.0858611948788166,0.014020697912201285,-0.4358397498726845,0.613050889223814,-0.04758870229125023,-0.0601792773231864,-35.3623851,149.1668845,50000.5,-5.0,283.25,0.0,1500.0
13:58:17,1500.0,0.0,-1.5,-1018.0,-212.375,-36.625,-124.375,AUTO,-0.1882525570690632,-0.06664099870249629,-0.43943824991583824,-0.21143221110105515,-0.03926519025117159,-0.12611204737913795,-35.3623887375,149.166910075,49988.375,-33.25,-41.75,2.625,1500.0
13:58:18,1500.0,-75.0,-16.5,-1008.75,0.0,11.75,-739.75,AUTO,-0.033969483454711735,-0.21764389425516129,-1.4033028185367584,-0.0015353020280599594,0.00999931013211608,-0.7419981509447098,-35.362397575,149.1668737,49962.75,-74.5,-356.75,4.75,1500.0
13:58:20,1500.0,-99.2,-69.8,-999.6,55.2,6.6,48.8,AUTO,0.07648460417985917,-0.21714849174022674,-1.8371867895126344,0.054087179340422155,0.004499521106481552,0.047507706098258495,-35.3624108,149.16679638,49961.6,-111.4,-539.6,5.6,1494.4
13:58:28,1500.0,-131.66666666666666,-80.33333333333333,-986.0,15.0,3.8333333333333335,0.6666666666666666,AUTO,0.09290045499801636,-0.13118960211674371,-1.798799177010854,0.013969465314100185,0.0028302741702646017,-0.0008918128053968152,-35.3625088,149.1662383833333,50020.333333333336,-143.16666666666666,-670.8333333333334,1.3333333333333333,1500.0
13:58:30,1500.0,-134.5,-88.0,-984.0,-10.5,-12.5,1.5,AUTO,0.09092321619391441,-0.1288793981075287,-1.7971564531326294,-0.010916266590356827,-0.014287731144577265,-0.0004526968114078045,-35.362542149999996,149.1660539,50007.5,-139.0,-665.0,0.0,1500.0
13:58:41,1500.0,55.5,-12.0,-997.0,-297.0,-19.5,58.0,AUTO,-0.09061136469244957,-0.00038349407259374857,2.358718991279602,-0.30641545355319977,-0.022279784083366394,0.05702797323465347,-35.3626283,149.16556930000002,49995.0,-30.5,-241.0,1.5,1500.0
13:58:43,1500.0,20.833333333333332,-15.833333333333334,-1008.0,-83.83333333333333,13.5,8.0,AUTO,-0.06290297955274582,-0.01757528306916356,2.36103089650472,-0.08482046922047932,0.011666286271065474,0.006632366528113683,-35.36263215,149.16554363333333,49975.333333333336,-4.333333333333333,-92.0,-0.3333333333333333,1500.0
