time_stamp,lat,lon,relative_alt,vx,vy,vz,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
16:25:40,-35.3632626,149.1652385,8284.5,2.5,-6.5,-2.0,RTL,-0.0004927011905238032,-0.0022638457594439387,0.44922615587711334,0.5448956787586212,-0.002593300654552877,0.002143505495041609,0.0,17.666666666666668,-995.3333333333334,330.3333333333333,0.0,3.3333333333333335,1500.0
16:25:42,-35.363262479999996,149.16523777999998,8290.8,2.2,-5.2,0.2,RTL,0.003754651395138353,-0.003561521228402853,0.4489365994930267,0.062442165613174436,-0.0007729031844064593,0.001227768138051033,-0.8,-0.4,-995.8,65.4,1.0,3.2,1500.0
16:25:44,-35.3632621,149.1652372,8289.0,0.0,2.0,0.0,RTL,-0.007450941484421492,-0.00018204319349024445,0.4499283730983734,-0.6006450057029724,-0.00031124299857765436,0.003471474628895521,0.0,-28.0,-1000.0,-552.5,3.5,3.0,1500.0
16:25:46,-35.36326215,149.16523815,8049.0,0.0,-3.0,37.0,RTL,0.005051500396803021,0.0014704252243973315,0.44950662553310394,0.9381318986415863,-0.00271839986089617,0.0024592846166342497,0.3333333333333333,41.333333333333336,-982.6666666666666,932.6666666666666,1.0,4.333333333333333,1500.0
16:25:48,-35.36326236666667,149.1652386,7521.333333333333,0.5,-6.666666666666667,33.0,RTL,0.001062405315072586,-0.0002391839686121481,0.4490210960308711,0.747721662123998,-0.005636009736917913,-0.00026648798181364935,0.5,25.333333333333332,-1002.3333333333334,749.0,-3.1666666666666665,2.1666666666666665,1500.0
16:25:50,-35.36326236666667,149.16523783333335,6815.5,1.0,-6.166666666666667,33.333333333333336,RTL,-0.0044044409490500884,-0.003483674838207662,0.44978586335976917,-0.39267237049837905,0.0004797473084181547,-0.0008320330331722895,-1.5,-10.5,-1000.0,-388.6666666666667,2.6666666666666665,1.5,1500.0
16:25:52,-35.363262,149.1652371,6153.75,-0.5,1.25,33.75,RTL,-0.002549658100178931,-7.28046870790422e-07,0.4496849253773689,-0.724567636847496,0.002731868880800903,-0.0037939967587590218,1.5,-42.75,-1002.0,-725.5,4.25,-0.75,1500.0
16:25:55,-35.363262575,149.16523870000003,4985.0,2.0,-9.0,33.25,RTL,0.00116722600068897,-0.0017741813280736096,0.44947878271341324,0.38421856984496117,-0.004424880375154316,0.0014326714153867215,0.0,-13.5,-982.0,381.25,-2.0,3.75,1500.0
16:25:57,-35.3632621,149.1652373,4244.0,0.0,-3.0,26.0,RTL,0.016320472583174706,-0.002588127041235566,0.44922202825546265,0.25312721729278564,-0.003633223008364439,-0.0025646151043474674,0.0,-14.0,-1009.0,250.0,-1.0,0.0,1500.0
16:25:59,-35.3632613,149.1652358,3545.0,-7.0,11.0,32.0,RTL,0.025742972269654274,-0.0005508199683390558,0.4494907855987549,0.9739465713500977,-0.005826960317790508,0.004762290511280298,0.0,41.0,-991.0,979.0,-3.0,7.0,1500.0
16:26:01,-35.36326135,149.16523615,2987.75,-7.75,12.75,31.0,RTL,-0.0020026154234074056,0.001502885133959353,0.44958195835351944,-0.2792441640049219,0.004297755425795913,-0.0002879574603866786,0.4,-6.2,-998.0,-389.8,6.0,2.0,1500.0
16:26:03,-35.36326205,149.16523795,2227.5,-4.0,1.5,31.5,RTL,-0.019013061188161373,0.0016385568887926638,0.4494936019182205,-0.4259439203888178,-0.0009199925698339939,-0.0021504389587789774,0.0,0.5,-1008.5,-418.5,1.5,1.0,1500.0
16:26:08,-35.3632622,149.16523783333335,1731.5,-0.5,-3.0,33.0,RTL,-0.0018517828963619347,-0.0024295485539672277,0.4494885156551997,-0.25973928968111676,-0.0008613975175345937,0.0017686469946056604,-0.16666666666666666,-16.333333333333332,-994.6666666666666,-258.3333333333333,1.3333333333333333,4.333333333333333,1500.0
16:26:10,-35.36326209999999,149.16523735,1085.3333333333333,-0.6666666666666666,1.0,33.0,RTL,0.009149885755808404,-0.0006439638794593824,0.45015955964724225,0.4606219275544087,0.001964002129777024,-0.00020681538929541907,0.16666666666666666,12.666666666666666,-1002.1666666666666,462.0,3.8333333333333335,2.1666666666666665,1500.0
16:26:12,-35.363262266666666,149.16523845,409.0,0.16666666666666666,-3.5,33.166666666666664,RTL,-0.009242445172276348,0.0029469695097456374,0.45007309317588806,0.367775263885657,-0.0029866131177792945,0.0017138146407281358,2.1666666666666665,21.333333333333332,-1004.6666666666666,373.3333333333333,-0.5,4.166666666666667,1500.0
16:26:14,-35.363262533333334,149.16523891666665,116.16666666666667,3.5,-16.333333333333332,0.16666666666666666,RTL,-0.007718890439718962,0.002249098557513207,0.4496562530597051,0.0008307160266364614,0.0010918964399024844,0.0006538218585774302,0.0,0.0,-1000.0,3.0,3.0,3.0,1500.0
16:26:16,-35.36326275,149.16523928333334,86.66666666666667,-2.8333333333333335,-7.833333333333333,0.0,RTL,-0.0014701647948337875,0.002977959734077255,0.4489613026380539,0.0010764418402686715,0.0010998766714086135,0.0006768708893408378,0.0,0.0,-1000.0,3.0,3.0,3.0,1500.0
16:26:18,-35.36326308333333,149.16523988333333,44.666666666666664,-6.666666666666667,-0.3333333333333333,0.0,RTL,0.0023311382780472436,0.002447025695194801,0.44857267538706463,0.001201023852142195,0.0009532218876605233,0.0006420801704128584,0.0,0.0,-1000.0,3.0,3.0,3.1666666666666665,1500.0
16:26:20,-35.3632632,149.16524031666668,26.833333333333332,-7.0,2.8333333333333335,0.0,RTL,0.0036143317508200803,0.00182476599002257,0.4488205909729004,0.0011739723461990554,0.0009100606354574362,0.0005804738029837608,0.0,0.0,-1000.0,3.1666666666666665,3.0,3.0,1500.0
