time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,alt,lat,lon,relative_alt,vx,vy,vz,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed
12:14:03,-8.0,10.666666666666666,-991.8333333333334,154.33333333333334,1.0,-1.5,LAND,593501.6666666666,-35.36321433333334,149.16512256666667,9538.333333333334,-16.833333333333332,-63.166666666666664,36.166666666666664,0.0041758906639491515,-0.0015432195311101775,-0.1406764363249143,0.1527974751467506,0.0009525687103935828,-0.0028356437493736544
12:14:05,-3.0,0.5,-983.3333333333334,-90.83333333333333,0.8333333333333334,-2.6666666666666665,LAND,592810.0,-35.36323518333333,149.16511491666665,8844.5,-35.166666666666664,-40.333333333333336,25.5,-0.0001877925048271815,-0.0013012270307323586,-0.14189992100000381,-0.09283836434284846,0.0007079948166695734,-0.0041300147616614895
12:14:07,-0.8333333333333334,10.666666666666666,-1011.8333333333334,170.33333333333334,3.3333333333333335,0.0,LAND,592238.3333333334,-35.36324998333333,149.16511346666667,8274.166666666666,-31.333333333333332,-17.333333333333332,42.0,0.002524888957850635,-0.0012497468657481174,-0.1437555601199468,0.16856192549069723,0.003213500249936866,-0.0012092222653639813
12:14:09,-0.3333333333333333,1.5,-989.5,-100.0,2.3333333333333335,-1.6666666666666667,LAND,591441.6666666666,-35.36325231666667,149.16510649999998,7475.5,-16.666666666666668,-32.666666666666664,21.333333333333332,-0.004102087812498212,-0.0004376417928142473,-0.1446563775340716,-0.10229812065760295,0.002318719620234333,-0.0030209937055284777
12:14:11,1.1666666666666667,4.5,-1020.5,26.166666666666668,34.333333333333336,6.833333333333333,LOITER,590686.6666666666,-35.36324058333333,149.16509658333334,6719.666666666667,25.5,-33.5,31.833333333333332,0.002957720930377642,0.0066323665766200674,-0.14784380545218787,0.024236079615851242,0.0338265013997443,0.005795973178464919
12:14:14,2.0,-67.33333333333333,-1027.3333333333333,-1834.6666666666667,29.333333333333332,36.666666666666664,LAND,588220.0,-35.363239666666665,149.16509656666668,4252.666666666667,16.0,-11.666666666666666,159.0,-0.03082966183622678,-0.014694751861194769,-0.1468553344408671,-1.8368817567825317,0.028926187194883823,0.034866763123621546
12:14:16,2.75,0.75,-1015.0,-536.5,-5.75,7.75,LAND,586240.0,-35.36324202,149.16510739999998,2275.6,9.2,50.0,61.2,-0.0018193728057667613,-0.0003195220355337369,-0.14968919456005098,-0.27507824301719663,-0.004933618381619454,0.0075321696698665615
12:14:18,-1.6,20.8,-974.4,180.0,-0.2,2.6,LAND,585950.0,-35.363241540000004,149.16514174,1987.2,6.8,119.6,12.4,-0.0014084765687584877,0.0011894730618223549,-0.14910016357898712,0.17915858030319215,-0.000670800800435245,0.0010990455048158765
12:14:20,0.16666666666666666,-7.166666666666667,-994.3333333333334,2.0,2.0,2.0,LAND,585735.0,-35.36324308333333,149.16514164999998,1768.6666666666667,2.1666666666666665,104.16666666666667,21.5,0.004327808002320428,0.0011698341501566272,-0.1612980142235756,0.0002800885510320465,0.0019199556942718725,0.0006680622464045882
12:14:22,0.0,-1.0,-1000.0,2.0,2.0,1.6,LAND,585461.6666666666,-35.363243116666666,149.1651292,1495.1666666666667,-1.8333333333333333,-0.3333333333333333,12.333333333333334,-0.012657327267030874,0.0031521228374913335,-0.1522742286324501,-0.0004226966605832179,0.0018521227951472004,0.0007656369707547128
12:14:24,0.0,-1.0,-1000.0,2.0,2.0,1.8,LAND,584726.0,-35.36324248,149.16513088000002,760.4,-4.4,-16.4,15.0,-0.013426304422318935,0.006692767608910799,-0.15342187881469727,-0.0003196561709046364,0.0018364162184298038,0.0008512558648362756
12:14:26,0.0,-1.0,-1000.0,2.0,2.0,2.0,LAND,584234.0,-35.363241419999994,149.16498408,270.2,-5.8,-13.0,13.2,-0.007507625315338373,0.00839280840009451,-0.15248566567897798,-7.120710797607899e-05,0.0017673687543720007,0.0008491943124681711
