time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,RTL_ALT,MODE,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:43:43,0.1086917482316494,0.10848453268408775,-0.6513090133666992,0.015538033097982407,-0.025252846535295248,-0.8381493091583252,-35.36277445,149.16588604999998,49980.0,286.5,618.0,-2.0,1500.0,AUTO,1154.0,98.33333333333333,-119.33333333333333,-989.6666666666666,-9.333333333333334,-5.0,-709.3333333333334
14:43:45,-0.09950919821858406,0.11725885421037674,-2.1355642080307007,0.04785522259771824,-0.0032669196370989084,-0.7046318352222443,-35.36272265,149.16602165,49994.0,285.0,613.0,0.0,1500.0,AUTO,1154.0,128.66666666666666,81.0,-987.0,28.666666666666668,5.666666666666667,-703.0
14:43:55,-0.110722616314888,0.025976091623306274,-2.461168050765991,0.012199431657791138,-0.061089860275387764,-0.00903998943977058,-35.36246774999999,149.16670255000002,50067.5,276.5,593.0,-4.5,1500.0,AUTO,1422.6666666666667,83.0,130.66666666666666,-993.6666666666666,0.0,-61.666666666666664,-5.0
14:43:57,-0.014333108517651757,-0.05404872136811415,1.7892671823501587,-0.13138069895406565,0.008337458362802863,-0.7281155387560526,-35.3624342,149.1667924,50107.333333333336,231.83333333333334,488.8333333333333,3.5,1500.0,AUTO,1268.0,-50.666666666666664,95.66666666666667,-991.5,-130.16666666666666,10.166666666666666,-726.1666666666666
14:43:59,0.0612094271928072,0.05160314217209816,1.6313343048095703,-0.5130573622882366,0.0761311361566186,0.032291913230437785,-35.36239915,149.16688680000001,50038.25,121.0,250.25,4.5,1500.0,AUTO,1500.0,-71.25,-47.0,-1002.0,-515.75,77.75,33.25
14:44:04,0.04792026877403259,0.16533344089984894,1.6860132932662963,0.16281441859900952,0.054261188581585885,0.0014120640233159065,-35.36238912,149.16691229999998,50001.0,48.8,20.8,3.4,1500.0,AUTO,1500.0,-12.2,19.0,-1009.8,167.4,55.8,3.4
14:44:06,-0.1390164526445525,0.1219245195388794,0.8083271511963436,0.10653038163270269,-0.002311247833339231,-0.7629075816699437,-35.36238634285714,149.16688652857144,49946.857142857145,4.0,-276.85714285714283,3.142857142857143,1500.0,AUTO,1500.0,6.142857142857143,68.28571428571429,-1010.8571428571429,109.71428571428571,0.14285714285714285,-760.2857142857143
14:44:08,-0.12344041168689728,-0.15062865614891052,-0.6452633678913117,-0.044570381939411166,-0.014016082463786005,-0.7224184513092041,-35.36238706,149.16679896,49942.0,-21.6,-500.4,1.6,1500.0,AUTO,1500.0,-103.2,37.6,-994.4,-42.4,-11.8,-720.0
14:44:10,0.06722680044670899,-0.1727791279554367,-1.6169584194819133,0.028022844344377518,0.023866754956543446,0.10570401201645534,-35.36238966666667,149.16667596666667,49957.333333333336,-31.666666666666668,-643.1666666666666,-3.3333333333333335,1500.0,AUTO,1608.0,-125.16666666666667,-70.33333333333333,-992.8333333333334,30.666666666666668,25.666666666666668,107.66666666666667
14:44:12,-0.08799891993403434,-0.11371675580739975,-0.4067791819572449,0.006714781373739242,0.01063679768703878,0.7377859473228454,-35.36239266,149.16653794,50045.6,-29.2,-675.6,-3.2,1500.0,AUTO,1824.0,-124.2,87.0,-984.0,9.0,12.8,739.6
14:44:14,-0.15405388176441193,0.02607346847653389,0.5731859564781189,0.0019106250256299973,0.013179324101656675,0.11408818885684013,-35.36239522000001,149.16640379999998,50002.2,-30.0,-678.0,2.8,1500.0,AUTO,1500.0,14.6,148.4,-989.4,4.2,15.4,116.6
14:44:39,-0.05860454930613438,0.03561956388875842,-4.522005716959635e-05,-0.15268739871680737,0.008096662039558092,-0.7109862267971039,-35.36243435,149.16488276666666,50004.0,-4.0,-251.16666666666666,2.0,1500.0,AUTO,1278.0,24.833333333333332,-55.0,-1003.5,-150.0,10.5,-708.1666666666666
14:44:41,-0.04478594288229942,-0.002828781677332396,2.5248868465423584,-0.21950807065392533,0.008099110797047615,0.0555749685348322,-35.36243525,149.1648514,49961.5,13.833333333333334,-73.16666666666667,-1.0,1500.0,AUTO,1500.0,12.166666666666666,-10.166666666666666,-998.6666666666666,-216.16666666666666,10.333333333333334,57.333333333333336
14:44:43,-0.008974754086618,0.008115158134993786,2.5487781763076782,0.08671335379282634,0.019178082700818777,0.00522588655197372,-35.3624354,149.16484631666668,49979.333333333336,13.833333333333334,-10.0,-1.1666666666666667,1500.0,AUTO,1500.0,0.0,7.833333333333333,-1000.5,91.66666666666667,21.333333333333332,7.0
14:44:45,-0.004522182935033925,0.02422140371830513,2.5496119260787964,0.013021192202965418,-0.011449789007504782,0.00975341508941104,-35.36243608333333,149.16484443333331,50003.666666666664,20.0,-20.833333333333332,-0.16666666666666666,1500.0,AUTO,1500.0,4.166666666666667,-0.5,-1001.5,15.833333333333334,-8.5,11.666666666666666
14:44:47,-0.022764265479054302,-0.008227329196718832,2.5518041849136353,0.23927453346550465,0.0148185637469093,-0.002515643291796247,-35.36243551666667,149.16484208333335,50005.666666666664,17.0,11.333333333333334,0.3333333333333333,1500.0,AUTO,1500.0,-1.1666666666666667,14.0,-999.3333333333334,243.33333333333334,17.833333333333332,-0.16666666666666666
