time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,chan4_raw,MODE,RTL_ALT
14:21:07,0.10269909724593163,0.051433015614748,2.116519570350647,0.05236841179430485,-0.010765252634882927,-0.22259631846100092,-35.3632576,149.16524405,25693.5,5.5,-42.5,-149.5,4.5,3.0,-972.5,52.5,-9.5,-223.0,1376.5,AUTO,1500.0
14:21:09,0.003438627580180764,-0.06114610284566879,0.6963622570037842,-0.047787610441446304,0.028300728648900986,-0.7199549973011017,-35.36326425,149.1652343,28537.0,-27.5,3.5,-145.5,7.5,-1.0,-1002.5,-46.5,29.0,-719.5,1253.0,AUTO,1500.0
14:21:11,-0.03816914092749357,-0.09242386743426323,-0.25192003697156906,-0.03281398490071297,-0.070275025034789,0.24482793174684048,-35.3632626,149.1652384,31543.0,49.5,-2.5,-145.0,-5.5,-7.0,-952.5,-31.5,-69.0,244.0,1500.0,AUTO,1500.0
14:21:13,0.016234385315328836,0.016740743536502123,-0.06215406209230423,0.045538218691945076,0.08084335178136826,0.018496882170438766,-35.363245,149.16522855,34531.5,102.5,-61.0,-153.5,-29.5,-1.0,-1011.0,46.0,81.5,17.5,1500.0,AUTO,1500.0
14:21:15,0.06552652642130852,0.14960230886936188,-0.09484105557203293,0.001982159912586212,0.12127367779612541,-0.025240903021767735,-35.3632391,149.1652252,37687.0,-63.0,49.5,-142.0,12.0,-1.0,-979.0,3.0,121.5,-24.5,1500.0,AUTO,1500.0
14:21:17,-0.03189473785459995,-0.04081097058951855,-0.04749588668346405,-0.1166236586868763,-0.12995846942067146,-0.00770526216365397,-35.36326355,149.1652457,40509.0,-135.0,104.5,-151.5,45.0,0.0,-1026.5,-115.0,-128.5,-7.0,1500.0,AUTO,1500.0
14:21:19,-0.12626033276319504,-0.10974689200520515,-0.084861159324646,-0.07579362764954567,0.21617218479514122,-0.11901048757135868,-35.36326875,149.1652474,43601.5,83.5,-120.0,-130.5,-28.0,7.5,-973.5,-75.0,216.5,-119.0,1047.0,AUTO,1500.0
14:21:21,-0.04628211259841919,0.14738787710666656,-1.5338065028190613,0.1888582482933998,0.07870609126985073,-0.7308184504508972,-35.3632741,149.16520135000002,46197.0,-172.0,-125.5,-144.0,-48.0,16.5,-1045.0,189.5,79.0,-730.0,1047.0,AUTO,1500.0
14:21:23,0.24228525906801224,0.33036698400974274,-2.185556650161743,0.056937800254672766,-0.05465630255639553,0.18247488886117935,-35.3632891,149.1652087,48965.0,128.0,162.5,-102.0,30.0,21.0,-965.5,58.0,-53.5,182.0,1500.0,AUTO,1500.0
14:21:25,-0.09268949925899506,-0.1423150822520256,-2.1883405447006226,0.3563959673047066,0.1582077518105507,0.0254959671292454,-35.36325665,149.16523734999998,50405.0,-10.0,36.5,-4.5,1.5,32.5,-947.0,360.0,159.0,25.0,1500.0,AUTO,1500.0
14:21:33,-0.15879154950380325,-0.06973816826939583,1.167721152305603,-0.059165917336940765,-0.006221149582415819,0.7291102707386017,-35.36314555,149.16517770000002,49953.5,468.0,-193.5,-2.5,-52.0,95.5,-998.5,-57.5,-5.5,729.5,1993.0,AUTO,1500.0
14:21:35,-0.14233194291591644,0.014821261633187532,1.7681031227111816,0.020155608654022217,-0.01601081690751016,-0.01985644083470106,-35.363055,149.1651335,50000.5,531.0,-212.5,-1.0,-2.0,132.0,-994.5,23.0,-14.5,-18.5,1500.0,AUTO,1500.0
14:21:37,-0.08887627348303795,-0.016304577235132456,1.7652114629745483,0.33656325936317444,-0.03212537709623575,0.0013928379630669951,-35.362959700000005,149.16508755,50033.5,513.5,-212.5,-3.5,2.5,137.0,-989.0,338.0,-30.5,2.5,1500.0,AUTO,1500.0
14:21:39,-0.012465933803468943,-0.06054440885782242,1.7649179100990295,-0.6214009821414948,-0.05632994323968887,0.01608404517173767,-35.36287754999999,149.165048,50049.0,372.5,-155.0,0.0,-1.0,75.0,-998.5,-619.0,-54.5,17.0,1500.0,AUTO,1500.0
14:21:41,0.011190548073500395,-0.15171931684017181,1.7637296915054321,-0.1640489399433136,-0.027028220705688,-0.0066977019887417555,-35.3628277,149.16503375000002,49986.0,185.0,28.5,1.5,-28.0,44.0,-1007.0,-159.5,-25.0,-5.0,1500.0,AUTO,1500.0
14:21:43,0.11785614863038063,-0.15187227725982666,1.0110016763210297,-0.17985238414257765,0.014815934002399445,-0.43513841927051544,-35.3628027,149.16507009999998,49916.0,113.5,283.5,0.5,-54.0,-64.5,-1008.0,-178.5,16.0,-433.5,1144.0,AUTO,1500.0
14:21:45,0.19966468960046768,0.04562916420400143,-0.2524152398109436,-0.019940322265028954,0.047844298183918,-0.7146985828876495,-35.3627806,149.1651608,49887.5,143.0,505.5,-0.5,57.0,-105.0,-1001.0,-17.5,49.0,-712.5,1144.0,AUTO,1500.0
14:21:47,0.10044302046298981,0.158456452190876,-0.8027433753013611,0.018391783349215984,-0.0070601473562419415,0.013640475925058126,-35.362751700000004,149.16529035,49960.5,163.0,639.5,-4.0,127.0,-64.0,-985.5,21.0,-5.5,14.5,1500.0,AUTO,1500.0
14:21:49,0.07493419200181961,0.13154609501361847,-0.800882875919342,0.052932076156139374,0.004120619734749198,0.0029881487134844065,-35.362721449999995,149.1654361,50063.0,169.5,660.0,1.0,136.5,-58.5,-973.5,55.0,6.0,4.0,1500.0,AUTO,1500.0
14:21:51,0.07805678620934486,0.1325603350996971,-0.8003083169460297,-0.03356856759637594,-0.003763235406950116,0.000989050546195358,-35.36269005,149.16558245,50014.5,185.5,667.0,0.5,137.0,-74.5,-989.5,-31.0,-2.0,2.0,1500.0,AUTO,1500.0
14:21:53,0.07634109631180763,0.1320040449500084,-0.7988938689231873,-0.029800191055983305,0.006935539655387402,-0.009472948499023914,-35.362657,149.165729,50011.5,188.0,663.0,0.5,143.5,-77.0,-996.5,-27.0,8.0,-8.0,1500.0,AUTO,1500.0
14:21:55,-0.0631315317004919,0.14072195440530777,-1.7566479444503784,0.026908401399850845,-0.0004352813120931387,-0.7098211050033569,-35.36262345,149.16587445,50003.0,189.0,656.0,0.5,143.5,65.5,-991.0,28.5,1.0,-707.5,1140.0,AUTO,1500.0
14:21:57,-0.16111894696950912,-0.018129541538655758,-2.976252317428589,-0.05919431895017624,-0.03490494331344962,0.023675570264458656,-35.3625896,149.1660193,49993.5,185.5,654.0,1.0,-11.5,140.5,-978.0,-56.5,-33.0,25.0,1500.0,AUTO,1500.0
14:21:59,-0.15225274115800858,-0.006617751903831959,-2.940029501914978,-0.02466651052236557,0.0034381281584501266,0.015129436273127794,-35.36255745,149.1661646,49997.0,174.5,652.0,0.0,-15.5,146.0,-985.5,-23.0,4.5,16.0,1500.0,AUTO,1500.0
14:22:01,-0.15494712442159653,-0.005365596618503332,-2.9403154850006104,0.07117320224642754,-0.005329617997631431,-0.0028847347130067647,-35.362525250000004,149.16630905,49989.0,182.0,651.5,0.0,-7.0,155.5,-988.0,72.5,-3.5,-1.5,1500.0,AUTO,1500.0
14:22:03,-0.1574140042066574,-0.006383479340001941,-2.9386316537857056,-0.07922043686266989,0.016135181300342083,0.019511740189045668,-35.3624924,149.16645284999998,49990.5,185.5,654.0,-0.5,-10.5,156.0,-988.5,-77.0,18.0,21.0,1500.0,AUTO,1500.0
14:22:05,-0.15979041904211044,-0.01475243829190731,-2.98427414894104,0.04655686765909195,-0.010377355967648327,-0.1966746598482132,-35.36245945,149.1665964,49975.5,188.0,658.5,-0.5,-17.0,152.0,-994.0,48.0,-8.0,-195.0,1430.0,AUTO,1500.0
14:22:09,0.04770429618656635,-0.05022667907178402,2.6733593940734863,-0.6867454946041107,0.033758124336600304,0.03581538423895836,-35.362402149999994,149.16684705,50055.0,105.0,398.5,3.0,-71.5,27.0,-1013.5,-687.0,35.5,36.5,1500.0,AUTO,1500.0
14:22:11,0.14859864115715027,0.0011373209999874234,2.6782782077789307,-0.6291219592094421,0.02498340792953968,0.006922460510395467,-35.3623908,149.1669077,49995.0,24.0,134.0,0.0,-28.0,-12.5,-1012.0,-627.0,26.5,8.0,1500.0,AUTO,1500.0
14:22:13,0.21583838015794754,-0.03061530040577054,2.9890257120132446,0.3451475650072098,0.014278417453169823,0.7514861226081848,-35.36239904999999,149.1669019,49934.5,-103.5,-185.0,1.5,6.0,-33.5,-1015.0,347.0,16.0,753.0,1500.0,AUTO,1500.0
14:22:15,0.06554686650633812,-0.20159396529197693,-2.0753568410873413,0.05289580672979355,-0.04919773619621992,0.027732467278838158,-35.3624298,149.16683375,49920.0,-214.0,-422.0,-0.5,-94.5,-50.0,-995.0,54.5,-46.5,29.5,1500.0,AUTO,1500.0
14:22:17,0.07404021546244621,-0.20889152586460114,-2.080095887184143,-0.007780410815030336,0.016570733161643147,0.00015506194904446602,-35.3624522,149.1667829,49906.5,-266.5,-519.0,0.0,-108.5,-69.5,-1004.0,-5.5,18.5,2.0,1500.0,AUTO,1500.0
14:22:19,-0.061463065445423126,-0.16752701997756958,-1.2332531809806824,-0.006007606629282236,0.030183864757418633,0.7132732570171356,-35.362507,149.1666578,50012.5,-318.0,-611.0,-4.5,-140.5,38.5,-980.5,-3.5,32.5,715.0,1728.0,AUTO,1500.0
14:22:21,-0.15643414855003357,0.010869608260691166,0.10147928074002266,0.0029390864074230194,-0.005773023352958262,0.1568896546959877,-35.3625648,149.1665242,50055.0,-320.5,-606.0,3.5,5.0,155.5,-989.5,5.5,-3.5,158.5,1500.0,AUTO,1500.0
14:22:23,-0.15854153782129288,0.010146420449018478,0.06504849344491959,0.028116699308156967,-0.016086752992123365,-0.0006584320217370987,-35.36262345,149.16639099999998,49985.5,-338.5,-615.0,-0.5,-1.5,162.0,-995.0,29.5,-13.5,1.0,1500.0,AUTO,1500.0
14:22:25,-0.15060679614543915,0.004502275958657265,0.06372193992137909,0.05493849515914917,0.007137060980312526,0.0004721330478787422,-35.3626834,149.16625695,50031.5,-335.5,-605.5,1.0,5.0,157.5,-989.5,56.5,9.0,2.5,1500.0,AUTO,1500.0
14:22:27,-0.1552237793803215,0.006800779257901013,0.06321907788515091,-0.015494984574615955,-0.01870874222368002,-0.0102266906760633,-35.362742850000004,149.16612425,50041.0,-329.0,-595.0,4.0,4.5,153.0,-985.0,-13.0,-15.5,-7.5,1500.0,AUTO,1500.0
14:22:29,-0.1509905681014061,0.0035482101375237107,0.06378276646137238,-0.019037391524761915,0.007735514780506492,0.0018117095460183918,-35.3628018,149.1659923,50040.5,-326.5,-591.0,2.5,7.5,151.5,-985.5,-16.0,10.0,3.0,1500.0,AUTO,1500.0
14:22:31,-0.15155157446861267,0.03069162741303444,0.23539921641349792,-0.004482541233301163,0.0038228785851970315,0.18013496696949005,-35.362860350000005,149.1658613,50017.0,-326.5,-589.0,1.5,35.0,154.5,-992.5,-2.0,5.5,181.5,1572.0,AUTO,1500.0
14:22:33,-0.13687708228826523,0.07906324788928032,0.5560348033905029,-0.038873481564223766,-0.012377893552184105,-0.016263502882793546,-35.3629189,149.16573095,50006.5,-327.5,-594.0,1.5,72.5,127.5,-986.5,-36.5,-9.5,-14.5,1500.0,AUTO,1500.0
14:22:35,-0.13548695296049118,0.07967342436313629,0.5441571474075317,-0.054839856922626495,-0.0041755534475669265,0.008213818073272705,-35.362977799999996,149.16559955,50006.0,-331.0,-597.0,0.5,75.0,128.0,-994.0,-52.0,-1.0,10.0,1500.0,AUTO,1500.0
14:22:37,-0.13382531702518463,0.07594803348183632,0.5428661704063416,0.0029409117996692657,0.00686470908112824,-0.001103288377635181,-35.3630368,149.1654678,50011.5,-331.5,-595.0,0.0,76.0,140.0,-992.0,5.0,8.5,1.0,1500.0,AUTO,1500.0
14:22:39,-0.13354386389255524,0.06825464218854904,0.5433745086193085,0.007771877571940422,-0.04406984522938728,-0.005221240338869393,-35.36309625,149.1653364,50002.0,-326.5,-595.5,-0.5,80.0,132.0,-1002.0,10.5,-41.0,-3.5,1500.0,AUTO,1500.0
14:22:41,-0.08376027643680573,-0.02103183139115572,0.5533720254898071,0.024774760007858276,-0.04187907464802265,-0.009293049573898315,-35.363151349999995,149.16521319999998,50103.0,-271.0,-500.0,0.0,64.5,134.5,-985.0,29.5,-39.0,-8.0,1500.0,AUTO,1500.0
14:22:43,0.036635154858231544,-0.044420862570405006,-0.2869962081313133,0.7779852151870728,-0.022890394553542137,-0.7618396580219269,-35.363191099999995,149.16512254999998,50031.0,-173.0,-313.0,5.5,-30.0,104.0,-1017.5,779.0,-19.5,-759.5,1008.0,AUTO,1500.0
14:22:45,0.0677452813833952,0.03959210403263569,-1.5868685245513916,-0.41794244199991226,-0.04042925778776407,-0.18737785518169403,-35.36321355,149.16507675,49987.0,-54.0,-121.0,0.0,-33.0,-29.5,-1009.0,-417.5,-37.5,-185.0,1500.0,AUTO,1500.0
14:22:47,0.02590135019272566,0.02590974047780037,-1.5825688242912292,0.5056854486465454,-0.004854731494560838,0.026080132462084293,-35.363218149999994,149.1650631,49983.5,7.5,-26.0,-1.0,-4.0,27.5,-1006.5,509.5,-2.0,27.5,1500.0,AUTO,1500.0
14:22:49,0.005842538026627153,-0.005260190402623266,-1.5832806825637817,-0.28775022737681866,-0.023999173659831285,0.0021726283011958003,-35.3632182,149.16506285,49996.0,8.0,-0.5,0.0,1.5,-29.5,-991.0,-288.5,-21.5,3.5,1500.0,AUTO,1500.0
14:22:51,0.005161351116839796,0.007915011374279857,-1.583156406879425,0.05353504419326782,-0.00887220073491335,-0.002272384474053979,-35.3632185,149.16506065,50001.0,4.0,-17.5,0.0,-3.0,16.0,-997.5,58.5,-6.5,0.0,1500.0,AUTO,1500.0
14:22:53,-0.004028516821563244,-0.018130400218069553,-1.5823392868041992,0.0174257755279541,-0.03211952606216073,0.0020245768828317523,-35.36321755,149.1650616,49998.5,6.0,10.5,0.0,3.0,-15.0,-993.5,17.5,-29.5,3.5,1500.0,AUTO,1500.0
