,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALTHOLD1,A.ALTHOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
32,"('MAV_CMD_DO_ORBIT', 0.0)","('MAV_CMD_USER_5', 0.0011396757176479477)","('MAV_CMD_NAV_WAYPOINT', 0.0)","('MAV_CMD_PANORAMA_CREATE', 0.001736542684653064)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_PATHPLANNING', 0.0)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0005606859877373971)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0005831368268298665)","('MAV_CMD_GET_HOME_POSITION', 0.00020773376441074465)","('MAV_CMD_NAV_LOITER_TIME', 0.0006173158739131157)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_SPATIAL_USER_3', 0.000785002067750562)","('MAV_CMD_SPATIAL_USER_3', 0.000785002067750562)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_NAV_FOLLOW', 0.0007065991916918035)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0004948451534370069)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0005416890206829672)","('MAV_CMD_DO_SET_ROI', 0.0006770508336304548)","('MAV_CMD_SET_CAMERA_FOCUS', 0.00031471262157956037)","('MAV_CMD_DO_ADSB_OUT_IDENT', 0.0004461833158848627)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_NAV_CONTINUE_AND_CHANGE_ALT', 0.0012153479085212915)","('MAV_CMD_USER_5', 0.0006061863456184868)","('MAV_CMD_NAV_VTOL_TAKEOFF', 0.0006857878031063525)"
33,"('MAV_CMD_NAV_ROI', 0.0)","('MAV_CMD_SPATIAL_USER_1', 0.001013086709305333)","('MAV_CMD_NAV_LOITER_UNLIM', 0.0)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.0017270523302348462)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_SPLINE_WAYPOINT', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0003818323460428319)","('MAV_CMD_SPATIAL_USER_1', 0.0005398458083908375)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00017378015304037042)","('MAV_CMD_NAV_FOLLOW', 0.0006063224690143754)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_SPATIAL_USER_4', 0.000785002067750562)","('MAV_CMD_SPATIAL_USER_4', 0.000785002067750562)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_NAV_ROI', 0.0006409072931167215)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0004808179726323303)","('MAV_CMD_GET_HOME_POSITION', 0.0003548045330624694)","('MAV_CMD_SET_CAMERA_ZOOM', 0.000573774541401284)","('MAV_CMD_GET_HOME_POSITION', 0.0002061357356063498)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.0004161662056523241)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0011899254527788505)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0005820659681678997)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0006700744171481698)"
34,"('MAV_CMD_NAV_PATHPLANNING', 0.0)","('MAV_CMD_SPATIAL_USER_2', 0.001013086709305333)","('MAV_CMD_NAV_LOITER_TURNS', 0.0)","('MAV_CMD_DO_JUMP_TAG', 0.0016738446613169256)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_NAV_GUIDED_ENABLE', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00031942271743512496)","('MAV_CMD_SPATIAL_USER_2', 0.0005398458083908375)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0001634981846357908)","('MAV_CMD_NAV_ROI', 0.0005499532081849612)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_SPATIAL_USER_5', 0.000785002067750562)","('MAV_CMD_SPATIAL_USER_5', 0.000785002067750562)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_DO_SET_ROI', 0.0006409072931167215)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.000473062753068465)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00029681253902036353)","('MAV_CMD_SET_CAMERA_FOCUS', 0.000573774541401284)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00017244331840993166)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.00037561037261579777)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0009971317363941523)","('MAV_CMD_SPATIAL_USER_1', 0.0005388544483301283)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0006510800813712692)"
35,"('MAV_CMD_NAV_SPLINE_WAYPOINT', 0.0)","('MAV_CMD_SPATIAL_USER_3', 0.001013086709305333)","('MAV_CMD_NAV_RETURN_TO_LAUNCH', 0.0)","('MAV_CMD_UAVCAN_GET_NODE_INFO', 0.001525208363539976)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_SET_CAMERA_ZOOM', 0.0002914765318917656)","('MAV_CMD_SPATIAL_USER_3', 0.0005398458083908375)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00011312633643834058)","('MAV_CMD_DO_SET_ROI', 0.0005499532081849612)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_NAV_FOLLOW', 0.0)","('MAV_CMD_NAV_FOLLOW', 0.0007320325419370999)","('MAV_CMD_NAV_FOLLOW', 0.0007320325419370999)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.0006204680327582812)","('MAV_CMD_GET_HOME_POSITION', 0.00032216011239827314)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.00027925117142513223)","('MAV_CMD_GET_HOME_POSITION', 0.00037582044396677894)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.00016224044586976571)","('MAV_CMD_SET_CAMERA_ZOOM', 0.0003643028852167163)","('MAV_CMD_NAV_LAND_LOCAL', 0.0)","('MAV_CMD_SET_CAMERA_ZOOM', 0.0007678375919060176)","('MAV_CMD_SPATIAL_USER_2', 0.0005388544483301283)","('MAV_CMD_USER_1', 0.0006064643586899399)"
36,"('MAV_CMD_NAV_VTOL_TAKEOFF', 0.0)","('MAV_CMD_SPATIAL_USER_4', 0.001013086709305333)","('MAV_CMD_NAV_LAND', 0.0)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.001522377004404385)","('MAV_CMD_NAV_FOLLOW', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0002914765318917656)","('MAV_CMD_SPATIAL_USER_4', 0.0005398458083908375)","('MAV_CMD_DO_REPOSITION', 0.00010942386213763644)","('MAV_CMD_OVERRIDE_GOTO', 0.0005040509787848091)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_NAV_ROI', 0.0006639761274038758)","('MAV_CMD_NAV_ROI', 0.0006639761274038758)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_SET_CAMERA_ZOOM', 0.0005431442809351594)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00026950377467471753)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00019321720323572933)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0003143934470812848)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0001366644554843255)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0003643028852167163)","('MAV_CMD_NAV_TAKEOFF_LOCAL', 0.0)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0007678375919060176)","('MAV_CMD_SPATIAL_USER_3', 0.0005388544483301283)","('MAV_CMD_USER_2', 0.0006064643586899399)"
37,"('MAV_CMD_NAV_VTOL_LAND', 0.0)","('MAV_CMD_SPATIAL_USER_5', 0.001013086709305333)","('MAV_CMD_NAV_TAKEOFF', 0.0)","('MAV_CMD_NAV_LOITER_TO_ALT', 0.0012966940661153226)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.00025314829330658206)","('MAV_CMD_SPATIAL_USER_5', 0.0005398458083908375)","('MAV_CMD_FIXED_MAG_CAL_YAW', 8.806837996266914e-05)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.0004875148783115568)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_DO_SET_ROI', 0.0006639761274038758)","('MAV_CMD_DO_SET_ROI', 0.0006639761274038758)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0005431442809351594)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0002535581718675628)","('MAV_CMD_DO_REPOSITION', 0.00018689346155031927)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.000295791878185403)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00011225609204323916)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.000259889279363712)","('MAV_CMD_NAV_FOLLOW', 0.0)","('MAV_CMD_DO_SET_ROI_NONE', 0.0006533165465242297)","('MAV_CMD_SPATIAL_USER_4', 0.0005388544483301283)","('MAV_CMD_USER_3', 0.0006064643586899399)"
38,"('MAV_CMD_NAV_GUIDED_ENABLE', 0.0)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.000963331075403473)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_DO_ADSB_OUT_IDENT', 0.0011410888679308506)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00020793583827838358)","('MAV_CMD_NAV_FOLLOW', 0.0005034186731543988)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 8.802623761683392e-05)","('MAV_CMD_SET_CAMERA_ZOOM', 0.0004660641921471198)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_DO_ORBIT', 0.0)","('MAV_CMD_SET_CAMERA_ZOOM', 0.0005626942307415117)","('MAV_CMD_SET_CAMERA_ZOOM', 0.0005626942307415117)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0003557577237577325)","('MAV_CMD_SET_CAMERA_ZOOM', 0.00024592498055453493)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.00015041878492327854)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00020466191475987383)","('MAV_CMD_DO_REPOSITION', 0.00010858209968223065)","('MAV_CMD_DO_REPOSITION', 0.0002513834494378697)","('MAV_CMD_DO_FOLLOW', 0.0)","('MAV_CMD_DO_PAUSE_CONTINUE', 0.0006029056442800051)","('MAV_CMD_SPATIAL_USER_5', 0.0005388544483301283)","('MAV_CMD_USER_4', 0.0006064643586899399)"
39,"('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_NAV_ROI', 0.000856896328816581)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_SET_STORAGE_USAGE', 0.0011067472046931703)","('MAV_CMD_DO_ORBIT', 0.0)","('MAV_CMD_CONDITION_CHANGE_ALT', 0.0)","('MAV_CMD_DO_REPOSITION', 0.00020113037527424993)","('MAV_CMD_NAV_ROI', 0.0004566162867286616)","('MAV_CMD_DO_SET_ROI_SYSID', 6.924533635654928e-05)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0004660641921471198)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_NAV_SPLINE_WAYPOINT', 0.0)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0005626942307415117)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0005626942307415117)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.0002976099328643178)","('MAV_CMD_SET_CAMERA_FOCUS', 0.00024592498055453493)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.00015034680675751755)","('MAV_CMD_DO_REPOSITION', 0.0001979636029114662)","('MAV_CMD_FIXED_MAG_CAL_YAW', 8.739089833931235e-05)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.00020232271744868857)","('MAV_CMD_DO_FOLLOW_REPOSITION', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0005558531284659551)","('MAV_CMD_NAV_FOLLOW', 0.0005024942070224192)","('MAV_CMD_USER_5', 0.0006064643586899399)"
40,"('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_DO_SET_ROI', 0.000856896328816581)","('MAV_CMD_DO_ORBIT', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.0008992867053057019)","('MAV_CMD_NAV_ROI', 0.0)","('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.0001618771807688768)","('MAV_CMD_DO_SET_ROI', 0.0004566162867286616)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 6.880653735141795e-05)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.00038080907214599335)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_NAV_VTOL_TAKEOFF', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.00036856287680231414)","('MAV_CMD_GET_HOME_POSITION', 0.00036856287680231414)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0002800013862432893)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.00021358662635651005)","('MAV_CMD_DO_SET_ROI_SYSID', 0.00011826945562953828)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.00015932844499721988)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 8.734908018093179e-05)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.00020222590229290738)","('MAV_CMD_DO_ORBIT', 0.0)","('MAV_CMD_PANORAMA_CREATE', 0.0005366823941042043)","('MAV_CMD_NAV_ROI', 0.00045577776739091913)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0005823329189970083)"
41,"('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_SET_CAMERA_MODE', 0.0007333595912725199)","('MAV_CMD_NAV_ROI', 0.0)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.0008246525175260588)","('MAV_CMD_NAV_PATHPLANNING', 0.0)","('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_DO_SET_ROI_SYSID', 0.00012727882397234325)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.0004420542755476653)","('MAV_CMD_DO_FLIGHTTERMINATION', 5.419859905486657e-05)","('MAV_CMD_GET_HOME_POSITION', 0.00030527051824569273)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_NAV_VTOL_LAND', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00030832211276488053)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00030832211276488053)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.00023586126616370606)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00017543991158852634)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.00011751999693399018)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.00015925220339463309)","('MAV_CMD_DO_SET_ROI_SYSID', 6.871265433261442e-05)","('MAV_CMD_DO_SET_ROI_SYSID', 0.00015907984941077036)","('MAV_CMD_NAV_ROI', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0005283228354038272)","('MAV_CMD_DO_SET_ROI', 0.00045577776739091913)","('MAV_CMD_SPATIAL_USER_1', 0.0005391015812147293)"
42,"('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_INCLUSION', 0.0007306089016066997)","('MAV_CMD_NAV_PATHPLANNING', 0.0)","('MAV_CMD_NAV_FENCE_CIRCLE_EXCLUSION', 0.0008239574486392787)","('MAV_CMD_NAV_SPLINE_WAYPOINT', 0.0)","('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_DO_FLIGHTTERMINATION', 9.962163968901816e-05)","('MAV_CMD_SET_CAMERA_ZOOM', 0.0003869647410509325)","('MAV_CMD_DO_ENGINE_CONTROL', 5.129028641237543e-05)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00025537474627645995)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_DO_SET_HOME', 0.0)","('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0002900797636448127)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0002900797636448127)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.000193736285781565)","('MAV_CMD_DO_REPOSITION', 0.00016969799697841292)","('MAV_CMD_DO_FLIGHTTERMINATION', 9.256997139994727e-05)","('MAV_CMD_DO_SET_ROI_SYSID', 0.00012527483495983205)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 6.82772308666646e-05)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.00015807178037208214)","('MAV_CMD_NAV_PATHPLANNING', 0.0)","('MAV_CMD_NAV_ROI', 0.00045302208810371614)","('MAV_CMD_SET_CAMERA_ZOOM', 0.0003862541281625109)","('MAV_CMD_SPATIAL_USER_2', 0.0005391015812147293)"
43,"('MAV_CMD_CONDITION_DISTANCE', 0.0)","('MAV_CMD_NAV_FENCE_POLYGON_VERTEX_EXCLUSION', 0.0007098986186239165)","('MAV_CMD_NAV_SPLINE_WAYPOINT', 0.0)","('MAV_CMD_NAV_FOLLOW', 0.0008080447611604757)","('MAV_CMD_NAV_GUIDED_ENABLE', 0.0)","('MAV_CMD_DO_SET_MODE', 0.0)","('MAV_CMD_DO_ENGINE_CONTROL', 9.427591342991981e-05)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0003869647410509325)","('MAV_CMD_DO_SET_MISSION_CURRENT', 4.893058495158975e-05)","('MAV_CMD_DO_SET_ROI_LOCATION', 0.0002402651090329666)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_DO_SET_RELAY', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.000244350862899978)","('MAV_CMD_SET_GUIDED_SUBMODE_STANDARD', 0.000244350862899978)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_REPOSITION', 0.0001873955552159634)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.0001365138820117462)","('MAV_CMD_DO_ENGINE_CONTROL', 8.760263971918647e-05)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.00012448098405470898)","('MAV_CMD_DO_FLIGHTTERMINATION', 5.378166672476148e-05)","('MAV_CMD_DO_ENGINE_CONTROL', 0.00011783105502882751)","('MAV_CMD_NAV_SPLINE_WAYPOINT', 0.0)","('MAV_CMD_DO_SET_ROI', 0.00045302208810371614)","('MAV_CMD_SET_CAMERA_FOCUS', 0.0003862541281625109)","('MAV_CMD_SPATIAL_USER_3', 0.0005391015812147293)"
44,"('MAV_CMD_CONDITION_YAW', 0.0)","('MAV_CMD_NAV_FENCE_CIRCLE_INCLUSION', 0.0006984485065879564)","('MAV_CMD_NAV_GUIDED_ENABLE', 0.0)","('MAV_CMD_OBLIQUE_SURVEY', 0.0007414073281667433)","('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_DO_JUMP', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 7.931032921071335e-05)","('MAV_CMD_GET_HOME_POSITION', 0.0002534606370405701)","('MAV_CMD_DO_SET_ROI_NONE', 4.691625078756534e-05)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00016624228348105508)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_DO_REPEAT_RELAY', 0.0)","('MAV_CMD_NAV_LAST', 0.0)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00020070963484486448)","('MAV_CMD_NAV_SET_YAW_SPEED', 0.00020070963484486448)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.00015082288851508974)","('MAV_CMD_DO_SET_ROI_SYSID', 0.00010738786449548954)","('MAV_CMD_DO_SET_MISSION_CURRENT', 8.357232342792731e-05)","('MAV_CMD_DO_FLIGHTTERMINATION', 9.805310955091073e-05)","('MAV_CMD_DO_ENGINE_CONTROL', 5.0895726792732354e-05)","('MAV_CMD_PREFLIGHT_UAVCAN', 9.912627123498385e-05)","('MAV_CMD_NAV_GUIDED_ENABLE', 0.0)","('MAV_CMD_FIXED_MAG_CAL_YAW', 0.0003081649009344378)","('MAV_CMD_GET_HOME_POSITION', 0.00025299518792787357)","('MAV_CMD_SPATIAL_USER_4', 0.0005391015812147293)"
45,"('MAV_CMD_CONDITION_LAST', 0.0)","('MAV_CMD_NAV_LOITER_TIME', 0.000480927920960994)","('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_NAV_ROI', 0.0007329215581926007)","('MAV_CMD_NAV_PAYLOAD_PLACE', 0.0)","('MAV_CMD_DO_CHANGE_SPEED', 0.0)","('MAV_CMD_NAV_PAYLOAD_PLACE', 6.780386384042103e-05)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00021203307232975366)","('MAV_CMD_PREFLIGHT_UAVCAN', 4.3148343544796575e-05)","('MAV_CMD_DO_REPOSITION', 0.0001608013949871978)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0)","('MAV_CMD_DO_FLIGHTTERMINATION', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)","('MAV_CMD_CONDITION_DELAY', 0.0)","('MAV_CMD_DO_REPOSITION', 0.00019414067585332706)","('MAV_CMD_DO_REPOSITION', 0.00019414067585332706)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)","('MAV_CMD_DO_SET_ROI_WPNEXT_OFFSET', 0.00015075071697823184)","('MAV_CMD_ARM_AUTHORIZATION_REQUEST', 0.00010670736107709633)","('MAV_CMD_DO_SET_ROI_NONE', 8.013188660460635e-05)","('MAV_CMD_DO_ENGINE_CONTROL', 9.279155107677628e-05)","('MAV_CMD_DO_SET_ROI_NONE', 4.655533921227306e-05)","('MAV_CMD_NAV_PAYLOAD_PLACE', 8.47448783116711e-05)","('MAV_CMD_NAV_DELAY', 0.0)","('MAV_CMD_DO_SET_MISSION_CURRENT', 0.00028964142616916266)","('MAV_CMD_SET_GUIDED_SUBMODE_CIRCLE', 0.00021164369981596654)","('MAV_CMD_SPATIAL_USER_5', 0.0005391015812147293)"
