,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALTHOLD1,A.ALTHOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
88,"('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_DO_SET_SERVO', 0.0)"
89,"('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_PREFLIGHT_UAVCAN', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_DO_REPEAT_SERVO', 0.0)"
90,"('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_PREFLIGHT_STORAGE', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_OBLIQUE_SURVEY', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_DO_SET_ACTUATOR', 0.0)"
91,"('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_PREFLIGHT_REBOOT_SHUTDOWN', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_DO_LAND_START', 0.0)"
92,"('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_OBLIQUE_SURVEY', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_DO_RALLY_LAND', 0.0)"
93,"('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_MISSION_START', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_DO_GO_AROUND', 0.0)"
94,"('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_ACTUATOR_TEST', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_DO_SET_REVERSE', 0.0)"
95,"('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_CONFIGURE_ACTUATOR', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_DO_CONTROL_VIDEO', 0.0)"
96,"('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_COMPONENT_ARM_DISARM', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_DO_DIGICAM_CONFIGURE', 0.0)"
97,"('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_RUN_PREARM_CHECKS', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_GET_HOME_POSITION', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_DO_DIGICAM_CONTROL', 0.0)"
98,"('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_ILLUMINATOR_ON_OFF', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_DIST', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_INVERTED_FLIGHT', 0.0)","('MAV_CMD_DO_MOUNT_CONFIGURE', 0.0)"
99,"('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_INJECT_FAILURE', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_REQUEST_CAMERA_INFORMATION', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_GRIPPER', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL', 0.0)"
100,"('MAV_CMD_REQUEST_PROTOCOL_VERSION', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_START_RX_PAIR', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_REQUEST_CAMERA_SETTINGS', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_AUTOTUNE_ENABLE', 0.0)","('MAV_CMD_DO_FENCE_ENABLE', 0.0)"
101,"('MAV_CMD_REQUEST_AUTOPILOT_CAPABILITIES', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_GET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_MOTOR_TEST', 0.0)","('MAV_CMD_REQUEST_MESSAGE', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_SET_CAM_TRIGG_INTERVAL', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_DO_GUIDED_LIMITS', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_STORAGE_FORMAT', 0.0)","('MAV_CMD_REQUEST_CAMERA_CAPTURE_STATUS', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_REQUEST_STORAGE_INFORMATION', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_PREFLIGHT_SET_SENSOR_OFFSETS', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_DO_LAST', 0.0)","('MAV_CMD_PREFLIGHT_CALIBRATION', 0.0)","('MAV_CMD_SET_MESSAGE_INTERVAL', 0.0)","('MAV_CMD_DO_GUIDED_MASTER', 0.0)","('MAV_CMD_DO_MOUNT_CONTROL_QUAT', 0.0)","('MAV_CMD_DO_PARACHUTE', 0.0)"
