time_stamp,EK2_ALT_SOURCE,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
16:31:49,0.0,AUTO,-0.04089362043887377,-0.11981134861707687,-0.2041430115699768,-0.08738724961876869,0.13863409161567689,-0.10761866718530655,624988.0,-35.36342306,149.16498096,41058.6,188.0,39.6,-131.2,624.98798828125,-24.6,-36.4,-1015.4,-84.8,139.8,-104.6,1500.0
16:33:13,0.0,AUTO,0.007769313687458634,0.011853802390396595,1.029237985610962,-0.09763157665729523,0.004701212234795094,-5.582589656114578e-05,596790.0,-35.3633325,149.16497016,12863.4,-13.2,30.4,-5.4,596.7899780273438,0.8,-18.0,-998.4,-92.2,8.6,3.0,1500.0
16:33:37,0.0,AUTO,-0.022833090275526047,0.003995386511087417,1.0333053350448609,0.16423747688531876,-0.0017171731218695641,-0.002841950347647071,588670.0,-35.363323179999995,149.16499842000002,4747.8,7.4,6.4,-2.4,588.6699829101562,1.4,-5.2,-1000.2,168.2,3.0,0.8,1500.0
16:34:01,0.0,AUTO,0.04864827170968056,-0.09533379971981049,0.9675509929656982,-0.0008636328275315464,0.15198052674531937,-0.08380572311580181,592590.0,-35.3629852,149.165650175,8664.0,204.0,358.5,-99.75,592.5899963378906,-82.0,-52.75,-1031.25,3.5,156.0,-79.25,1500.0
16:34:49,0.0,ALT_HOLD,-0.08937855064868927,-0.003017644009863337,0.6452107826868693,0.6106467147668203,0.0028460538014769554,0.005531623028218746,623063.3333333334,-35.362401500000004,149.1669541,39137.0,52.666666666666664,-85.33333333333333,177.66666666666666,623.0633138020834,-10.333333333333334,93.0,-848.0,625.3333333333334,6.0,8.666666666666666,1500.0
16:35:05,0.0,ALT_HOLD,-0.019565464928746223,-0.004688303568400443,0.6110444068908691,0.196599580347538,-0.0037910305545665324,0.0014413790486287326,617740.0,-35.3623964,149.166928475,33816.0,28.25,-32.5,-4.75,617.739990234375,-0.75,5.0,-995.5,198.5,-0.75,4.25,1500.0
16:35:21,0.0,AUTO,-0.005147679301444441,-0.0009646299440646544,0.5986493974924088,0.039953770115971565,-0.0005479043466039002,-0.0005837808130308986,611450.0,-35.362400550000004,149.16694495,27521.5,8.0,-5.0,-37.25,611.4499816894531,-0.5,3.5,-1000.25,41.5,1.5,2.0,1500.0
16:35:33,0.0,AUTO,-0.02585188439115882,-0.0009867365006357431,0.5954170227050781,0.017016977537423372,-0.0019962264341302216,-0.0007723349845036864,604300.0,-35.362399950000004,149.16694625,20373.25,15.25,-17.5,-117.5,604.3000030517578,-0.25,0.25,-1037.0,18.75,0.0,1.75,1500.0
16:36:13,0.0,AUTO,-0.019717894960194826,-0.008451279485598207,0.4633715748786926,-0.017744503915309906,-0.0031696315272711217,0.0005003986007068306,611797.5,-35.362419375,149.166904725,27870.75,18.0,-8.25,-62.25,611.7974853515625,-1.75,-2.25,-994.0,-16.0,-1.5,2.25,1500.0
16:36:19,0.0,AUTO,0.05281174493332704,-0.009586916227514545,0.4727484832207362,0.015438628693421682,-0.0017364163262148697,0.010728782586132487,617545.0,-35.36240996666667,149.16691138333334,33618.833333333336,9.5,56.0,-147.5,617.5449829101562,-3.0,-9.666666666666666,-998.0,16.5,-0.16666666666666666,12.5,1500.0
16:36:25,0.0,ALT_HOLD,-0.18005415052175522,-0.03139657201245427,0.4692825898528099,0.20350896287709475,0.01726832368876785,-0.013482723967172205,625275.0,-35.362389525,149.166882825,41350.5,73.5,-255.75,85.75,625.2749786376953,-24.75,69.5,-800.0,207.75,18.5,-11.25,1500.0
16:36:50,0.0,AUTO,0.018539634213084355,0.00821737275691703,2.5811728835105896,0.04708533128723502,-0.03214727621525526,0.15632764250040054,629257.5,-35.36237785,149.166923525,45331.0,17.25,-14.5,-147.5,629.2574920654297,3.25,5.75,-1002.0,45.25,-29.5,158.0,1500.0
16:37:31,0.0,ALT_HOLD,0.008111615218998244,-0.056611242393652596,-1.5366570353507996,-0.8943704267342886,0.04983997158706188,0.09611875750124454,619245.0,-35.36256411666667,149.16541173333334,35318.333333333336,-56.166666666666664,-465.8333333333333,216.66666666666666,619.2449747721354,-108.33333333333333,-117.0,-942.5,-903.0,49.5,97.66666666666667,1500.0
16:37:34,0.0,AUTO,0.015239343878680043,-0.021411349398217032,-1.4424310071127755,-0.195174264056342,-0.1125769881265504,0.07769645976700953,613257.1428571428,-35.36258945714286,149.16528595714288,29332.14285714286,-21.714285714285715,-123.42857142857143,-5.428571428571429,613.2571411132812,-23.857142857142858,-26.142857142857142,-1086.857142857143,-195.57142857142858,-111.71428571428571,79.42857142857143,1500.0
16:39:04,0.0,AUTO,0.009707785956561566,0.013515711342915893,2.827372407913208,-0.050908449478447436,0.062061972357332705,-0.1263727072160691,620136.0,-35.36255752,149.16482079999997,36212.0,1.2,-31.8,-143.2,620.1359985351562,3.6,-6.0,-998.2,-49.2,62.8,-125.8,1500.0
16:39:28,0.0,AUTO,0.017224032218412805,0.03726107766851783,2.9542719523111978,0.07448395093282063,-0.05364676875372728,-0.004474827476466696,634120.0,-35.3625538,149.16482983333333,50194.333333333336,4.5,-30.833333333333332,16.833333333333332,634.1199951171875,3.0,-1.1666666666666667,-1005.6666666666666,73.66666666666667,-52.0,-3.5,1500.0
