time_stamp,MODE,RTL_ALT,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,EK2_ALT_SOURCE
10:27:10,AUTO,1500.0,624685.0,-35.362490300000005,149.16665684999998,40697.5,-3.5,-41.5,-3.5,624.6849975585938,-9.0,-23.5,-999.0,-219.5,-12.5,5.5,0.017180808819830418,-0.009209061972796917,-1.8517325520515442,-0.22114017605781555,-0.01474253460764885,0.003773947712033987,0.0
10:27:12,AUTO,1500.0,624790.0,-35.362494299999994,149.16664344999998,40804.0,-21.0,-111.0,-4.0,624.7899780273438,-22.0,6.5,-1004.0,513.0,-28.0,-1.0,0.032243347726762295,-0.0870937705039978,-1.8553379774093628,0.5103429555892944,-0.03050830028951168,-0.003103105816990137,0.0
10:27:14,AUTO,1500.0,625010.0,-35.36250495,149.16660324999998,41022.5,-71.0,-281.0,-13.5,625.0099792480469,-56.5,-25.5,-1010.0,178.5,-46.5,-1.5,0.04872236028313637,-0.17154931277036667,-1.8612905740737915,0.17554688453674316,-0.04918118380010128,-0.004140443284995854,0.0
10:27:16,ALT_HOLD,1500.0,625535.0,-35.3625246,149.1665223,41553.0,-130.5,-388.5,-15.5,625.5350036621094,-72.5,-49.5,-885.0,-183.5,71.0,5.5,-0.002636335091665387,0.0010910183191299438,-1.8618324398994446,-0.18756269663572311,0.0694778636097908,0.003542915917932987,0.0
10:27:18,ALT_HOLD,1500.0,622950.0,-35.3625513,149.16645345,38964.5,-150.0,-237.0,195.0,622.9500122070312,-71.0,-65.0,-997.0,-1846.5,-1.5,30.0,-0.02242608554661274,-0.0007674528460483998,-1.8585425019264221,-1.8514599204063416,-0.0034490428515709937,0.0276429932564497,0.0
10:27:20,ALT_HOLD,1500.0,619190.0,-35.362579,149.16641415,35203.0,-137.5,-129.0,171.5,619.1899719238281,-50.0,72.5,-1020.5,1886.5,11.0,-30.0,0.02812094334512949,-0.002398685901425779,-1.8629359602928162,1.8832604885101318,0.009262586012482643,-0.032845388166606426,0.0
10:27:22,AUTO,1500.0,617875.0,-35.36259615,149.16639585000001,33890.0,-20.0,-66.5,22.5,617.8749694824219,-17.0,11.5,-1011.5,-23.0,-74.5,-12.0,0.05150655657052994,-0.02962520159780979,-1.8621476888656616,-0.028481364250183105,-0.07690702378749847,-0.015074574388563633,0.0
10:27:24,AUTO,1500.0,617690.0,-35.3626022,149.1663687,33701.5,-42.5,-215.5,-4.5,617.6900024414062,-45.5,-33.0,-1019.5,28.0,-51.5,13.5,0.03427906706929207,-0.157976895570755,-1.821002721786499,0.0246649831533432,-0.053965047001838684,0.011434954823926091,0.0
10:27:26,AUTO,1500.0,618280.0,-35.36261785000001,149.16629695,34294.0,-98.0,-426.0,-52.5,618.2799682617188,-78.0,-52.5,-1020.5,-8.5,25.5,8.0,0.061083219945430756,-0.14958355575799942,-1.8259595036506653,-0.012794800102710724,0.023639820516109467,0.005817337776534259,0.0
10:27:28,AUTO,1500.0,619800.0,-35.362639,149.1661929,35818.0,-119.5,-500.0,-86.0,619.7999877929688,-105.0,-50.0,-1000.5,3.0,30.5,-46.5,0.055723126977682114,-0.11182894930243492,-1.8558475375175476,-0.0016615837812423706,0.029213380068540573,-0.0495598241686821,0.0
10:27:30,AUTO,1500.0,621700.0,-35.362661700000004,149.16608015,37713.5,-125.0,-514.0,-86.5,621.6999816894531,-86.0,-66.5,-983.0,-29.5,8.0,-28.5,0.05900007113814354,-0.11486581712961197,-1.8597304224967957,-0.03387812804430723,0.006046399474143982,-0.03183900471776724,0.0
10:27:32,AUTO,1500.0,623075.0,-35.362687050000005,149.16595940000002,39089.0,-176.0,-600.0,-34.5,623.0749816894531,-98.0,-90.0,-1045.0,-75.5,226.0,-120.0,0.08217167854309082,-0.15463386848568916,-2.1028038263320923,-0.08018798381090164,0.22418967634439468,-0.12345054373145103,0.0
10:27:34,AUTO,1500.0,624785.0,-35.36271665,149.16583129999998,40801.0,-138.5,-575.5,-75.0,624.7850036621094,-82.0,-119.0,-991.0,-48.5,-61.0,17.0,0.12261039763689041,-0.07712462916970253,-2.2773364782333374,-0.053066179156303406,-0.0641078595072031,0.014799679163843393,0.0
10:27:36,ALT_HOLD,1500.0,625925.0,-35.36274155,149.16570480000001,41939.5,-129.0,-566.5,56.5,625.9249877929688,-111.0,-56.0,-828.5,8.0,91.0,11.5,0.11345891281962395,-0.13474661856889725,-1.7221431136131287,0.0041945010889321566,0.08868992701172829,0.00866631232202053,0.0
10:27:38,ALT_HOLD,1500.0,622490.0,-35.36276365,149.1655852,38506.5,-143.5,-479.5,194.0,622.489990234375,-108.0,-141.5,-1000.5,-775.0,20.5,118.0,0.005934069165959954,-0.03679724596440792,-1.7547283172607422,-0.7760554552078247,0.01834988035261631,0.11546559631824493,0.0
10:27:40,AUTO,1500.0,619475.0,-35.3627921,149.1654978,35485.5,-143.0,-263.0,30.0,619.4749755859375,-73.5,-34.0,-1062.0,511.0,126.0,14.5,0.09363523125648499,0.1506786271929741,-1.7634001970291138,0.5093491673469543,0.12342579662799835,0.011436140164732933,0.0
10:27:42,AUTO,1500.0,619350.0,-35.36280165,149.16546799999998,35362.5,-17.5,-90.5,-35.0,619.3500061035156,-18.5,-22.5,-1052.5,-305.5,-83.0,-13.5,0.012392793782055378,-0.049997393041849136,-1.6920191049575806,-0.3094017058610916,-0.08618861436843872,-0.017122291028499603,0.0
10:27:44,AUTO,1500.0,621160.0,-35.362806500000005,149.165439,37171.0,-31.0,-166.0,-133.5,621.1599731445312,-38.0,-13.5,-1027.0,13.5,54.0,6.5,0.02046528086066246,-0.04037712514400482,-1.7039359211921692,0.009888381697237492,0.052131954580545425,0.003878719755448401,0.0
10:27:46,AUTO,1500.0,624130.0,-35.3628115,149.16540715,40144.0,-16.5,-126.5,-144.0,624.1300048828125,-27.5,-13.0,-993.0,-3.5,-51.0,65.5,0.01694180816411972,-0.027984466403722763,-1.6363137364387512,-0.007884467020630836,-0.05386422108858824,0.06311140581965446,0.0
10:27:48,AUTO,1500.0,626990.0,-35.36281545,149.16537275000002,43005.0,-30.5,-180.5,-126.5,626.9899597167969,-37.5,-17.0,-978.0,-53.0,143.0,-291.0,-0.02409529034048319,-0.026564951986074448,-1.66551274061203,-0.05714878719300032,0.1406765691936016,-0.29440683871507645,0.0
10:27:50,ALT_HOLD,1500.0,627565.0,-35.362829250000004,149.16533075,43577.5,-121.0,-204.0,140.0,627.5650024414062,-51.5,-94.5,-786.0,-1040.5,43.5,71.0,-0.01969955861568451,-0.06234484724700451,-1.732835590839386,-1.04143825173378,0.0416458323597908,0.0685000978410244,0.0
10:27:52,ALT_HOLD,1500.0,623760.0,-35.36285245,149.16528845,39775.5,-122.0,-161.5,178.5,623.7599792480469,-57.5,82.0,-1006.0,646.0,21.5,-46.0,-0.003929266473278403,-0.015314765274524689,-1.7389581203460693,0.6372504085302353,0.019139233976602554,-0.04909614846110344,0.0
10:27:54,AUTO,1500.0,620540.0,-35.3628748,149.1652605,36553.0,-71.0,-74.0,103.0,620.5399780273438,-26.0,-72.0,-1024.0,-1216.5,-20.0,35.5,0.080109603703022,0.06642293930053711,-1.7376793026924133,-1.218626856803894,-0.022556730546057224,0.03330145590007305,0.0
10:27:56,AUTO,1500.0,620120.0,-35.3628784,149.16525495000002,36137.0,44.5,-7.5,-49.0,620.1199951171875,3.5,-5.0,-1048.5,-105.0,-9.5,0.0,0.03330095298588276,0.013533736113458872,-1.738665759563446,-0.10990789532661438,-0.013012301176786423,-0.002745259029325098,0.0
10:27:58,AUTO,1500.0,621900.0,-35.3628713,149.16525430000002,37913.0,54.5,-8.5,-123.5,621.8999938964844,-3.0,-10.5,-1036.5,15.5,0.0,721.0,0.013503547757863998,-0.007968360092490911,-0.7431615889072418,0.010413031559437513,-0.0026706478092819452,0.7190861999988556,0.0
10:28:00,AUTO,1500.0,624835.0,-35.362861249999995,149.1652541,40847.5,55.0,22.5,-148.0,624.8349914550781,-9.5,-10.0,-998.0,13.5,10.5,95.0,0.05266383849084377,0.010497285053133965,-0.08336042240262032,0.0084549430757761,0.008101148530840874,0.0927911102771759,0.0
10:28:02,AUTO,1500.0,627880.0,-35.36285325,149.1652647,43893.0,26.5,31.5,-149.0,627.8800048828125,-1.0,-12.5,-1005.0,-80.0,2.0,-2.0,-0.06470084562897682,0.02109354082494974,-0.03172230813652277,-0.08557840809226036,-3.256439231336117e-05,-0.005062302574515343,0.0
10:28:04,AUTO,1500.0,630855.0,-35.362849100000005,149.16525025,46873.0,14.0,-154.5,-140.5,630.85498046875,-15.0,23.0,-1007.0,93.0,50.0,32.0,-0.0652117170393467,0.017860620748251677,0.06973038986325264,0.0885382853448391,0.047968361526727676,0.030138731934130192,0.0
10:28:06,AUTO,1500.0,633720.0,-35.36284845,149.16522809999998,49735.0,93.5,59.0,-85.5,633.719970703125,-6.5,-19.5,-934.0,-295.0,351.0,45.5,0.23938396573066711,-0.1720592975616455,-0.19734321534633636,-0.3007456362247467,0.34890198707580566,0.04349090997129679,0.0
10:28:08,ALT_HOLD,1500.0,633380.0,-35.36281875,149.1652464,49394.0,189.0,31.5,147.0,633.3800048828125,-27.5,-125.0,-874.5,-801.0,31.5,8.0,-0.005342370364814997,-0.03407548926770687,-0.13063374906778336,-0.8021692037582397,0.029035462997853756,0.005923278513364494,0.0
10:28:10,ALT_HOLD,1500.0,629560.0,-35.36278595,149.16525195,45576.5,165.5,-7.0,183.5,629.5599975585938,-29.5,51.0,-1015.0,596.5,8.0,1.5,-0.0018009664490818977,-0.00804848619736731,-0.1300385370850563,0.5885520502924919,0.005558378412388265,-0.0012402692809700966,0.0
10:28:12,AUTO,1500.0,626130.0,-35.362760699999995,149.1652562,42144.5,89.0,-18.5,119.0,626.1299743652344,-11.5,-97.5,-1016.5,-1223.5,25.0,16.5,-0.03518224414438009,0.0888301357626915,-0.1301882490515709,-1.2244923114776611,0.02236085571348667,0.014142852276563644,0.0
10:28:14,AUTO,1500.0,625465.0,-35.36275945,149.1652583,41476.5,-52.0,-35.5,-35.5,625.4649963378906,6.0,0.0,-1047.5,-271.0,19.0,-642.0,-0.05612462759017944,0.03866417892277241,-0.27693232148885727,-0.2741793096065521,0.016764553263783455,-0.6459119915962219,0.0
10:28:16,AUTO,1500.0,627015.0,-35.3627748,149.16525555,43033.0,-113.5,-36.0,-113.5,627.0149841308594,-23.0,16.0,-1034.5,26.0,0.0,-707.5,-0.03725553676486015,-0.02953971177339554,-1.7865482568740845,0.024293782655149698,-0.0025790021754801273,-0.711129903793335,0.0
10:28:18,AUTO,1500.0,629765.0,-35.3627959,149.16525065000002,45781.5,-107.0,-36.0,-141.5,629.7649841308594,-20.0,-14.0,-1002.0,-85.5,-59.0,-209.0,0.023100904189050198,-0.021979061421006918,-2.8975343704223633,-0.08822853118181229,-0.06234169192612171,-0.21307629346847534,0.0
10:28:20,AUTO,1500.0,632645.0,-35.3628203,149.1652477,48659.0,-152.5,25.5,-126.0,632.2333170572916,-32.0,-13.0,-976.3333333333334,37.0,89.66666666666667,-142.33333333333334,-0.02391577698290348,-0.021501883398741484,-3.1091021299362183,0.053646587766706944,0.10869953595101833,-0.22019213438034058,0.0
10:28:22,AUTO,1500.0,634250.0,-35.362837799999994,149.16525095,50263.5,-17.5,-11.5,-20.5,634.2499694824219,-3.5,-4.5,-953.5,9.0,-16.5,3.0,0.031827978789806366,0.06521739065647125,-3.1294056177139282,0.007141489186324179,-0.019391177222132683,0.0004458260955289006,0.0
10:28:24,ALT_HOLD,1500.0,632820.0,-35.36283995,149.1652491,48833.0,-15.0,-1.5,174.5,632.8199768066406,-7.5,97.5,-960.5,1437.0,21.0,13.0,0.007593536050990224,-0.009086309932172298,-3.123141288757324,1.431754469871521,0.018762394785881042,0.010122750885784626,0.0
10:28:26,ALT_HOLD,1500.0,629075.0,-35.36284575,149.16524975,45092.0,-27.0,1.5,174.0,629.0749816894531,-7.5,-68.5,-978.0,-200.0,4.5,14.5,0.019013797864317894,-0.002170945517718792,-3.119308590888977,-0.19817180931568146,0.001873495290055871,0.011640047654509544,0.0
10:28:28,AUTO,1500.0,625745.0,-35.36285345,149.16524955,41758.5,-18.0,1.5,115.0,625.7449951171875,-3.5,43.0,-1096.0,141.0,9.0,-9.5,-0.009103865595534444,0.04042527824640274,-3.113517999649048,0.13556057959794998,0.005808968562632799,-0.01282365177758038,0.0
10:28:30,AUTO,1500.0,625420.0,-35.36285425,149.16525035,41435.0,30.5,0.0,-53.0,625.4199829101562,1.0,-1.5,-1043.5,-3.5,-7.0,1.0,0.010999358724802732,0.024462219327688217,-3.1102007627487183,-0.0057852789759635925,-0.010752268834039569,-0.00227341172285378,0.0
10:28:32,AUTO,1500.0,627275.0,-35.36284975,149.16525165000002,43289.5,41.5,-15.0,-126.5,627.2749938964844,6.0,3.5,-1036.5,-5.5,9.0,4.5,0.015813936945050955,0.019907254725694656,-3.1072248220443726,-0.008511051535606384,0.00563305988907814,0.00203122291713953,0.0
10:28:34,AUTO,1500.0,630220.0,-35.36284435,149.1652479,46236.0,19.0,-57.5,-138.5,630.219970703125,7.0,-7.0,-978.0,-127.0,64.0,268.0,0.008026714902371168,-0.014934042003005743,-3.072997570037842,-0.13093798607587814,0.05963080748915672,0.26520006358623505,0.0
10:28:36,AUTO,1500.0,633060.0,-35.3628387,149.1652463,49073.5,47.0,26.5,-124.0,633.0599670410156,13.0,-5.0,-970.5,-226.5,24.5,1329.0,-0.04597227741032839,0.07273387163877487,-1.7451850175857544,-0.23010170459747314,0.020900194765999913,1.326272964477539,0.0
10:28:38,AUTO,1500.0,634395.0,-35.3628376,149.16525165,50408.5,16.5,-30.5,-3.0,634.3949890136719,-4.5,17.0,-952.5,213.0,44.5,253.0,-0.017992855049669743,-0.03648813907057047,-0.026925426704110578,0.20854781195521355,0.040660684928297997,0.250605084002018,0.0
10:28:40,AUTO,1500.0,634045.0,-35.362834500000005,149.1652493,50057.0,21.0,-3.5,10.0,634.0449829101562,-2.0,27.0,-1018.5,597.0,11.5,7.0,0.009903473081067204,0.0031953309662640095,-0.05970359407365322,0.5934908241033554,0.00772622786462307,0.004110520472750068,0.0
10:28:42,AUTO,1500.0,633935.0,-35.36283185,149.16524985,49950.5,21.5,-1.5,2.0,633.9349975585938,-3.5,-26.0,-1003.0,-532.0,11.5,-2.0,-0.008661356521770358,0.01071566715836525,-0.06482472270727158,-0.5354238599538803,0.007361885160207748,-0.006236346438527107,0.0
10:28:44,ALT_HOLD,1500.0,633830.0,-35.3628324,149.1652497,49841.5,-9.0,-4.0,39.0,633.8299865722656,2.0,55.0,-876.5,866.0,-1.0,6.0,0.006665505032287911,0.0006251756713027135,-0.06985830888152122,0.8614710122346878,-0.004980270517989993,0.0032244162866845727,0.0
10:28:46,ALT_HOLD,1500.0,630750.0,-35.36283565,149.16524765,46766.0,-13.0,0.0,184.0,630.75,0.0,-47.5,-1015.5,-1826.0,0.5,4.0,-0.022683830000460148,0.00037858643918298185,-0.07509419694542885,-1.8314959406852722,-0.002848381409421563,0.0008273308631032705,0.0
10:28:48,ALT_HOLD,1500.0,627115.0,-35.36283965,149.16524464999998,43128.5,-14.0,6.5,168.5,627.114990234375,3.5,100.0,-1000.0,1262.5,-1.0,9.5,0.008808257174678147,-0.0002531707359594293,-0.07588173449039459,1.2552678883075714,-0.0048602757742628455,0.005555069074034691,0.0
