time_stamp,VFR_HUD_alt,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,EK2_ALT_SOURCE
14:13:21,619.0199890136719,AUTO,0.0010977735510095954,0.0011602172744460404,-0.15645719319581985,0.00022568850545212626,-9.368208702653646e-05,0.011408060323446989,619020.0,-35.363262250000005,149.16523805,35046.5,0.0,0.0,-153.0,0.0,0.0,-1000.0,1.0,0.5,10.5,1500.0,0.0
14:13:23,622.1349792480469,AUTO,0.0022113164886832237,0.0014397057821042836,-0.13630010932683945,-0.002675970084965229,-5.2288000006228685e-05,0.009263321291655302,622135.0,-35.36326215,149.1652377,38158.0,0.0,0.0,-153.0,0.0,0.0,-999.5,-1.0,0.5,9.0,1500.0,0.0
14:13:25,625.2449645996094,AUTO,0.0016293421504087746,0.001316431094892323,-0.12091581523418427,-0.0026141699054278433,-0.00042246509110555053,0.007126046810299158,625245.0,-35.3632621,149.1652375,41270.0,0.0,0.5,-153.0,0.0,0.0,-999.5,-1.0,1.0,6.5,1500.0,0.0
14:13:27,628.364990234375,AUTO,0.001532635185867548,0.0013553326134569943,-0.10811284929513931,0.0005807618726976216,-0.00047117771464399993,0.005781932035461068,628365.0,-35.363262,149.1652374,44386.0,-1.0,1.0,-153.0,0.0,0.0,-1000.5,1.0,0.0,5.5,1500.0,0.0
14:13:29,631.4400024414062,AUTO,-0.030561296793166548,0.03679679235210642,0.020818520337343216,-0.029093233519233763,-0.013973443361464888,0.2394373780116439,631440.0,-35.36326215,149.16523715,47467.0,-11.0,-8.5,-142.0,1.0,1.5,-971.0,-27.0,-13.0,239.0,1500.0,0.0
14:13:31,633.4449768066406,AUTO,0.03603750839829445,-0.041363089345395565,0.28045620024204254,0.13880785554647446,0.02604353055357933,-0.02855446469038725,633445.0,-35.3632646,149.16523275,49470.5,6.0,3.0,-58.0,-1.0,10.5,-972.5,140.0,26.5,-28.0,1500.0,0.0
14:13:33,634.1149597167969,AUTO,-0.008214693982154131,0.017653821036219597,0.21271466463804245,-0.2010081708431244,0.10728573706001043,-0.05052633956074715,634115.0,-35.363261550000004,149.16523734999998,50142.0,11.5,23.5,-9.5,-1.0,-6.5,-969.0,-199.0,108.0,-49.5,1500.0,0.0
14:13:35,633.989990234375,AUTO,-0.0044144997373223305,0.04186816141009331,0.17764398455619812,0.20510083436965942,0.008196447044610977,-0.023996533825993538,633990.0,-35.3632624,149.1652386,50012.0,-32.0,-16.0,5.0,6.0,0.0,-1018.0,204.0,9.0,-23.0,1500.0,0.0
14:13:37,633.9249877929688,AUTO,-0.12446126341819763,0.011955835856497288,-1.0542187988758087,-0.08904236555099487,0.009917347691953182,-0.7562525570392609,633925.0,-35.363282749999996,149.16523254999998,49949.5,-172.5,-36.5,-1.0,-14.5,38.0,-1007.5,-88.0,10.5,-755.5,1500.0,0.0
14:13:39,633.9049682617188,AUTO,-0.02367478795349598,-0.18161062896251678,-2.5004457235336304,0.16087360307574272,-0.026693294756114483,-0.655449777841568,633905.0,-35.36333225,149.16521955000002,49926.5,-377.5,-80.0,0.5,-89.0,-9.5,-999.5,161.0,-25.0,-654.5,1500.0,0.0
14:13:41,633.8849792480469,AUTO,0.05427615903317928,-0.18661237508058548,-2.827065110206604,-0.04360250383615494,0.03830357734113932,0.017344491789117455,633885.0,-35.3634191,149.16519575,49908.5,-572.0,-131.5,-4.5,-126.5,-56.0,-1006.0,-42.0,38.5,17.0,1500.0,0.0
14:13:43,633.9700012207031,AUTO,0.06225242093205452,-0.1473376303911209,-2.838717818260193,-0.025278022978454828,0.020989395678043365,0.0012454641982913017,633970.0,-35.36353105,149.1651636,49993.5,-652.5,-148.0,-5.5,-138.0,-76.0,-991.0,-24.0,21.5,1.5,1500.0,0.0
14:13:45,633.9849853515625,AUTO,0.06972687318921089,-0.14494451880455017,-2.8504199981689453,0.07267286442220211,0.006995515897870064,-0.005044293007813394,633985.0,-35.36364915,149.16513014999998,50010.0,-661.5,-148.0,2.5,-142.5,-60.5,-993.0,73.0,8.0,-4.0,1500.0,0.0
14:13:47,633.97998046875,AUTO,0.07003438472747803,-0.10456879436969757,-2.8573038578033447,0.2655378580093384,0.042342763394117355,-0.01923489384353161,633980.0,-35.363746,149.1651027,50006.0,-660.0,-144.0,-7.0,-137.0,-69.0,-988.0,267.0,43.0,-18.0,1500.0,0.0
14:13:49,634.0599975585938,AUTO,0.072626993060112,0.01969017702504061,-2.864038109779358,-0.0497056245803833,0.0425268542021513,0.020218360470607877,634050.0,-35.3638727,149.16506744999998,50076.0,-470.5,-105.5,1.0,-102.0,-59.0,-995.0,506.0,43.0,-2.0,1500.0,0.0
14:13:51,634.010009765625,AUTO,0.05510719120502472,0.056362926959991455,-2.868597984313965,0.4766862988471985,0.004460814408957958,0.0037083749193698168,634010.0,-35.3639276,149.1650518,50030.0,-286.0,-70.0,5.0,-56.0,-41.0,-990.0,475.0,5.0,4.0,1500.0,0.0
14:13:53,633.97998046875,AUTO,0.019046567380428314,0.06848546117544174,-2.873892307281494,-0.38343971967697144,-0.032369423657655716,0.008177549578249454,633980.0,-35.3639612,149.1650419,50005.0,-78.0,-21.0,2.0,-22.0,-46.0,-995.0,-385.0,-30.0,9.0,1500.0,0.0
14:13:55,633.989990234375,AUTO,0.008021892979741096,0.022559544071555138,-2.8807199001312256,0.6904046535491943,-0.025044012814760208,0.0007845155196264386,633990.0,-35.3639672,149.1650406,50010.0,13.0,0.0,1.0,0.0,36.0,-1017.0,693.0,-23.0,1.0,1500.0,0.0
14:14:03,633.9500122070312,RTL,-0.04279289022088051,0.1737985908985138,-2.8979341983795166,-0.3825271725654602,0.013589264824986458,-0.021470477804541588,633950.0,-35.3639116,149.1650548,49970.0,328.0,73.0,1.0,69.0,24.0,-1005.0,-382.0,15.0,-20.0,1500.0,0.0
14:14:05,633.9099731445312,RTL,-0.056038327515125275,0.21906882524490356,-2.900489330291748,-0.04860900342464447,-0.2574584186077118,-0.013444818556308746,633910.0,-35.3638373,149.1650752,49934.0,512.0,121.0,7.0,121.0,53.0,-1040.0,-46.0,-255.0,-12.0,1500.0,0.0
14:14:07,633.8499755859375,RTL,-0.04749729856848717,0.16665039956569672,-2.879673957824707,-0.13177603483200073,-0.4738479554653168,0.03771192952990532,633850.0,-35.3637397,149.1651031,49870.0,638.0,141.0,-1.0,133.0,66.0,-1118.0,-130.0,-471.0,38.0,1500.0,0.0
14:14:09,634.1400146484375,RTL,-0.04828660190105438,-0.04479864984750748,-2.888246774673462,-0.5388635396957397,0.04838189855217934,-0.04822026938199997,634140.0,-35.3636439,149.1651317,50164.0,394.0,95.0,14.0,77.0,17.0,-984.0,-540.0,50.0,-46.0,1500.0,0.0
14:14:11,633.8599853515625,RTL,-0.03822221979498863,0.12926656007766724,-2.8943490982055664,0.2274647057056427,-0.5334404706954956,-0.010739648714661598,633860.0,-35.3635812,149.1651498,49888.0,404.0,82.0,0.0,102.0,66.0,-1088.0,229.0,-531.0,-9.0,1500.0,0.0
14:14:13,633.8499755859375,RTL,-0.04767459258437157,0.21644327044487,-2.9008092880249023,-0.03453417122364044,-0.49772220849990845,-0.017368802800774574,633850.0,-35.3635141,149.1651667,49877.0,459.0,106.0,9.0,102.0,47.0,-1086.0,-32.0,-495.0,-15.0,1500.0,0.0
14:14:15,633.8800048828125,RTL,-0.054408662021160126,0.17994524538516998,-2.9015185832977295,0.07962464541196823,-0.46549996733665466,-0.00931108184158802,633880.0,-35.3634327,149.1651891,49904.0,518.0,121.0,6.0,108.0,78.0,-1090.0,81.0,-463.0,-7.0,1500.0,0.0
14:14:17,634.0199584960938,RTL,-0.07128804177045822,-0.020131951197981834,-2.8901731967926025,-0.7166662216186523,-0.1626267433166504,-0.029614467173814774,634020.0,-35.3633449,149.1652137,50041.0,454.0,110.0,-10.0,86.0,20.0,-999.0,-715.0,-160.0,-28.0,1500.0,0.0
14:14:19,633.989990234375,RTL,-0.023940524086356163,0.02164469286799431,-2.8893072605133057,-0.7194993495941162,0.14177453517913818,-0.012777794152498245,633990.0,-35.3632913,149.1652307,50017.0,172.0,47.0,8.0,34.0,-1.0,-1006.0,-718.0,143.0,-11.0,1500.0,0.0
14:14:21,633.97998046875,RTL,-0.0013989026192575693,-0.07545444369316101,-2.890716791152954,0.6152508854866028,0.01729474402964115,-0.002047749236226082,633980.0,-35.3632638,149.1652391,50000.0,94.0,14.0,-1.0,19.0,26.0,-1004.0,615.0,19.0,0.0,1500.0,0.0
14:14:23,633.97998046875,RTL,-0.0034793515224009752,-0.004875047132372856,-2.891845226287842,-0.5957967638969421,0.027589159086346626,-0.003005699720233679,633980.0,-35.363259,149.1652398,50001.0,-1.0,-3.0,0.0,-1.0,-37.0,-1002.0,-596.0,29.0,-1.0,1500.0,0.0
14:14:25,633.97998046875,RTL,0.012676342390477657,-0.0044314246624708176,-2.8910417556762695,0.670783519744873,-0.005049827508628368,0.00011513149365782738,633980.0,-35.3632595,149.1652392,50009.0,2.0,-1.0,0.0,-2.0,34.0,-1004.0,673.0,-2.0,1.0,1500.0,0.0
14:14:27,634.0,RTL,0.024088820442557335,0.002025376772508025,-2.8912513256073,-0.25931698083877563,0.0029502057004719973,-0.0071624708361923695,634000.0,-35.3632611,149.1652406,50020.0,-1.0,-14.0,0.0,-3.0,-27.0,-999.0,-260.0,5.0,-5.0,1500.0,0.0
14:14:29,634.0,RTL,0.018471529707312584,0.006228224374353886,-2.8922460079193115,0.4374260902404785,0.0016600422095507383,0.002307327464222908,634000.0,-35.3632625,149.1652407,50022.0,6.0,-26.0,2.0,0.0,32.0,-974.0,442.0,4.0,3.0,1500.0,0.0
14:14:31,632.7000122070312,RTL,0.02913660742342472,0.008624555543065071,-2.8940460681915283,0.38510429859161377,0.00060690613463521,-0.0029711411334574223,632700.0,-35.3632628,149.1652395,48724.0,7.0,-19.0,120.0,0.0,-32.0,-1011.0,382.0,3.0,-1.0,1500.0,0.0
14:14:33,630.5,RTL,0.01854255609214306,0.006469537504017353,-2.893017292022705,0.8960428833961487,-0.0026342112105339766,-0.0067917415872216225,630500.0,-35.3632627,149.1652377,46525.0,7.0,-6.0,100.0,1.0,-5.0,-937.0,895.0,0.0,-5.0,1500.0,0.0
14:14:35,628.4400024414062,RTL,0.021086687222123146,0.002506774151697755,-2.8931143283843994,0.36512234807014465,0.0021828985773026943,-0.00959637388586998,628440.0,-35.3632625,149.1652377,44464.0,5.0,0.0,98.0,0.0,-21.0,-990.0,363.0,5.0,-8.0,1500.0,0.0
14:14:37,626.3999633789062,RTL,0.014287061057984829,0.002992399735376239,-2.894117593765259,-1.1951873302459717,-0.0022623236291110516,-0.0023430660367012024,626400.0,-35.3632628,149.1652394,42420.0,6.0,-10.0,98.0,-1.0,-74.0,-982.0,-1195.0,0.0,-1.0,1500.0,0.0
14:14:39,624.3499755859375,RTL,0.0020802118815481663,0.0029759544413536787,-2.894254684448242,-1.3437728881835938,-0.0040563479997217655,0.0029982449486851692,624350.0,-35.3632629,149.1652398,40379.0,7.0,-16.0,95.0,-1.0,-53.0,-991.0,-1341.0,-1.0,4.0,1500.0,0.0
14:14:41,622.3299560546875,RTL,-0.008176418952643871,0.0024491515941917896,-2.89378023147583,-1.201943039894104,-0.0028117457404732704,0.019134391099214554,622330.0,-35.3632631,149.1652401,38354.0,9.0,-21.0,103.0,-1.0,-22.0,-936.0,-1195.0,0.0,20.0,1500.0,0.0
14:14:43,620.2899780273438,RTL,-0.007560493890196085,0.0038639174308627844,-2.894432306289673,-1.1607041358947754,0.0031790994107723236,-0.0037752226926386356,620290.0,-35.363263,149.1652403,36310.0,8.0,-25.0,98.0,0.0,-25.0,-1025.0,-1154.0,6.0,-2.0,1500.0,0.0
14:14:45,618.260009765625,RTL,0.00938166817650199,0.005606171442195773,-2.89498233795166,0.9968604147434235,0.003358670393936336,-0.0020168640185147524,618260.0,-35.3632628,149.16523885,34284.5,6.5,-17.5,97.5,0.5,69.0,-1025.5,1005.0,6.5,-0.5,1500.0,0.0
14:14:49,614.1749877929688,RTL,0.0002759241469902918,0.004882073029875755,-2.8952265977859497,1.3486040830612183,-0.0005199547158554196,0.0040074309799820185,614175.0,-35.363262250000005,149.16523645,30199.5,1.0,2.0,98.0,2.0,67.5,-1028.5,1355.0,2.0,5.0,1500.0,0.0
14:14:51,612.135009765625,RTL,-0.0023746955557726324,0.003591382293961942,-2.8947458267211914,1.3745666146278381,-0.004845345625653863,0.003220852348022163,612135.0,-35.3632618,149.16523475000002,28158.5,-2.0,18.0,99.5,1.0,40.5,-1009.0,1377.5,-1.0,4.5,1500.0,0.0
14:14:53,610.0999755859375,RTL,0.005153445526957512,0.0008814729808364064,-2.8940666913986206,0.7073690891265869,-0.002989209955558181,-0.00033239269396290183,610100.0,-35.36326165,149.16523475000002,26127.5,-4.0,24.5,99.5,-1.5,-2.0,-1012.5,707.0,0.5,1.5,1500.0,0.0
14:14:55,608.0700073242188,RTL,0.016020537819713354,-0.00012460968900995795,-2.8943816423416138,0.0015678061172366142,-0.00046655291225761175,-0.003967105294577777,608070.0,-35.36326205,149.16523675,24097.5,-2.0,14.0,102.0,-2.0,-36.5,-997.0,0.0,3.0,-1.5,1500.0,0.0
14:14:59,604.22998046875,RTL,-0.0008271210826933384,0.005240818718448281,-2.894831895828247,-1.4840441942214966,0.0010631680488586426,-0.004395724157802761,604230.0,-35.3632632,149.16524025,20251.5,7.0,-21.0,105.0,0.0,-66.0,-1029.5,-1481.0,4.0,-2.0,1500.0,0.0
14:15:01,602.1799926757812,RTL,-0.0168002936989069,0.006648356327787042,-2.895721673965454,-1.4014402031898499,0.0032698046416044235,-0.004006688017398119,602180.0,-35.363262750000004,149.16523835,18203.0,5.0,-12.5,100.0,3.5,-79.0,-996.5,-1399.0,6.5,-2.0,1500.0,0.0
14:15:03,600.1099853515625,RTL,-0.04692891426384449,0.007257682736963034,-2.8946789503097534,-1.300014078617096,0.0007885482627898455,-0.007689905702136457,600110.0,-35.36326175,149.16523389999998,16134.5,-1.5,16.5,100.5,2.5,-77.5,-1015.0,-1299.5,4.0,-5.5,1500.0,0.0
14:15:05,598.0549926757812,RTL,-0.02866405714303255,0.00031367451083497144,-2.8943839073181152,-1.1632425785064697,0.0019460436888039112,-0.006146489176899195,598055.0,-35.3632613,149.16523335,14079.0,-7.0,36.0,99.5,0.0,-76.0,-977.0,-1163.5,5.0,-3.5,1500.0,0.0
14:15:07,596.0249633789062,RTL,-0.022721885703504086,0.0007903834630269557,-2.8942341804504395,-1.2836121320724487,0.0015546198701485991,-0.0015967554645612836,596025.0,-35.3632615,149.1652345,12050.5,-6.5,30.0,92.5,-1.5,-59.0,-1036.5,-1282.5,4.5,0.5,1500.0,0.0
14:15:09,595.2499694824219,RTL,-0.0070768059231340885,0.0019506971584632993,-2.8941171169281006,-0.4690265879034996,-0.0013924154918640852,-0.0018312231404706836,595250.0,-35.363261949999995,149.16523569999998,11276.0,-3.0,20.5,23.0,-1.5,-33.5,-988.5,-468.5,1.5,0.0,1500.0,0.0
14:15:13,593.9399719238281,RTL,-0.0028176159248687327,0.0021430494962260127,-2.8948898315429688,-0.8374121487140656,-0.0009150630794465542,0.0029240413568913937,593940.0,-35.3632626,149.1652386,9965.5,3.0,-5.0,35.0,-0.5,-29.0,-1008.0,-834.0,3.0,5.0,1500.0,0.0
14:15:15,593.2549743652344,RTL,0.0038232305669225752,0.003489936236292124,-2.8952298164367676,-0.8454459607601166,0.0010680354898795485,0.001058073015883565,593255.0,-35.3632628,149.1652391,9278.0,4.5,-10.5,33.0,0.5,-44.0,-1002.0,-843.5,4.5,3.0,1500.0,0.0
14:15:17,593.0199890136719,RTL,-0.0037808735796716064,0.00411622691899538,-2.8938554525375366,-0.024861738085746765,-0.0021182172931730747,0.002476550522260368,593020.0,-35.363262649999996,149.16523815,9046.5,4.0,-8.0,-6.5,1.0,10.5,-997.5,-20.5,2.0,4.5,1500.0,0.0
14:15:19,593.1199951171875,RTL,-0.005058363429270685,0.0034322052961215377,-2.8947012424468994,-0.34498506039381027,0.0019688335014507174,0.0006988695822656155,593120.0,-35.3632624,149.16523715,9146.5,1.5,0.5,0.5,0.5,-31.5,-983.0,-344.0,5.0,2.5,1500.0,0.0
14:15:23,593.0149841308594,RTL,0.005519432830624282,0.0017300269100815058,-2.8940731287002563,0.34225920028984547,-0.000200374866835773,-0.002308811526745558,593015.0,-35.3632622,149.16523665,9040.0,0.0,8.0,0.0,-0.5,1.0,-1003.0,342.5,3.0,0.0,1500.0,0.0
14:15:25,593.0199584960938,RTL,-0.00986722856760025,0.0021783687407150865,-2.8946475982666016,-0.5360428690910339,0.001136993756517768,0.0009922588942572474,593020.0,-35.3632622,149.1652369,9043.5,0.0,4.5,0.5,-0.5,-14.5,-995.0,-532.5,4.5,3.0,1500.0,0.0
14:15:27,593.0199584960938,RTL,0.010129107162356377,0.0011214829282835126,-2.894747734069824,0.5533559918403625,-0.00309447234030813,-0.0015601307386532426,593020.0,-35.3632622,149.16523734999998,9046.5,0.0,2.0,0.0,-1.0,21.5,-1001.5,556.0,0.5,0.5,1500.0,0.0
14:15:29,592.844970703125,RTL,0.006106339627876878,0.00164281198522076,-2.894752860069275,-0.8785064220428467,-0.0020544297294691205,0.00039156991988420486,592845.0,-35.3632625,149.16523855,8870.0,2.0,-4.0,41.0,-0.5,-53.0,-985.0,-878.0,2.0,2.5,1500.0,0.0
