time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,RTL_ALT,EK2_ALT_SOURCE
14:23:05,0.002811447950080037,0.0007859317702241242,-0.15400542318820953,-0.00023230095393955708,2.6739842724055052e-05,0.010374699253588915,621465.0,-35.3632622,149.1652378,37455.5,0.0,0.0,-152.0,621.4649658203125,0.0,0.0,-1000.5,1.0,0.5,9.5,AUTO,1500.0,0.0
14:23:09,0.002337419195100665,0.0017525790608488023,-0.12348999455571175,0.0012190681009087712,0.00012752885231748223,0.007187373470515013,627690.0,-35.363262,149.1652375,43684.5,-1.0,1.0,-152.0,627.6900024414062,0.0,0.0,-1000.0,1.5,0.5,7.0,AUTO,1500.0,0.0
14:23:11,0.0009716715803733678,0.0020023640245199203,-0.11002473160624504,-0.017870036943349987,0.01797785219969228,0.04405161761678755,630810.0,-35.363262,149.1652374,46805.0,-1.0,1.0,-151.5,630.8099975585938,0.0,0.0,-990.0,-17.0,18.5,44.0,AUTO,1500.0,0.0
14:23:13,0.036034759134054184,-0.05381980165839195,0.27887341380119324,0.02903237845748663,0.006822449387982488,-0.019392129965126514,633155.0,-35.36326475,149.1652328,49148.5,-4.5,-13.0,-71.0,633.1549987792969,0.5,4.0,-967.0,30.0,8.0,-18.5,AUTO,1500.0,0.0
14:23:15,-0.0016221253899857402,0.012738025281578302,0.21260806173086166,-0.16742832958698273,0.017238004133105278,-0.024082748219370842,634080.0,-35.363262,149.1652364,50074.0,16.5,29.0,-22.5,634.0799865722656,-1.5,-2.0,-977.0,-165.0,18.0,-23.0,AUTO,1500.0,0.0
14:23:17,-0.0013375200796872377,0.039603911340236664,0.16584711521863937,0.5653596967458725,0.007872153539210558,-0.007251496892422438,634035.0,-35.36326205,149.1652387,50030.5,-28.5,-11.5,7.0,634.0349731445312,4.5,41.5,-1014.0,568.5,8.5,-6.5,AUTO,1500.0,0.0
14:23:19,-0.07355034351348877,0.0706714503467083,-0.6892218589782715,-0.00648537278175354,0.027922923676669598,-0.8245914578437805,633970.0,-35.3632755,149.16523684999999,49960.5,-134.0,-1.5,-1.0,633.969970703125,7.5,18.5,-998.0,-7.0,28.5,-823.5,AUTO,1500.0,0.0
14:23:21,-0.10991372168064117,-0.13111537322402,-2.150252103805542,0.21713749691843987,-0.03296532295644283,-0.7243716418743134,633930.0,-35.36331765,149.1652359,49926.0,-338.0,-4.5,-1.0,633.9299926757812,-82.5,46.0,-1006.0,218.0,-31.5,-723.5,AUTO,1500.0,0.0
14:23:23,0.0580868273973465,-0.18383386731147766,-3.036157965660095,-0.054998600855469704,0.03629184514284134,0.09205396473407745,633910.0,-35.363398149999995,149.1652328,49902.0,-538.5,-18.5,-2.5,633.9099731445312,-102.5,-71.0,-1001.0,-53.0,37.0,92.0,AUTO,1500.0,0.0
14:23:25,0.06439431384205818,-0.14393021911382675,-3.021456480026245,-0.00226879445835948,0.02884173858910799,-0.0069330488331615925,633995.0,-35.363506,149.1652267,49989.5,-631.5,-28.0,-4.0,633.9949951171875,-135.5,-64.5,-992.5,-1.0,29.0,-6.0,AUTO,1500.0,0.0
14:23:27,0.07485388219356537,-0.10023098066449165,-3.0324807167053223,0.19604114443063736,0.05950532481074333,0.0023729465901851654,634055.0,-35.36362125,149.1652204,50047.5,-632.5,-26.0,-0.5,634.0549926757812,-132.5,-69.5,-996.0,196.5,60.0,3.5,AUTO,1500.0,0.0
14:23:29,0.07125825434923172,-0.004448381834663451,-3.0389081239700317,0.6240722835063934,0.04574032686650753,-0.03097771853208542,634095.0,-35.3637267,149.1652142,50089.0,-511.5,-20.0,2.5,634.094970703125,-104.5,-46.0,-995.5,625.5,46.0,-29.5,AUTO,1500.0,0.0
14:23:31,0.041621964424848557,0.06475700810551643,-3.0454756021499634,0.09729939699172974,0.009058295516297221,0.015641479985788465,634045.0,-35.363799,149.1652092,50036.5,-279.5,-8.5,5.0,634.0449829101562,-61.5,-49.5,-1010.0,96.5,10.0,16.0,AUTO,1500.0,0.0
14:23:33,0.016861421056091785,0.06448958814144135,-3.050392746925354,-0.5202628523111343,-0.01936876494437456,0.004460658761672676,634010.0,-35.3638306,149.165208,50003.5,-73.0,-2.0,2.0,634.010009765625,-18.5,-40.5,-994.5,-520.0,-17.5,5.0,AUTO,1500.0,0.0
14:23:35,0.0019049892798648216,0.023547309450805187,-3.057869076728821,-0.2155117765069008,-0.032530527561903,-0.007844905136153102,634015.0,-35.3638359,149.16520875,50009.5,10.5,-3.5,1.0,634.0149841308594,-0.5,8.5,-1003.5,-212.0,-30.0,-6.5,AUTO,1500.0,0.0
14:23:39,0.001579917996423319,0.04924197494983673,-3.0683107376098633,-0.14939416199922562,0.010359756648540497,0.008754698792472482,634025.0,-35.36383505,149.16521025,50020.0,34.0,-12.0,1.5,634.0249633789062,5.5,11.5,-998.5,-145.5,12.0,9.5,RTL,1500.0,0.0
14:23:43,-0.022635987028479576,0.16908331960439682,-3.073219060897827,0.06725864857435226,0.006652246229350567,0.016422609332948923,633985.0,-35.363787900000005,149.16521185,49979.0,302.5,-3.0,2.0,633.9849853515625,51.5,44.5,-1004.5,70.5,8.5,17.0,RTL,1500.0,0.0
14:23:47,-0.06567662209272385,0.25022338330745697,-3.081864833831787,-0.11419065669178963,0.11777214705944061,-0.03525228751823306,634000.0,-35.363622,149.16521815,49996.0,575.5,21.5,18.5,633.9999694824219,122.5,59.5,-968.0,-111.5,120.0,-33.5,RTL,1500.0,0.0
14:23:49,-0.0805806890130043,-0.07200563326478004,-3.0642224550247192,0.4264836935326457,-0.11368228122591972,0.05461406800895929,634140.0,-35.3635165,149.16522344999998,50134.5,505.0,24.0,-9.0,634.1399841308594,100.0,106.0,-984.0,431.5,-111.5,55.5,RTL,1500.0,0.0
14:23:57,-0.025521383620798588,-0.06300700269639492,-3.0740296840667725,-0.6059586405754089,0.03136731591075659,-0.00402967631816864,634025.0,-35.3632713,149.16523775000002,50021.5,127.5,10.5,2.5,634.0249633789062,24.5,-9.5,-1002.0,-602.5,34.0,-2.5,RTL,1500.0,0.0
14:24:05,0.006516319350339472,0.007492006290704012,-3.078333020210266,0.16630448400974274,-0.0005068776663392782,0.0009513298282399774,634010.0,-35.3632612,149.16523705,50006.5,-2.5,6.0,0.0,634.010009765625,-1.0,-9.0,-1001.0,167.0,2.0,2.0,RTL,1500.0,0.0
14:24:09,0.011955503839999437,0.0036477131070569158,-3.0782440900802612,-0.30398327112197876,-0.0019150767475366592,-0.0019847092335112393,631300.0,-35.3632621,149.16523745,47297.0,1.0,4.0,102.0,631.2999877929688,-2.0,-48.0,-996.5,-306.0,1.0,-0.5,RTL,1500.0,0.0
