time_stamp,RTL_ALT,lat,lon,relative_alt,vx,vy,vz,chan4_raw,MODE,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro
14:50:43,1500.0,-35.363255,149.16523660000001,25809.5,101.5,3.5,-154.0,1500.0,AUTO,0.05625210516154766,0.01255512423813343,2.2967886924743652,0.10902866721153259,-0.024864107370376587,-0.019182985182851553,3.5,21.0,-1007.5,109.5,-23.5,-19.0
14:50:46,1500.0,-35.3632599,149.16523899999999,30266.5,-69.5,23.5,-147.5,1760.0,AUTO,0.05197716876864433,0.005714190774597228,-2.41777503490448,0.015875968616455793,0.012385336449369788,0.7610880732536316,-15.5,11.5,-1005.5,17.0,13.5,760.5
14:50:48,1500.0,-35.363263200000006,149.1652398,33299.0,36.5,-4.0,-148.5,1500.0,AUTO,0.05033988133072853,0.03913266025483608,-1.8543545603752136,-0.036870426032692194,-0.011348169296979904,-0.0901019275188446,2.5,-5.0,-996.0,-35.5,-10.5,-89.5
14:50:50,1500.0,-35.363258099999996,149.16523985,36381.5,-16.0,-14.5,-152.5,1500.0,AUTO,-0.030754192732274532,-0.03869459964334965,-1.9066460728645325,0.040442369878292084,0.005129908618982881,-0.012834123335778713,-2.5,0.0,-1000.0,41.0,6.0,-12.0
14:50:52,1500.0,-35.3632626,149.1652333,39504.5,-5.5,-37.0,-151.5,1500.0,AUTO,0.02655814029276371,0.02364743547514081,-1.9417643547058105,-0.06837786920368671,0.06092007737606764,-0.05885242484509945,-8.0,-5.0,-997.5,-67.0,61.5,-58.5
14:50:54,1500.0,-35.363264150000006,149.16523335,42615.0,-1.5,33.5,-152.0,1500.0,AUTO,0.011317155323922634,0.022638690657913685,-1.9723952412605286,0.0231599947437644,-0.0260851439088583,0.014411960262805223,2.0,6.0,-999.5,24.0,-24.5,14.0
14:50:56,1500.0,-35.363262399999996,149.16524525,45601.0,31.5,66.5,-147.0,1341.0,AUTO,0.0435786722227931,0.010197167051956058,-2.746684193611145,0.10823382809758186,-0.051990460604429245,-0.5499521195888519,3.5,17.0,-1011.5,109.0,-50.5,-549.5
14:51:20,1500.0,-35.36317725000001,149.1647724,49887.5,209.5,478.0,0.0,1438.0,AUTO,0.13183147460222244,0.17055459320545197,-1.0348374247550964,-0.06940877297893167,0.0001354645937681198,-0.2532620057463646,111.0,-57.0,-994.0,-124.0,34.0,-263.0
14:51:22,1500.0,-35.3631325,149.16489625,49953.5,263.0,608.5,-6.0,1500.0,AUTO,0.01854601502418518,0.1819668933749199,-1.4386147856712341,-0.019357876852154732,-0.001916480716317892,0.0012732096947729588,143.5,-1.0,-982.0,-18.5,-0.5,2.0
14:51:46,1500.0,-35.3625456,149.1664892,50002.0,277.0,616.0,0.0,1500.0,AUTO,-0.09500813484191895,-0.1238703727722168,2.3516225814819336,-0.10742564499378204,-0.0026774308644235134,-0.08041594922542572,-111.0,91.0,-978.0,-106.0,0.0,-78.0
14:51:48,1500.0,-35.3624798,149.16666593333335,50027.666666666664,276.6666666666667,610.3333333333334,-3.6666666666666665,1500.0,AUTO,-0.0630691225330035,-0.11417753746112187,2.3381447792053223,0.10878470291694005,0.008756359146597484,0.01246686182760944,-131.5,107.0,-995.5,193.0,0.0,20.5
14:51:50,1500.0,-35.3624459,149.1667578,50111.0,246.0,541.0,-1.0,1500.0,AUTO,-0.008585575968027115,-0.07989528775215149,2.3350555896759033,-0.3588622212409973,0.01039569266140461,-0.1044551432132721,-120.0,65.0,-989.0,-356.0,12.0,-102.0
14:51:54,1500.0,-35.3623915,149.1669104,49996.0,65.0,88.0,2.0,1500.0,AUTO,0.14676830172538757,0.07449907809495926,2.346540927886963,0.21201814711093903,0.04955343157052994,-0.002111267764121294,-17.0,-5.0,-1002.0,210.0,51.0,0.0
14:51:56,1500.0,-35.362391,149.1668937,49932.0,-19.0,-223.0,2.0,1301.0,AUTO,0.046991974115371704,0.18618200719356537,1.8605358600616455,-0.016462258994579315,0.033331792801618576,-0.6928876638412476,53.0,18.0,-1011.0,-13.0,35.0,-690.0
14:51:58,1500.0,-35.3624013,149.1668159,49920.0,-62.0,-459.0,0.0,1301.0,AUTO,-0.19392740726470947,0.06028921529650688,0.42770108580589294,0.08298958092927933,0.045086026191711426,-0.6999025344848633,4.0,107.0,-990.0,83.0,47.0,-697.0
14:52:00,1500.0,-35.3624175,149.1666936,49934.0,-99.0,-631.0,-7.0,1500.0,AUTO,-0.18486106395721436,-0.012336737476289272,0.20490141212940216,0.014270147308707237,-0.020488183945417404,0.0014431891031563282,-23.0,144.0,-995.0,15.0,-17.0,3.0
14:52:02,1500.0,-35.3624367,149.1665477,50036.0,-111.0,-672.0,-4.0,1500.0,AUTO,-0.14284184575080872,-0.02572704292833805,0.20736755430698395,0.04859180003404617,-0.005342776421457529,0.0012967665679752827,-32.0,139.0,-977.0,49.0,-2.0,3.0
14:52:04,1500.0,-35.3624566,149.1663989,50023.0,-117.0,-672.0,2.0,1500.0,AUTO,-0.1486058384180069,-0.020588357001543045,0.20663045346736908,0.03400058671832085,0.006055711768567562,0.004002233035862446,-28.0,132.0,-973.0,34.0,8.0,5.0
14:52:06,1500.0,-35.3624773,149.1662492,50024.0,-119.0,-670.0,1.0,1500.0,AUTO,-0.14540809392929077,-0.024490969255566597,0.20768079161643982,0.01741791144013405,-7.630325853824615e-06,0.0015051355585455894,-29.0,162.0,-1001.0,18.0,2.0,3.0
14:52:08,1500.0,-35.3624979,149.1661006,50020.0,-117.0,-662.0,1.0,1001.0,AUTO,-0.13008329272270203,-0.067787766456604,-0.16313910484313965,0.003529470646753907,0.020982805639505386,-0.7549045085906982,-71.0,136.0,-980.0,5.0,23.0,-752.0
14:52:10,1500.0,-35.3625195,149.1659534,50006.0,-117.0,-660.0,1.0,1001.0,AUTO,0.06545146554708481,-0.14162832498550415,-1.6250827312469482,-0.08049425482749939,0.006154734641313553,-0.7060839533805847,-138.0,-62.0,-985.0,-79.0,8.0,-703.0
14:52:12,1500.0,-35.36254,149.1658057,50022.0,-105.0,-657.0,-6.0,1500.0,AUTO,0.1038028746843338,-0.07595108449459076,-1.931884527206421,-0.015706490725278854,0.059621214866638184,-0.005266922991722822,-111.0,-97.0,-993.0,-14.0,61.0,-2.0
14:52:14,1500.0,-35.3625576,149.1656737,50111.0,-79.0,-513.0,2.0,1500.0,AUTO,0.061773546040058136,0.01914459653198719,-1.9252156019210815,-0.7170988917350769,0.025363318622112274,-0.17466697096824646,-89.0,-101.0,-988.0,-715.0,28.0,-172.0
14:52:16,1500.0,-35.3625699,149.165585,50011.0,-41.0,-303.0,2.0,1500.0,AUTO,0.04590090736746788,0.04758648946881294,-1.9220455884933472,0.5637062788009644,0.040348928421735764,-0.03322688862681389,-56.0,-8.0,-1006.0,568.0,42.0,-31.0
14:52:18,1500.0,-35.3625762,149.1655442,49978.0,3.0,-98.0,0.0,1500.0,AUTO,0.029298463836312294,0.05595424771308899,-1.920135498046875,0.4778558909893036,-0.035282060503959656,0.007920706644654274,-15.0,-4.0,-1012.0,478.0,-32.0,9.0
14:52:20,1500.0,-35.3625773,149.1655378,49978.0,20.0,-11.0,-1.0,1681.0,AUTO,0.00852662231773138,-0.0057777357287704945,-0.7153872847557068,-0.7339950799942017,-0.030719440430402756,0.7130298018455505,2.0,-24.0,-996.0,-731.0,-28.0,714.0
14:52:22,1500.0,-35.362577,149.1655382,49995.0,11.0,-22.0,0.0,1500.0,AUTO,-0.03178685903549194,-0.005818245932459831,0.21582633256912231,0.123385488986969,-0.016451770439743996,0.001606760430149734,-1.0,-10.0,-996.0,124.0,-14.0,3.0
14:52:24,1500.0,-35.3625764,149.1655344,50014.0,10.0,-4.0,0.0,1500.0,AUTO,0.025168446823954582,-0.010019462555646896,0.2176123857498169,-0.3521665930747986,0.0018572428962215781,0.00427594780921936,-2.0,-2.0,-1001.0,-347.0,3.0,6.0
14:52:26,1500.0,-35.3625757,149.165536,50010.0,4.0,4.0,0.0,1500.0,AUTO,0.006099971476942301,0.0009073027176782489,0.2170054167509079,0.6571006774902344,-0.008387123234570026,0.0018074773252010345,0.0,22.0,-997.0,659.0,-6.0,3.0
14:52:28,1500.0,-35.3625756,149.1655372,50010.0,1.0,1.0,0.0,1500.0,AUTO,-0.016090605407953262,0.0009719214285723865,0.21619105339050293,-0.6293646693229675,-0.002587489318102598,0.0015549345407634974,1.0,-21.0,-1003.0,-625.0,0.0,3.0
