time_stamp,xacc,yacc,zacc,xgyro,ygyro,zgyro,MODE,chan4_raw,RTL_ALT,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz
16:34:41,4.0,-2.0,-1017.0,409.0,59.0,4.0,AUTO,1500.0,1500.0,0.07051213085651398,0.04656822234392166,-1.7243255376815796,0.02459406852722168,0.04890555329620838,0.045677627553232014,-35.3632603,149.1652393,50002.0,27.0,3.0,5.0
16:34:45,-82.0,-54.0,-994.0,99.5,-20.5,-56.5,AUTO,1500.0,1500.0,0.04862094111740589,-0.21680838614702225,0.5667243599891663,0.09829927678219974,-0.020971314515918493,-0.05748008191585541,-35.363188199999996,149.16529225,49921.5,408.0,238.0,2.5
16:34:47,-133.0,-65.5,-991.5,-2.0,29.0,512.5,AUTO,1729.0,1500.0,0.05861836485564709,-0.18200431764125824,0.6251090168952942,-0.003870532847940922,0.028925676830112934,0.5128012523055077,-35.3631013,149.16535785,49937.0,557.0,332.0,-5.5
16:34:51,18.0,157.0,-987.0,44.0,-17.0,-44.0,AUTO,1500.0,1500.0,-0.1652163863182068,0.026828207075595856,2.722764492034912,0.04240166023373604,-0.018360553309321404,-0.04532057046890259,-35.3629008,149.1655114,49991.0,584.0,356.0,6.0
16:34:55,7.0,162.0,-984.0,537.0,-12.0,1.0,AUTO,1500.0,1500.0,-0.07592754438519478,-0.03016729187220335,2.708505630493164,0.3356132060289383,-0.0053173559717834,0.0015686441911384463,-35.3626843,149.1656757,50077.5,536.5,322.0,-2.5
16:34:57,-13.0,99.5,-993.5,-419.0,-24.0,-7.0,AUTO,1500.0,1500.0,-0.06034764647483826,-0.08010312169790268,2.710258722305298,-0.42258767783641815,-0.025499564595520496,-0.008818372385576367,-35.362601549999994,149.16574020000002,50055.0,379.5,252.5,4.5
16:35:01,52.0,105.0,-996.0,340.0,45.0,685.0,AUTO,1898.0,1500.0,-0.13201309740543365,0.12113512307405472,-2.1287591457366943,0.3385458290576935,0.043948397040367126,0.6843384504318237,-35.3625244,149.1658738,49946.0,112.0,422.0,1.0
16:35:03,131.0,24.0,-992.0,-14.0,7.0,-41.0,AUTO,1500.0,1500.0,0.0015558466548100114,0.21035926043987274,-1.4274652004241943,-0.016056418418884277,0.0059928265400230885,-0.0430183969438076,-35.3625071,149.1659865,49904.0,106.0,597.0,-1.0
16:35:05,146.5,36.5,-984.5,0.0,-34.0,0.0,AUTO,1500.0,1500.0,-0.04351712018251419,0.15257875621318817,-1.437924563884735,-0.001730307936668396,-0.03606318682432175,-0.001559970434755087,-35.3624863,149.1661392,50026.5,107.0,673.5,-5.0
16:35:07,150.0,43.5,-992.0,-46.5,-7.0,-3.0,AUTO,1500.0,1500.0,-0.036833006888628006,0.15981925278902054,-1.439201295375824,-0.04798852652311325,-0.008458014577627182,-0.004678365541622043,-35.3624678,149.16628705,50011.5,101.5,671.5,3.0
16:35:09,149.0,49.0,-984.0,113.0,-2.0,7.0,AUTO,1500.0,1500.0,-0.03080051951110363,0.15685280412435532,-1.4393615126609802,0.04137873649597168,0.004786620149388909,-0.00034327292814850807,-35.362449049999995,149.16643575,49981.0,106.0,680.0,0.0
16:35:11,146.0,39.5,-975.5,-6.0,20.0,-1.5,AUTO,1500.0,1500.0,-0.04023880138993263,0.1560988873243332,-1.4413706064224243,-0.008053742349147797,0.019271631725132465,-0.003078348934650421,-35.3624295,149.16658504999998,50008.5,112.0,677.5,0.0
16:35:13,57.0,130.0,-986.0,83.0,-13.0,-737.0,AUTO,1319.0,1500.0,-0.08035014197230339,-0.00949622580083087,-2.421968936920166,-0.21332024037837982,-0.011966131627559662,-0.7327682077884674,-35.362410249999996,149.16672975,50101.5,105.0,607.5,-1.5
16:35:15,-83.0,94.5,-995.0,403.0,11.0,-0.5,AUTO,1500.0,1500.0,0.06035567820072174,-0.038985155522823334,2.6212267875671387,0.3984179198741913,0.00978191290050745,-0.0019811205565929413,-35.3623949,149.16684379999998,50081.0,67.0,402.0,7.0
16:35:17,-27.5,56.5,-1019.5,629.5,58.0,-6.0,AUTO,1500.0,1500.0,0.15988046675920486,0.042744725942611694,2.713629364967346,0.6259655356407166,0.056941162794828415,-0.00789659796282649,-35.3623883,149.16690705000002,50030.0,26.0,131.5,3.0
16:35:19,37.0,-28.0,-991.0,354.0,62.0,838.0,AUTO,1500.0,1500.0,0.17611628770828247,0.09901595115661621,2.771880626678467,0.35423359274864197,0.060501232743263245,0.8373613357543945,-35.3623873,149.1669024,49985.0,9.0,-187.0,6.0
16:35:21,-66.0,-85.5,-998.0,-121.5,-16.5,716.5,AUTO,1500.0,1500.0,0.11546119302511215,-0.14889419823884964,-1.888938069343567,-0.1236940249800682,-0.018997314386069775,0.7152571082115173,-35.3623873,149.16682705,49952.0,12.5,-440.0,0.5
16:35:27,-7.0,156.5,-992.5,-1.0,4.5,-20.0,AUTO,1500.0,1500.0,-0.1674041673541069,0.025092565454542637,0.5818094909191132,-0.003224387764930725,0.002411894965916872,-0.021997652016580105,-35.36238555,149.16641625,50013.0,3.0,-681.5,6.0
16:35:31,7.0,154.5,-993.0,1.5,-2.0,0.5,AUTO,1500.0,1500.0,-0.14709655195474625,0.012605398893356323,0.5767905414104462,-0.0011666268110275269,-0.004146243911236525,-0.0012100308085791767,-35.3623855,149.16611369999998,50014.5,-4.5,-685.0,1.5
16:35:33,0.5,156.5,-988.0,-10.0,0.0,6.0,AUTO,1500.0,1500.0,-0.14841510355472565,0.008016064297407866,0.5771518051624298,-0.012460965663194656,-0.00209536193870008,0.004813485371414572,-35.3623858,149.16596375,50021.0,-6.5,-682.0,0.0
16:35:37,-2.0,91.0,-1008.0,-375.5,-10.5,1.0,AUTO,1514.0,1500.0,-0.027043540962040424,-0.0638422891497612,0.5821208655834198,-0.3762529380619526,-0.012893273495137691,-0.000890506838914007,-35.36238645,149.16568535,50103.0,-1.5,-493.0,4.5
16:35:39,0.5,25.5,-1001.5,-791.0,5.5,-0.5,AUTO,1500.0,1500.0,0.014327371027320623,-0.05797081999480724,0.5828725695610046,-0.7930938005447388,0.003177231876179576,-0.002319898398127407,-35.362386,149.1656021,50017.0,1.0,-264.5,3.5
16:35:45,0.0,-28.0,-994.0,-625.0,-7.0,5.0,AUTO,1500.0,1500.0,-0.032655779272317886,0.004270017729140818,0.582577109336853,-0.3791443035006523,-0.017584627028554678,-0.000947096268646419,-35.362387350000006,149.16556229999998,50002.0,10.0,-25.0,0.0
16:35:47,-0.5,-24.0,-999.0,-435.5,6.0,2.5,AUTO,1500.0,1500.0,0.011072657303884625,-0.013285990804433823,0.5832274854183197,-0.43616311997175217,0.004267248907126486,0.0008991346694529057,-35.36238695,149.16555985,50004.0,9.5,-17.5,0.0
