time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,lat,lon,relative_alt,vx,vy,vz,MODE,chan4_raw,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT
16:04:11,0.013815014157444239,-0.032149011734873056,-0.19400952756404877,-0.034034933196380734,-0.1510837897658348,-0.26593054831027985,-35.363260749999995,149.1652348,31664.0,-42.5,53.0,-147.5,AUTO,1500.0,18.5,-2.0,-1023.5,-32.5,-149.5,-266.0,1500.0
16:04:13,-0.0508110336959362,-0.012136660167016089,-0.4719323217868805,0.0807294026017189,0.10889916494488716,-0.02953989338129759,-35.3632562,149.1652383,34708.5,53.5,-61.5,-149.5,AUTO,1500.0,-17.5,-4.0,-1005.5,81.0,109.5,-29.5,1500.0
16:04:15,0.0715101845562458,0.05193273909389973,-0.22893518209457397,-0.06307382322847843,-0.0884057879447937,0.09246208518743515,-35.3632558,149.1652311,37795.0,-50.5,39.0,-148.5,AUTO,1500.0,12.0,2.0,-992.5,-61.5,-87.0,92.0,1500.0
16:04:17,-0.04791399836540222,-0.03872242942452431,-0.1981232762336731,0.022980593144893646,0.0035859199124388397,-0.03288357052952051,-35.3632626,149.16524015,40862.0,-10.0,-1.5,-154.0,AUTO,1500.0,3.0,1.0,-1000.5,23.5,4.5,-32.0,1500.0
16:04:19,0.04466692544519901,0.02377624250948429,-0.08552581816911697,0.017223140224814415,0.036836327984929085,0.026055865921080112,-35.363262,149.16523554999998,43970.0,-1.0,0.0,-153.0,AUTO,1500.0,-1.5,1.0,-1000.5,18.0,37.5,26.0,1500.0
16:04:21,-0.12927566468715668,-0.07098721340298653,0.18751833587884903,-0.017760902643203735,-0.07237718999385834,0.7823614180088043,-35.36326455,149.1652407,47023.0,6.5,-1.5,-139.5,AUTO,1692.0,1.5,-1.5,-993.5,-16.5,-71.0,782.0,1500.0
16:04:23,0.04051078110933304,-0.17460300028324127,1.7318536639213562,0.1062697246670723,0.13081352412700653,0.7676713466644287,-35.36325815,149.16522924999998,49664.0,22.5,6.0,-84.0,AUTO,1692.0,-2.0,7.5,-925.5,106.5,131.5,767.5,1500.0
16:04:25,0.026457378640770912,0.0417657271027565,2.1107271909713745,0.6572606563568115,0.009581930236890912,-0.013528336305171251,-35.36326135,149.1652398,50261.5,-30.0,24.0,3.0,AUTO,1500.0,-5.5,26.0,-983.5,659.5,10.0,-12.5,1500.0
16:04:27,-0.02380823716521263,-0.07321502640843391,2.079439878463745,0.4724016413092613,-0.04721485637128353,-0.24335737223736942,-35.36326325,149.16524065,49970.5,0.5,30.5,1.0,AUTO,1500.0,-7.5,10.0,-1016.5,472.0,-45.5,-242.5,1500.0
16:04:29,0.024708003737032413,-0.14455287903547287,1.7314019799232483,-0.009411543607711792,-0.03108535148203373,-0.006158214760944247,-35.36326575,149.16526645,49939.5,-25.5,203.5,-1.0,AUTO,1500.0,-41.5,-21.0,-1007.5,-7.0,-29.5,-6.0,1500.0
16:04:31,0.05507475882768631,-0.14585129916667938,1.7313442826271057,0.18894973769783974,0.04547290317714214,-0.01282801665365696,-35.3632745,149.1653359,49922.0,-61.0,399.5,-3.0,AUTO,1500.0,-77.5,-40.5,-1004.5,190.0,46.5,-12.0,1500.0
16:04:33,0.08354536071419716,-0.11076299846172333,1.6008998155593872,-0.0397687703371048,0.03188607934862375,-0.6559771448373795,-35.36328815,149.16543785,49965.5,-82.5,495.5,-3.5,AUTO,1369.0,-85.0,-90.0,-995.0,-39.5,33.0,-655.0,1500.0
16:04:35,0.08226417005062103,0.07035071402788162,0.10852760635316372,-0.2601722236722708,0.020921449176967144,-0.7221149802207947,-35.36330355,149.16555154999998,50012.0,-79.0,509.5,-1.0,AUTO,1369.0,73.5,-115.5,-995.0,-260.0,22.0,-721.0,1500.0
16:04:37,0.016151455231010914,0.02415391430258751,-0.40285810828208923,0.18614937365055084,-0.06384565681219101,-0.008405380882322788,-35.36331825,149.16565785,50051.5,-57.5,425.0,0.5,AUTO,1500.0,96.0,-43.0,-986.5,185.5,-61.5,-8.0,1500.0
16:04:41,0.04056870751082897,-0.16068553179502487,0.6315252780914307,0.037659481167793274,-0.03797113709151745,0.7178190350532532,-35.36328535,149.1658079,49942.5,290.5,327.5,1.0,AUTO,1500.0,-68.0,-74.5,-999.5,39.0,-36.0,718.5,1500.0
16:04:43,0.07721411436796188,-0.19589821994304657,0.782230943441391,0.04774802963947877,0.0018736296333372593,-0.008748387917876244,-35.36321985,149.16589065,49911.5,442.5,432.0,-2.5,AUTO,1500.0,-124.0,-81.0,-999.5,48.5,3.5,-7.0,1500.0
16:04:45,0.07983876392245293,-0.13460912555456161,0.7868572175502777,-0.003426790237426758,0.044623054563999176,-0.0019743135198950768,-35.3631354,149.1659937,50025.0,488.0,484.0,-6.0,AUTO,1497.0,-130.5,-83.5,-988.0,-2.5,45.5,-0.5,1500.0
16:04:47,0.08530571311712265,-0.1428873986005783,0.7863225042819977,-0.04992111027240753,0.03434250131249428,0.007739703170955181,-35.3630485,149.16609975,50022.0,480.5,482.0,5.0,AUTO,1500.0,-128.5,-82.5,-992.5,-50.0,35.0,8.5,1500.0
16:04:49,0.09192169830203056,-0.13383841514587402,0.786298006772995,0.08932498656213284,0.01345938304439187,-0.0006237328052520752,-35.3629611,149.16620699999999,49984.5,482.5,490.5,-1.0,AUTO,1500.0,-135.0,-76.5,-992.0,89.5,14.5,1.0,1500.0
16:04:53,0.08181647211313248,-0.13615308701992035,0.7870649099349976,0.09298121929168701,0.0029166024178266525,-0.004130404908210039,-35.362831299999996,149.16636825,49989.5,473.5,490.5,0.0,AUTO,1500.0,-140.5,-60.5,-987.0,93.5,5.0,-2.0,1500.0
16:04:55,0.0776456855237484,-0.13574834913015366,0.7863876223564148,-0.11794596910476685,-0.00012086250353604555,0.007728063152171671,-35.36274565,149.16647575000002,49980.5,478.0,483.5,0.0,AUTO,1500.0,-136.5,-93.0,-993.0,-116.5,1.0,8.0,1500.0
16:04:57,0.11850924044847488,-0.1012716181576252,0.4693634659051895,0.07207970228046179,-0.008418377721682191,-0.8819451034069061,-35.36265965,149.1665823,49985.5,478.0,484.5,-1.0,AUTO,1041.0,-106.5,-117.5,-989.5,72.5,-6.5,-880.0,1500.0
16:04:59,0.09526757150888443,0.11417824029922485,-1.0092557668685913,-0.06181471794843674,0.006252231542021036,-0.7203191220760345,-35.36257295,149.1666882,50002.5,481.5,478.0,-2.0,AUTO,1041.0,106.5,-122.0,-986.5,-61.0,7.5,-718.5,1500.0
16:05:01,-0.006103946827352047,0.09048215299844742,-1.3534327149391174,0.046222761273384094,-0.03767656721174717,-0.008391187526285648,-35.3624909,149.16679090000002,50082.0,416.0,434.0,-2.0,AUTO,1500.0,136.5,-63.0,-989.5,46.0,-35.5,-7.0,1500.0
16:05:03,-0.07736233249306679,0.013976902235299349,-1.3466934561729431,-0.029207542538642883,-0.020655305590480566,0.030467686476185918,-35.362427600000004,149.16687259999998,50072.0,271.0,286.0,4.5,AUTO,1500.0,91.0,-13.5,-1010.0,-25.0,-19.0,31.0,1500.0
16:05:05,-0.1601920872926712,-0.07615183293819427,-1.3362892866134644,-0.23368564993143082,-0.05751499719917774,0.0012857606052421033,-35.3623945,149.16691550000002,50021.5,68.0,76.0,2.0,AUTO,1500.0,26.5,-2.0,-1016.0,-231.0,-55.5,2.5,1500.0
16:05:07,-0.12576673179864883,-0.17977408319711685,-1.579418659210205,-0.3259192407131195,-0.025353587698191404,-0.8639796078205109,-35.3624037,149.1669066,49959.0,-170.5,-167.0,6.0,AUTO,1500.0,-51.0,-1.5,-1009.5,-325.5,-23.0,-862.5,1500.0
16:05:09,0.06319834850728512,-0.20359326899051666,-2.3971771001815796,0.006297163665294647,-0.03993283677846193,0.04056735709309578,-35.3624511,149.16684915000002,49935.0,-350.0,-348.0,1.0,AUTO,1500.0,-84.0,-49.5,-989.5,7.5,-38.0,41.5,1500.0
16:05:11,0.18689582496881485,-0.03207864612340927,2.845908522605896,-0.02565315831452608,0.004233350045979023,-0.7117866277694702,-35.3625256,149.1667584,49959.5,-473.0,-461.0,-3.0,AUTO,1232.0,-9.0,-138.5,-992.5,-25.0,5.5,-709.5,1500.0
16:05:13,0.04538387060165405,0.1507793366909027,1.695078194141388,0.017711222171783447,0.02012358047068119,0.1511967033147812,-35.3626137,149.16665425,50074.0,-491.0,-483.0,-1.0,AUTO,1500.0,141.5,-52.5,-977.5,18.5,21.0,152.0,1500.0
16:05:15,0.07464054971933365,0.14615900814533234,1.768784761428833,-0.03363584983162582,-0.01030846405774355,-0.002211124054156244,-35.362701,149.16654785,50016.0,-492.0,-497.0,1.5,AUTO,1500.0,142.5,-72.0,-993.0,-32.5,-8.5,-0.5,1500.0
16:05:17,0.07074638456106186,0.14566518366336823,1.770948886871338,0.03208473976701498,-0.011778817977756262,0.004420468350872397,-35.36278905,149.166441,50017.5,-498.0,-490.5,1.0,AUTO,1500.0,144.0,-65.5,-992.0,32.0,-10.0,5.5,1500.0
16:05:19,0.07438461855053902,0.14050422608852386,1.77369624376297,-0.01757158897817135,0.0028549560229294,0.0015697961789555848,-35.3628771,149.16633530000001,50010.0,-494.5,-484.5,0.0,AUTO,1500.0,144.5,-66.0,-989.5,-16.0,4.0,2.5,1500.0
16:05:21,0.07477228716015816,0.1488836333155632,1.774638295173645,-0.007235996425151825,-0.010505559854209423,0.005209421622566879,-35.3629652,149.1662308,50000.0,-491.5,-482.5,1.5,AUTO,1500.0,137.5,-60.0,-988.0,-6.0,-8.5,6.5,1500.0
16:05:23,0.0977695882320404,0.13793877512216568,1.8970186710357666,0.02535814791917801,-0.0031322957947850227,0.25353558361530304,-35.3630526,149.1661262,50002.0,-491.0,-483.5,2.5,AUTO,1550.0,125.0,-74.5,-978.5,26.5,-1.5,254.5,1500.0
16:05:25,0.13915341347455978,0.07754646614193916,2.3550362586975098,-0.019674777053296566,0.006801578216254711,0.23579292744398117,-35.36314005,149.1660207,50008.5,-493.5,-480.5,0.0,AUTO,1550.0,78.0,-128.5,-978.5,-18.5,8.0,237.0,1500.0
16:05:27,0.1453871801495552,0.06919630244374275,2.432283878326416,-0.011254292912781239,-0.006553148850798607,0.005076298490166664,-35.363228,149.16591590000002,50004.0,-495.0,-476.5,0.0,AUTO,1500.0,76.0,-146.0,-990.5,-9.5,-4.5,6.5,1500.0
16:05:29,0.1421588733792305,0.07410483434796333,2.4325731992721558,-0.023276272229850292,-0.00055885617621243,-0.009250609437003732,-35.36331625,149.1658117,50000.0,-489.0,-478.0,-1.0,AUTO,1500.0,66.0,-142.0,-986.0,-21.5,1.5,-7.0,1500.0
16:05:31,0.14639020711183548,0.07432243227958679,2.43292236328125,0.04600506159476936,0.0041952013853006065,0.0009407112374901772,-35.363404149999994,149.16570739999997,49981.0,-484.5,-481.5,0.0,AUTO,1500.0,67.0,-140.5,-993.5,47.5,5.5,2.5,1500.0
16:05:33,0.0715881995856762,0.07510676980018616,2.4330071210861206,0.025563105940818787,0.0088773462921381,0.019827136769890785,-35.36348965,149.16560455,50046.0,-453.0,-450.5,-6.0,AUTO,1500.0,71.0,-120.0,-993.5,28.5,10.0,21.0,1500.0
16:05:35,-0.03309212997555733,0.06596729531884193,2.4313689470291138,-0.7978201806545258,-0.0034947633976116776,-0.005700503941625357,-35.3635599,149.16551935,50056.0,-320.5,-320.0,1.5,AUTO,1500.0,55.5,-117.0,-995.0,-795.5,-1.5,-4.0,1500.0
16:05:37,-0.07238660380244255,-0.0415988452732563,1.382733166217804,-0.12637972831726074,-0.029791506938636303,-0.7013653218746185,-35.3636025,149.16546785,49990.0,-156.0,-157.0,0.0,AUTO,1222.0,53.5,9.0,-1005.5,-121.5,-27.0,-699.0,1500.0
16:05:39,0.021006394177675247,-0.04500925913453102,0.22957826405763626,0.46230946481227875,0.053388407453894615,0.17016372084617615,-35.3636181,149.16544925,49976.5,-23.0,-33.5,-0.5,AUTO,1500.0,0.5,20.0,-1006.0,463.5,55.5,171.5,1500.0
16:05:41,0.006547648226842284,6.202026270329952e-06,0.29651544988155365,-0.3081565296743065,0.022760418243706226,-3.3278658520430326e-05,-35.36361875,149.16544645,49991.0,6.0,9.0,0.0,AUTO,1500.0,-1.0,0.0,-999.0,-304.0,24.5,1.5,1500.0
16:05:43,0.01037046150304377,-0.004139030701480806,0.298247367143631,0.5411015599966049,-0.04750787280499935,0.0006196050671860576,-35.3636191,149.16544515,50001.5,-10.5,-9.0,0.0,AUTO,1500.0,1.0,18.5,-996.5,542.0,-45.0,2.0,1500.0
16:05:45,0.009053917368873954,-0.012870951322838664,0.29725779592990875,-0.23835722357034683,0.0540977418422699,0.006351399002596736,-35.3636196,149.1654446,50002.0,11.5,24.0,0.5,AUTO,1500.0,0.0,5.0,-998.0,-234.0,55.5,7.5,1500.0
