time_stamp,RTL_ALT,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,VFR_HUD_alt,alt,lat,lon,relative_alt,vx,vy,vz,EK2_ALT_SOURCE,MODE
13:51:56,1500.0,-14.0,5.0,-1004.0,48.0,88.0,-32.0,0.059204503893852234,0.03741060197353363,-0.13822072744369507,0.04704665392637253,0.08734169602394104,-0.03269338980317116,610.510009765625,610510.0,-35.3632598,149.1652324,26567.0,31.0,-43.0,-151.0,0.0,AUTO
13:51:58,1500.0,16.0,-6.5,-1009.5,-72.0,-53.0,33.5,-0.03167245164513588,-0.011202254332602024,-0.10987316817045212,-0.051091548055410385,-0.04405523091554642,0.023553987964987755,613.4099731445312,613410.0,-35.3632616,149.1652373,29468.0,-30.0,49.0,-145.0,0.0,AUTO
13:52:00,1500.0,-4.0,1.5,-1000.5,36.5,21.5,-35.5,-0.004226994700729847,-0.007979631423950195,-0.15844808518886566,0.03619891777634621,0.02236650511622429,-0.03618348389863968,616.5,616500.0,-35.3632627,149.1652389,32558.0,9.0,-20.0,-148.0,0.0,AUTO
13:52:02,1500.0,0.0,0.0,-999.5,-7.0,-1.5,20.0,0.01038314402103424,0.008063527755439281,-0.18215569853782654,-0.010496467351913452,-0.004682260565459728,0.023791085928678513,619.489990234375,619490.0,-35.3632616,149.1652365,35546.0,-1.0,3.0,-147.0,0.0,AUTO
13:52:04,1500.0,1.0,0.0,-1001.0,4.0,-1.0,21.0,-0.0002594873949419707,0.0018791696056723595,-0.13560888171195984,0.00299188494682312,-0.0027136467397212982,0.021344471722841263,622.5399780273438,622540.0,-35.3632618,149.1652374,38591.0,-3.0,5.0,-149.0,0.0,AUTO
13:52:06,1500.0,0.0,0.0,-1000.0,6.0,1.0,16.0,0.0017578297993168235,0.000410356413340196,-0.10113491863012314,0.005679458379745483,0.0009110982064157724,0.016304761171340942,625.6499633789062,625650.0,-35.3632621,149.1652376,41700.0,-1.0,1.0,-151.0,0.0,AUTO
13:52:08,1500.0,0.0,0.0,-999.0,2.0,1.0,15.0,0.0021686390973627567,0.0009940766030922532,-0.07531633973121643,0.001588794169947505,-1.1306838132441044e-05,0.015159658156335354,628.7799682617188,628780.0,-35.3632621,149.1652376,44832.0,0.0,0.0,-152.0,0.0,AUTO
13:52:10,1500.0,1.5,4.5,-962.0,-43.5,-35.5,442.5,-0.05388760194182396,0.058850476518273354,0.18382268399000168,-0.04483737424015999,-0.03687470778822899,0.44228173792362213,631.6499938964844,631650.0,-35.363262500000005,149.16523684999999,47707.5,-20.5,-21.0,-130.5,0.0,AUTO
13:52:12,1500.0,-2.0,-5.0,-977.5,-43.5,41.5,-30.0,0.030858205631375313,-0.020615259185433388,0.2735844552516937,-0.042637649923563004,0.03999803215265274,-0.028662685304880142,633.4599914550781,633530.0,-35.363264,149.165233,49587.0,17.0,24.0,-52.0,0.0,AUTO
13:52:14,1500.0,-0.5,2.5,-966.5,-227.5,0.5,-15.5,-0.013286074623465538,0.01571174245327711,0.23291409760713577,-0.23079856485128403,-0.0005688482779078186,-0.016306381206959486,634.1199951171875,634120.0,-35.3632611,149.16523835,50172.0,5.5,19.0,-7.5,0.0,AUTO
13:52:16,1500.0,-7.0,28.0,-1010.5,469.0,-39.0,-15.5,0.007620670716278255,-0.05797027423977852,0.20367351174354553,0.46647553890943527,-0.040930623188614845,-0.016544048208743334,633.9349975585938,633935.0,-35.363260100000005,149.1652375,49990.0,29.0,-2.0,1.5,0.0,AUTO
13:52:18,1500.0,-42.5,-43.5,-1000.5,-303.5,-45.0,4.0,0.007257033255882561,-0.15746194869279861,0.1958847939968109,-0.30431417375802994,-0.04665466956794262,0.004143102676607668,633.8999633789062,633900.0,-35.36324155,149.16523840000002,49956.5,203.5,13.0,0.0,0.0,AUTO
13:52:20,1500.0,-84.5,-46.0,-996.0,100.5,-88.0,-0.5,0.022669068537652493,-0.23666412383317947,0.18039444833993912,0.09998249262571335,-0.0893066506832838,-0.0013605542480945587,633.8849792480469,633885.0,-35.3631879,149.16524345,49941.0,395.0,27.0,7.5,0.0,AUTO
13:52:22,1500.0,-94.5,-48.5,-972.5,-2.5,-200.0,26.0,0.03255638852715492,-0.281292587518692,0.16675791889429092,-0.0029425285756587982,-0.20156916975975037,0.025770955253392458,633.8999938964844,633900.0,-35.3631055,149.16525175,49953.0,519.0,36.5,21.5,0.0,AUTO
13:52:24,1500.0,-102.5,-79.0,-974.0,-707.0,167.0,-3.0,0.06304829940199852,0.06194058246910572,0.15393787622451782,-0.7089588046073914,0.16605893056839705,-0.0035582571290433407,634.1199951171875,634120.0,-35.363003750000004,149.16526175,50172.0,494.5,34.0,-7.5,0.0,AUTO
13:52:26,1500.0,-64.5,-49.5,-1002.5,-484.0,-276.5,0.5,0.011989444959908724,-0.12458616867661476,0.14278850704431534,-0.4858882874250412,-0.2777562439441681,-0.0006729783490300179,633.9449768066406,633945.0,-35.36293795,149.16527005,49998.5,299.5,17.5,13.5,0.0,AUTO
13:52:28,1500.0,-69.5,-39.5,-958.0,-168.0,-333.5,-31.5,0.03646423667669296,-0.17747603356838226,0.13442860543727875,-0.16975872218608856,-0.33532486855983734,-0.033322292380034924,633.9499816894531,633950.0,-35.362872100000004,149.1652752,50004.5,373.0,17.5,8.0,0.0,AUTO
13:52:30,1500.0,-93.5,-31.5,-932.0,192.5,-339.0,-2.5,0.05198262818157673,-0.24229499697685242,0.12419753894209862,0.19177133962512016,-0.3403216227889061,-0.004080517217516899,633.9599914550781,633960.0,-35.3627883,149.1652824,50011.5,492.0,30.0,17.0,0.0,AUTO
13:52:32,1500.0,-104.5,-47.0,-1006.5,277.0,322.5,-23.5,0.07299371063709259,-0.01015334203839302,0.12180528044700623,0.27552370727062225,0.321518674492836,-0.025123025756329298,634.0499877929688,634050.0,-35.3626863,149.1652917,50104.5,533.0,37.0,-8.0,0.0,AUTO
13:52:34,1500.0,-51.0,-11.5,-984.0,-64.5,-276.5,-46.5,0.019905521534383297,-0.042357598431408405,0.11457812413573265,-0.06759469956159592,-0.27804528176784515,-0.048420244827866554,633.9749755859375,633975.0,-35.362618749999996,149.16529945000002,50031.5,257.0,24.5,11.0,0.0,AUTO
13:52:36,1500.0,-71.5,-52.5,-965.0,-544.5,-240.5,8.5,0.03254949115216732,-0.04626793274655938,0.11061399430036545,-0.5453687459230423,-0.24262642115354538,0.007151419296860695,633.9499816894531,633950.0,-35.36256135,149.1653051,50001.0,332.0,14.5,-7.0,0.0,AUTO
13:52:38,1500.0,-47.0,-53.0,-990.0,33.0,110.0,14.5,0.051068637520074844,0.07181408628821373,0.10829950496554375,0.035436928272247314,0.10933414474129677,0.01308403629809618,633.989990234375,633990.0,-35.362502449999994,149.16531005,50044.0,269.0,13.5,-2.5,0.0,AUTO
13:52:40,1500.0,-12.5,-36.0,-998.5,-620.5,-31.5,7.0,0.008678263169713318,0.036994414404034615,0.10417745634913445,-0.6194972097873688,-0.03279225528240204,0.0063520390540361404,633.9400024414062,633940.0,-35.3624755,149.1653126,49994.0,60.5,7.0,1.5,0.0,AUTO
13:52:42,1500.0,-1.0,30.5,-1003.0,455.5,-19.0,1.5,0.014717783313244581,0.0034780294517986476,0.0999598540365696,0.4535785987973213,-0.020347495563328266,-6.368465255945921e-05,633.9299926757812,633930.0,-35.3624711,149.16531205,49988.0,4.5,7.5,-0.5,0.0,AUTO
13:52:44,1500.0,0.0,-31.5,-990.5,-593.0,3.5,5.5,0.006542503309901804,0.0018326130812056363,0.09629200771450996,-0.5932803452014923,0.0023830789141356945,0.004063787404447794,633.9400024414062,633940.0,-35.36247045,149.16531125,49994.0,6.0,11.0,1.0,0.0,RTL
13:52:46,1500.0,7.5,31.0,-1007.0,396.5,29.5,9.0,0.011807264992967248,0.051614318042993546,0.09513487666845322,0.3947099447250366,0.028943936340510845,0.0078377032186836,633.9299926757812,633930.0,-35.3624715,149.1653111,49982.0,-33.5,11.5,0.0,0.0,RTL
13:52:48,1500.0,34.0,-1.0,-997.0,-461.0,53.0,-7.0,-0.015800123568624258,0.12284257635474205,0.09401702508330345,-0.4620877206325531,0.05258265510201454,-0.008722415193915367,633.9199829101562,633920.0,-35.36248825,149.1653104,49973.5,-165.0,0.5,1.0,0.0,RTL
13:52:54,1500.0,100.5,76.0,-991.0,33.5,-201.5,-2.0,-0.07751615345478058,-0.03951585805043578,0.10250380262732506,0.031617172062397,-0.20301060751080513,-0.003925052471458912,634.1099853515625,634110.0,-35.362723349999996,149.16529,50162.5,-517.5,-43.5,-15.5,0.0,RTL
13:52:56,1500.0,57.5,66.0,-992.5,559.0,322.5,41.5,-0.025453614071011543,0.07297949120402336,0.09977985918521881,0.5570074617862701,0.3220355659723282,0.03989330492913723,633.9549865722656,633955.0,-35.36279315,149.16528160000001,50012.0,-302.0,-30.0,12.0,0.0,RTL
13:52:58,1500.0,73.0,50.0,-945.0,446.5,396.0,-16.0,-0.04397605359554291,0.09284230507910252,0.10002236813306808,0.4464162513613701,0.39545874297618866,-0.017571046948432922,633.9549865722656,633955.0,-35.3628581,149.165276,50011.0,-356.5,-26.5,-1.5,0.0,RTL
13:53:02,1500.0,112.5,59.5,-935.0,64.5,49.0,9.5,-0.0761108472943306,0.07529568672180176,0.10205277055501938,0.06385388411581516,0.04810360074043274,0.007571527501568198,634.0199890136719,634020.0,-35.36303895,149.1652601,50073.5,-558.0,-48.0,-13.0,0.0,RTL
13:53:04,1500.0,52.0,0.5,-999.5,-515.5,158.0,-42.0,-0.03859027475118637,-0.026842346182093024,0.10685941204428673,-0.5148243457078934,0.1574799381196499,-0.044423725455999374,633.9949951171875,633995.0,-35.3631146,149.16525165000002,50050.5,-279.5,-35.5,11.0,0.0,RTL
13:53:10,1500.0,15.5,3.5,-994.5,193.0,26.5,-8.5,0.0038889225106686354,-0.05665731988847256,0.10717466101050377,0.1943037062883377,0.025516260415315628,-0.010683186817914248,633.9549865722656,633955.0,-35.363258599999995,149.16523619999998,50008.5,-77.5,-7.0,4.5,0.0,RTL
13:53:16,1500.0,1.0,30.0,-1003.0,569.5,3.0,3.5,0.005305126484017819,-0.004504927434027195,0.10676589980721474,0.5669306963682175,0.0023150299675762653,0.002181977266445756,633.9400024414062,633940.0,-35.3632646,149.16523654999997,49992.5,10.0,8.5,0.0,0.0,RTL
13:53:32,1500.0,0.5,26.0,-1018.0,1198.0,-3.0,7.5,0.011264451313763857,-0.0035547898150980473,0.1054588221013546,1.1985993385314941,-0.004677448188886046,0.0064235872705467045,620.5549926757812,620555.0,-35.36326245,149.16523934999998,36608.5,1.5,-15.0,99.0,0.0,RTL
13:53:50,1500.0,-2.0,32.5,-985.5,-60.0,2.5,3.0,-0.005464263493195176,-0.0002795394059376122,0.10624254122376442,-0.06762610003352165,0.0018608172540552914,0.0009110373794101179,602.2049560546875,602205.0,-35.363261949999995,149.1652374,18257.0,-2.0,-0.5,101.5,0.0,RTL
