time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,lat,lon,relative_alt,vx,vy,vz
12:40:13,-0.0029284271367941983,0.001939066976774484,0.28483228385448456,-0.8451643288135529,0.0029728752560913563,-0.0009325022692792118,RTL,1.0,-31.0,-1003.5,-842.5,4.5,1.5,1500.0,-35.3632618,149.16523615,9475.5,-3.0,11.0,34.5
12:40:15,-0.009155776584520936,0.0034513049758970737,0.2839045822620392,-0.80100417137146,0.0006082454929128289,-0.002122096484526992,RTL,1.0,-39.5,-995.5,-799.5,2.0,1.0,1500.0,-35.3632618,149.16523715,8787.5,-3.0,5.0,34.5
12:40:17,-0.013005807995796204,0.0015798969543538988,0.28480924665927887,-0.45780418813228607,0.0008862668182700872,0.0018719725776463747,RTL,0.5,-8.0,-1049.5,-454.5,2.5,4.0,1500.0,-35.36326215,149.16523805,8189.5,-1.0,-1.5,4.0
12:40:19,-0.002581246488261968,0.002245551091618836,0.28473198413848877,0.43788768351078033,0.0017939448007382452,0.0017666956409811974,RTL,0.0,5.5,-999.0,438.5,3.5,4.0,1500.0,-35.3632624,149.16523905000003,8295.0,0.5,-9.0,-1.5
12:40:21,-0.015565958805382252,0.0011776333558373153,0.28460459411144257,-0.568999245762825,-0.0018687257543206215,0.0013536371989175677,RTL,0.0,-20.5,-1001.0,-567.0,0.5,4.0,1500.0,-35.3632625,149.1652391,8312.0,1.5,-13.5,1.5
12:40:23,0.01496541639789939,-0.00025394923432031646,0.2839367836713791,0.4981924891471863,-0.003087237011641264,0.0012505791382864118,RTL,-0.5,16.0,-997.0,499.0,-1.0,3.5,1500.0,-35.3632622,149.1652377,8309.0,0.0,-6.5,1.0
12:40:25,0.0010349211224820465,0.0006419855344574898,0.28440965712070465,-0.4763621836900711,0.0006004470633342862,0.000983546837233007,RTL,-0.5,-19.0,-997.0,-474.0,2.5,3.5,1500.0,-35.3632619,149.1652369,8303.0,-2.0,2.0,-0.5
12:40:27,0.010612695012241602,0.002241852693259716,0.2845192104578018,0.45375780761241913,-0.0005752610741183162,0.002738044480793178,RTL,0.0,11.0,-1010.5,454.5,1.0,5.5,1500.0,-35.3632618,149.16523684999999,8251.0,-3.0,5.5,1.0
12:40:29,-0.004940909915603697,0.002378187491558492,0.2843986302614212,-0.44294892251491547,0.00031809997744858265,0.00035383133217692375,RTL,0.0,-12.0,-1000.5,-440.0,2.0,3.0,1500.0,-35.36326185,149.1652373,8260.0,-3.0,1.5,0.0
12:40:31,-0.0009542759507894516,0.002333242679014802,0.2844998240470886,-0.03770296275615692,-0.0003394964151084423,0.0008345592068508267,RTL,0.0,-15.5,-999.5,-37.0,2.0,3.5,1500.0,-35.3632621,149.16523795,8267.5,-1.0,-2.0,0.5
12:40:33,-0.014232783112674952,0.002671571681275964,0.2846214920282364,-0.26827240362763405,0.0008180736913345754,0.0010031164856627584,RTL,0.0,5.0,-1009.0,-265.0,2.5,3.5,1500.0,-35.3632622,149.16523865,8262.5,0.0,-7.0,0.5
12:40:35,-0.005955739034106955,0.000439194351201877,0.2840079516172409,0.23759720474481583,-0.0010150591842830181,-0.00023476884234696627,RTL,-1.0,33.0,-1007.0,242.0,0.5,2.5,1500.0,-35.3632623,149.16523865,7705.5,0.0,-10.0,38.5
12:40:37,0.011424209922552109,-0.00056893232249422,0.2841673195362091,0.6538970321416855,-0.0008996671531349421,-0.0006818545516580343,RTL,-1.0,41.0,-1002.0,657.5,1.0,2.5,1500.0,-35.3632621,149.16523734999998,6965.0,-1.0,-1.5,32.0
12:40:39,0.0168776735663414,0.0016506300307810307,0.2842763811349869,0.8347847163677216,0.0009856685646809638,0.0011808848939836025,RTL,0.0,40.0,-1006.0,837.5,3.0,4.0,1500.0,-35.3632618,149.1652363,6284.0,-3.0,8.0,32.0
