time_stamp,RTL_ALT,alt,lat,lon,relative_alt,vx,vy,vz,VFR_HUD_alt,xacc,yacc,zacc,xgyro,ygyro,zgyro,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,MODE,EK2_ALT_SOURCE
13:30:44,1500.0,630670.0,-35.363262,149.1652373,46754.0,-1.0,1.0,-153.0,630.6699829101562,0.0,0.0,-995.5,-7.5,5.5,18.5,0.001201914914418012,0.0013542557717300951,-0.08574208989739418,-0.008509568928275257,0.004685725900344551,0.018493630923330784,AUTO,0.0
13:30:46,1500.0,633070.0,-35.363264650000005,149.16523275,49153.5,-6.0,-16.0,-73.5,633.0699768066406,0.5,4.5,-964.5,26.5,4.0,-16.0,0.03321537747979164,-0.05460214987397194,0.30773159861564636,0.025333463679999113,0.0028378325514495373,-0.016655123559758067,AUTO,0.0
13:30:48,1500.0,633990.0,-35.3632621,149.16523605,50076.5,15.5,29.5,-23.0,633.9899597167969,-3.0,-1.0,-984.5,-133.5,19.0,-24.5,-0.0005654364067595452,0.012171539478003979,0.23984702676534653,-0.13648096472024918,0.018210439011454582,-0.02529278676956892,AUTO,0.0
13:30:50,1500.0,633925.0,-35.36326195,149.165238,50010.5,-24.5,-19.0,8.0,633.9249877929688,5.0,33.0,-1022.5,601.0,0.5,-16.5,-0.024324859492480755,0.03344977833330631,0.19289717078208923,0.6000247001647949,-0.0006964061758480966,-0.017515400424599648,AUTO,0.0
13:30:52,1500.0,633870.0,-35.3632722,149.16522785,49951.0,-90.5,-98.5,-2.0,633.8699951171875,-11.0,6.5,-1005.5,-203.5,-2.5,-799.0,-0.10636510327458382,-0.016253964975476265,-0.6574275195598602,-0.2025386020541191,-0.0034826372284442186,-0.7999765574932098,AUTO,0.0
13:30:54,1500.0,633850.0,-35.36330125,149.1651935,49936.5,-229.5,-245.5,0.0,633.8499755859375,-73.0,-21.0,-1004.0,256.5,-16.0,-651.5,0.01784347023931332,-0.18320582062005997,-2.1215988397598267,0.2562028504908085,-0.017452059779316187,-0.6526066660881042,AUTO,0.0
13:30:56,1500.0,633815.0,-35.3633566,149.16512365,49899.5,-376.0,-392.5,-1.5,633.8150024414062,-110.0,-55.0,-1001.5,-34.0,51.0,-14.0,0.04966859146952629,-0.201313354074955,-2.2518153190612793,-0.035469863563776016,0.05036034248769283,-0.015304280444979668,AUTO,0.0
13:30:58,1500.0,633885.0,-35.3634332,149.16502675,49973.0,-458.5,-465.5,-3.5,633.885009765625,-129.5,-64.5,-987.0,30.0,27.5,-8.0,0.06311429291963577,-0.1648072823882103,-2.2672536373138428,0.029284577816724777,0.02663591969758272,-0.00927497970405966,AUTO,0.0
13:31:00,1500.0,633950.0,-35.36351775,149.16492085,50035.5,-473.0,-475.5,1.5,633.9500122070312,-134.5,-63.5,-981.0,31.0,12.5,-12.0,0.06721140816807747,-0.14088626205921173,-2.2784091234207153,0.029684454202651978,0.010953215882182121,-0.013138853013515472,AUTO,0.0
13:31:02,1500.0,633920.0,-35.3636037,149.164814,50008.5,-482.0,-483.0,0.0,633.9199829101562,-139.0,-66.0,-984.0,-55.5,-5.5,3.5,0.07070323079824448,-0.13979355245828629,-2.288844108581543,-0.05592053383588791,-0.007678252179175615,0.0031326657626777887,AUTO,0.0
13:31:04,1500.0,633935.0,-35.3636906,149.1647071,50022.0,-475.5,-480.0,-3.5,633.9349975585938,-129.0,-58.0,-991.5,125.5,74.5,-7.5,0.08248259872198105,-0.10976321995258331,-2.2963770627975464,0.12491784617304802,0.07358707301318645,-0.008790534920990467,AUTO,0.0
13:31:06,1500.0,634000.0,-35.36376975,149.16460975,50083.0,-375.0,-392.0,1.0,634.0,-114.5,-23.5,-999.0,429.5,57.0,-51.0,0.08586826920509338,-0.017219762783497572,-2.300509214401245,0.42676035314798355,0.05635326728224754,-0.05225818231701851,AUTO,0.0
13:31:08,1500.0,633925.0,-35.36382435,149.16454075000001,50007.5,-213.0,-234.0,1.5,633.9249877929688,-67.5,-7.0,-1015.0,776.5,8.5,-26.0,0.06343805976212025,0.047749582678079605,-2.3035968542099,0.7753659784793854,0.007577585231047124,-0.026985900476574898,AUTO,0.0
13:31:10,1500.0,633890.0,-35.36385055,149.1645076,49970.5,-64.5,-82.5,-0.5,633.8900146484375,-20.0,-28.0,-1001.0,0.0,-35.0,9.5,0.03461487777531147,0.06381349451839924,-2.3092353343963623,0.0016830861568450928,-0.03706269897520542,0.009739253669977188,AUTO,0.0
13:31:12,1500.0,633890.0,-35.36385625,149.164501,49974.0,5.5,-8.0,-1.0,633.8900146484375,-0.5,-17.0,-997.5,-548.0,-23.0,-1.0,0.005905344965867698,0.021443788893520832,-2.3162425756454468,-0.5504982769489288,-0.02502310462296009,-0.001307786937104538,AUTO,0.0
13:31:14,1500.0,633910.0,-35.363856350000006,149.16450205,49990.0,9.5,-5.0,-0.5,633.9099731445312,0.0,23.5,-998.0,564.5,10.0,7.5,0.02400941029191017,0.0015031212533358485,-2.321985125541687,0.5629706680774689,0.008787827915512025,0.007498152321204543,RTL,0.0
13:31:16,1500.0,633890.0,-35.36385545,149.16450305,49974.0,32.0,12.0,0.0,633.8900146484375,6.0,-25.0,-993.5,-327.0,33.0,-2.5,0.009829544578678906,0.05307681858539581,-2.3244720697402954,-0.32749283127486706,0.03206664137542248,-0.003478357190033421,RTL,0.0
13:31:18,1500.0,633870.0,-35.36384355,149.16451595,49957.5,123.5,109.0,0.0,633.8699951171875,31.5,40.5,-1010.5,410.0,53.0,17.0,-0.009685530327260494,0.12776456773281097,-2.3261555433273315,0.40654049813747406,0.05204787850379944,0.016529424814507365,RTL,0.0
13:31:20,1500.0,633840.0,-35.3638091,149.16455695,49928.5,268.0,264.0,0.0,633.8399658203125,70.0,53.5,-1006.0,115.0,-24.5,5.5,-0.039634134620428085,0.16553516685962677,-2.327844262123108,0.11210792511701584,-0.02689439430832863,0.005139084591064602,RTL,0.0
13:31:22,1500.0,633840.0,-35.363751449999995,149.1646283,49925.0,380.0,384.5,17.5,633.8399963378906,97.5,66.0,-986.0,51.0,28.5,-1.5,-0.0498451329767704,0.264970138669014,-2.3354610204696655,0.048480112105607986,0.02740989625453949,-0.002254689810797572,RTL,0.0
13:31:24,1500.0,634055.0,-35.363681,149.1647169,50137.0,350.0,354.0,-9.0,634.0549926757812,101.5,87.5,-976.0,648.0,-60.5,5.0,-0.05355333536863327,-0.059593990445137024,-2.3205313682556152,0.6463183462619781,-0.06223412789404392,0.004416453652083874,RTL,0.0
13:31:26,1500.0,633915.0,-35.36363455,149.16477765000002,49998.0,209.0,209.0,12.5,633.9149780273438,61.0,31.5,-989.0,377.0,303.0,-26.5,-0.012345447670668364,0.08685970865190029,-2.3277801275253296,0.3760316539555788,0.30217044055461884,-0.02771427296102047,RTL,0.0
13:31:30,1500.0,633935.0,-35.36352505,149.1649109,50017.5,353.5,354.0,10.5,633.9349975585938,97.0,56.0,-914.0,205.0,403.5,9.5,-0.04996632784605026,0.21380560100078583,-2.328895688056946,0.2023388296365738,0.4018886685371399,0.007901221513748169,RTL,0.0
