time_stamp,roll,pitch,yaw,rollspeed,pitchspeed,yawspeed,xacc,yacc,zacc,xgyro,ygyro,zgyro,RTL_ALT,MODE,lat,lon,relative_alt,vx,vy,vz,chan4_raw
14:19:41,-0.024333571083843708,-0.12333061297734578,1.73366379737854,0.0044246630277484655,-0.002426409841670344,0.018483457310746115,-7.166666666666667,-1.5,-996.0,5.333333333333333,-1.8333333333333333,17.5,1500.0,AUTO,-35.3632629,149.16521615000002,19007.333333333332,2.8333333333333335,50.0,-148.16666666666666,1500.0
14:19:44,0.040241450337427,0.04185118246823549,1.743519902229309,0.03052480784910066,0.08694500156811305,-0.006288422105301704,-30.142857142857142,-9.571428571428571,-1011.7142857142857,30.857142857142858,87.28571428571429,-6.142857142857143,1500.0,AUTO,-35.363260571428576,149.1652494,22583.85714285714,4.714285714285714,119.71428571428571,-155.57142857142858,1500.0
14:19:47,-0.18060292899608613,-0.08973848596215248,2.122625303268433,-0.029269950836896895,-0.16022236784920096,0.7096353530883789,18.8,17.8,-1002.4,-28.4,-159.0,709.0,1500.0,AUTO,-35.3632599,149.16523275999998,28012.2,76.8,-49.8,-141.4,1769.0
14:19:55,0.10891429334878922,-0.07309554517269135,-2.3555221557617188,-0.016666177660226822,0.0997801125049591,-0.11573675274848938,-37.0,-35.0,-1018.0,-15.0,100.0,-115.0,1500.0,AUTO,-35.3632584,149.1652463,34058.0,-95.0,-215.0,-126.0,1500.0
14:19:57,0.021586308255791664,0.10292467474937439,-2.478254556655884,-0.05206392705440521,0.053247012197971344,-0.06753632426261902,-5.0,-44.0,-1015.0,-50.0,54.0,-67.0,1500.0,AUTO,-35.3632687,149.1651958,36980.0,7.0,-190.0,-159.0,1500.0
14:20:01,-0.09624339640140533,0.060417622327804565,-2.5070137977600098,0.14418743550777435,0.0012303488329052925,0.029001394286751747,-5.0,70.0,-1019.0,144.0,2.0,29.0,1500.0,AUTO,-35.3632603,149.1652127,42847.0,-35.0,278.0,-118.0,1500.0
14:20:03,0.22640137374401093,0.1179104745388031,2.7052369117736816,0.2155960202217102,-0.09835600107908249,-0.8660632371902466,-6.0,31.0,-1018.0,216.0,-97.0,-866.0,1500.0,AUTO,-35.3632552,149.165264,45749.0,99.0,53.0,-158.0,1026.0
14:20:19,0.166843693703413,-0.03781064134091139,-0.13068578206002712,-0.0480298213660717,0.019590655341744423,-0.10718280263245106,7.0,-72.75,-1005.5,-46.75,21.25,-106.0,1500.0,AUTO,-35.363314,149.16518065,49940.25,169.75,250.5,-0.25,1500.0
14:20:23,0.18839938441912332,-0.0012036757155631979,-0.1809341957171758,-0.007589572962994377,0.016941111845274765,-0.003650608181487769,22.666666666666668,-143.33333333333334,-987.0,-6.666666666666667,18.0,-2.6666666666666665,1500.0,AUTO,-35.36321323333333,149.16537019999998,49966.333333333336,364.0,550.6666666666666,-3.0,1500.0
14:20:30,0.11701987807949384,0.09912284649908543,-0.7924152513345083,-0.010887738317251205,-0.0012819457333534956,-0.5052254398663839,99.33333333333333,-116.66666666666667,-990.1666666666666,-9.833333333333334,0.0,-503.8333333333333,1500.0,AUTO,-35.36309273333333,149.16559645,50026.666666666664,379.0,572.3333333333334,3.3333333333333335,1412.0
14:20:35,0.0021913968957960606,0.15465687215328217,-1.6208171844482422,0.10576324909925461,-0.005472274962812662,0.0077551985159516335,160.0,20.0,-993.0,4.0,-5.5,6.0,1500.0,AUTO,-35.3629337,149.1658956,49996.0,370.0,571.0,0.0,1500.0
14:20:38,0.001703953486867249,0.1578099305431048,-1.6213395992914836,0.008554498897865415,-0.003274410031735897,0.002388310463478168,153.83333333333334,-0.8333333333333334,-987.5,10.333333333333334,-1.5,3.3333333333333335,1500.0,AUTO,-35.36282481666667,149.16610066666667,49992.833333333336,376.1666666666667,566.8333333333334,0.0,1500.0
14:20:40,-0.010437037439260166,0.15826101104418436,-1.6726830403010051,0.05053513745466868,0.001847501068065564,-0.22974969175023338,157.83333333333334,11.0,-989.3333333333334,51.833333333333336,3.1666666666666665,-228.83333333333334,1500.0,AUTO,-35.362760783333336,149.16621933333332,49993.666666666664,374.6666666666667,567.8333333333334,-0.5,1418.3333333333333
14:20:42,-0.14214210833112398,0.03493677188331882,-0.829968531926473,-0.021186194693048794,-0.010861098805132011,-0.7220458686351776,42.5,141.66666666666666,-988.5,-19.5,-9.166666666666666,-720.3333333333334,1500.0,AUTO,-35.362693033333336,149.16634456666668,49994.5,376.0,566.8333333333334,-0.5,1255.0
14:20:44,-0.12371539945403735,-0.09878842160105705,2.4737362464269004,-0.020899223784605663,-0.0072775774557764334,0.011980791265765825,-91.16666666666667,124.0,-988.5,-18.833333333333332,-5.333333333333333,12.5,1500.0,AUTO,-35.3626259,149.1664693333333,49989.666666666664,369.3333333333333,568.3333333333334,0.0,1500.0
14:20:46,-0.12239915505051613,-0.0849719022711118,2.521800955136617,0.0014601276877025764,-0.0011723012236567836,0.0024882736421811083,-94.33333333333333,130.66666666666666,-991.0,2.6666666666666665,0.16666666666666666,3.5,1500.0,AUTO,-35.36255976666667,149.16659633333333,49994.333333333336,368.0,571.5,-1.3333333333333333,1500.0
14:20:52,0.11043254782756169,-0.009312132218231758,2.5103724002838135,0.4457770461837451,0.044419086848696075,-0.1207965627933542,-37.833333333333336,62.333333333333336,-1012.3333333333334,447.0,45.666666666666664,-119.33333333333333,1500.0,AUTO,-35.36240041666667,149.16689723333334,50004.333333333336,134.16666666666666,193.83333333333334,0.6666666666666666,1395.6666666666667
14:20:54,0.021479576593264937,0.1843932792544365,1.4540327390034993,-0.12413476842145126,0.033674143720418215,-0.720969001452128,9.333333333333334,16.0,-1012.1666666666666,-121.5,34.833333333333336,-719.1666666666666,1500.0,AUTO,-35.362388200000005,149.16691173333334,49991.166666666664,4.0,-102.33333333333333,3.5,1187.0
14:20:56,-0.19596370806296667,0.0741445068269968,0.35750050842761993,0.04389650250474612,-0.03337825508788228,-0.12236726904908816,-0.5,88.5,-1006.5,46.166666666666664,-31.0,-121.66666666666667,1500.0,AUTO,-35.36239548333334,149.16686095000003,49956.833333333336,-84.0,-388.6666666666667,3.0,1447.8333333333333
14:20:58,-0.20717004934946695,0.05806562677025795,0.387904425462087,0.0235474172513932,-0.01427635426322619,-0.0003817009467942019,8.0,129.0,-995.1666666666666,26.166666666666668,-11.666666666666666,0.6666666666666666,1500.0,AUTO,-35.36241355,149.16675669999998,49948.5,-121.0,-579.5,2.0,1500.0
14:21:06,-0.15453275044759116,0.006562146979073684,0.3982285062472026,0.009344960718105236,-0.01730027375742793,-0.003609149755599598,9.166666666666666,153.0,-989.6666666666666,12.0,-15.0,-2.5,1500.0,AUTO,-35.3624625,149.16647091666667,50044.5,-140.66666666666666,-672.5,1.6666666666666667,1500.0
14:21:08,-0.08352222790320714,0.025867012484620016,1.2859238684177399,-0.0513519694407781,-0.03559913253411651,0.7259682516256968,104.0,77.83333333333333,-985.5,-49.166666666666664,-33.0,726.8333333333334,1500.0,AUTO,-35.36248658333333,149.16632911666665,50101.5,-121.16666666666667,-590.5,-1.5,1723.0
14:21:10,-0.055555280297994614,0.03230070834979415,2.596288502216339,-0.3901378735899925,-0.02662822580896318,-0.028531935065984726,68.75,-83.75,-990.25,-391.75,-23.75,-27.25,1500.0,AUTO,-35.362506425,149.16620899999998,50047.75,-72.0,-364.75,4.0,1500.0
14:21:12,-0.06770860279599826,-0.006673019728623331,2.54262375831604,0.0102924183011055,-0.017079687677323818,-0.005094254292392482,37.833333333333336,-32.166666666666664,-1009.6666666666666,10.333333333333334,-14.333333333333334,-3.5,1500.0,AUTO,-35.36251418333333,149.16615856666667,50000.666666666664,-36.5,-178.66666666666666,1.3333333333333333,1500.0
14:21:14,-0.02808039418111245,-0.011102990480139852,2.542743722597758,-0.013403791934251785,0.007730554983330269,-0.0019084603215257327,3.8333333333333335,-10.5,-1004.8333333333334,-11.833333333333334,10.0,-0.5,1500.0,AUTO,-35.36251738333333,149.16613945000003,49989.333333333336,-10.333333333333334,-32.0,0.0,1500.0
14:21:16,0.007867232275505861,0.012835245424260696,2.5426321824391684,-0.19459214806556702,0.02214540618782242,0.009011372613410154,-0.3333333333333333,0.0,-998.6666666666666,-188.0,24.666666666666668,10.0,1500.0,AUTO,-35.36251873333333,149.16613876666668,50013.0,-2.0,-6.333333333333333,0.3333333333333333,1500.0
